5.18,41.31,1000.59,92.14,485.2
28.42,75.23,1010.25,56.8,435.64
25.72,59.21,1012.37,66.62,437.72
9.57,39.82,1013.12,89.15,468.02
19.35,39.72,1002.5,51.24,455.29
9.86,42.49,1009.16,81.41,477.78
32.51,69.98,1011.92,49.45,428.37
21.76,60.27,1018.96,85.06,446.86
17.74,44.2,1018.87,58.59,454.37
26.37,70.79,1005.31,77.3,428.5
18.32,66.86,1012.02,70,454.46
10.38,37.73,1021.5,75.02,475.02
11.68,40.55,1006.48,96.16,474.8
25.32,48.41,1008.47,72.14,443.04
18.86,42.18,1001.16,98.58,457.07
19.76,62.1,1020.07,73.55,450.44
31.63,69.59,1008.66,61.81,436.89
30.74,71.77,1006.24,53.38,434.89
32.92,69.05,1000.74,39.61,426.61
5.07,40.07,1019.32,66.17,494.87
24.66,66.49,1010.83,70.06,438.01
15.09,44.34,1019.46,60.49,468.8
10.7,36.18,1018.16,63.15,475.08
12.36,52.75,1026.04,68.71,465.14
16.21,41.23,995.88,80,463.09
7.92,39.54,1011.51,84.41,481.44
22.52,64.27,1014.34,82.77,445.4
24.24,71.58,1010.15,91.14,437.75
32.5,71.37,1003.75,43.8,433.7
21.92,64.63,1020.42,65.22,452.49
27.21,66.49,1013.57,40.11,439.04
26.59,60.96,1011.9,52.41,439.77
25.95,73.77,1001.35,92.67,432.21
25.52,67.17,1007.33,85.12,440.02
15.6,44.68,1018.35,85.91,463.82
21.14,67.71,1006.38,56.78,445.12
12.35,40.73,1019.03,95.53,466.71
14.19,49.83,1006.52,90.72,462.86
25.09,69.68,1012.18,91.33,439.77
27.34,71.29,1008.32,56.51,434.94
25.74,59.07,1007.37,79.89,441.05
13.74,34.03,1018.69,67.34,470.49
21.17,58.16,1017.16,68.11,452.02
29.21,72.25,1012.72,71.85,434.64
18.56,42.18,1001.46,99.59,456.61
13.34,41.79,1011.48,86.66,461.12
24.38,60.84,1017.85,62.23,440.85
14.6,39.31,1011.11,72.52,464.16
24.78,66.49,1010.55,68.12,436.62
4.81,42.85,1013.96,86.94,479.8
28.16,70.98,1008.51,72.12,435.04
22.89,48.98,1014.55,48.21,448.56
12.6,41.74,1022.13,67.89,474.23
17.09,42.42,1009.03,72.01,464.11
26.12,68.94,1007.12,67.08,434.11
22.8,73.17,1011.87,91.57,437.98
15.02,37.64,1016.49,83.28,463.93
29.34,70.94,1007.82,62.43,433.57
30.38,74.16,1007.44,74.77,432.84
23.56,42.67,1008.01,66.76,440.69
25.31,60.75,1008.65,79.35,437.33
24.01,67.17,1007.44,86.87,443.09
27.51,71.32,1007.59,80.02,433.16
12.07,38.25,1012.67,81.66,470.36
27.06,77.17,1008.71,90.6,432.2
12.72,40.64,1021.11,93.24,475.73
10.33,40,1021.35,90.84,479.32
17.77,43.72,1009.01,77.7,456.34
22.53,70.98,1005.48,93.95,440.96
20.05,42.48,1012.29,85.09,457.01
26.6,63.07,1011.97,61.3,442.25
21.01,44.05,1010.61,64.12,445.07
9.95,41.82,1033.09,69.44,477.52
6.01,35.79,1011.05,91.33,482.25
6.13,39.48,1005.17,53.5,484.12
10.77,41.46,1021.42,87.18,479.22
8.3,36.3,1015.97,60.62,480.58
16.23,43.52,1020.13,76.3,464.74
18.28,60.1,1009.72,85.79,452.93
26.68,49.02,1008.4,68.01,441.54
24.43,58.2,1017.18,46.84,444.89
13.87,49.83,1006.76,89.14,462.46
15.65,39.59,1012.8,87.63,461.94
17.37,40.55,1001.19,71.42,460.97
21.36,52.3,1007.95,79.38,448.13
27.46,67.69,1004.7,70.15,432.64
24.43,61.25,1011.66,85.24,436.05
30.9,69.4,1003.53,66.69,425.3
23.13,61.47,1008.96,85.5,438.8
23.96,46.93,1013.98,47.22,450.86
11.57,39.72,1002.26,78.69,474.72
31.99,53.53,1004.98,53.53,432.43
25.79,75.6,1017.46,75.63,434.65
14.51,44.84,1023.23,82.33,465.09
23.48,51.43,1007.13,84.83,441.78
31.01,73.5,1010.92,48.61,432.41
10.37,37.5,1013.19,79.25,473.1
28.41,61.47,1008.94,56.56,442.54
16.58,38.01,1023.5,60.14,464.03
18.19,43.96,1011.87,79.68,464.58
25.84,67.83,1009.26,59.55,433.32
14.74,42.77,1017.71,76.59,463.61
23.19,49.82,1014.59,70.52,451.08
21.89,63.94,1019.55,55.09,447.74
32.84,74.67,1015.89,31.81,430.88
29.23,69.59,1009,71.41,437.95
8.53,40.02,1031.27,85.57,476.73
14.01,43.34,1016.95,83.41,463.81
12.3,40.69,1015.74,82.58,474.46
25.77,62.96,1019.86,58.07,442.83
19.04,51.86,1018.05,79.01,458.64
17.36,43.96,1013.02,79.59,466.36
29.78,65.74,1012.13,44.96,441.51
6.39,35.57,1025.53,77.23,487.69
14.43,35.85,1021.99,78.25,464.6
7.32,41.22,1015.42,97.25,484.21
25.96,63.77,1013.24,65.43,445.26
32.87,70.8,1009.54,59.85,433.1
12.8,44.34,1016.52,86.73,473.42
23.94,51.95,1008.18,71.87,451.84
26.34,69.45,1013.87,54.15,438.5
21.91,58.62,1015.95,72.87,450.23
12.32,43.69,1016.26,83.18,471.6
28.14,76.86,1000.7,70.17,434.68
25.87,44.57,1007.43,55.92,445.79
30.84,66.75,1017.54,40.69,432.03
13.66,41.67,1013.43,80.56,469.17
27.95,77.54,1010.12,78.97,434.7
20.1,57.17,1011.96,87.68,452.67
14.6,44.84,1023.58,88.21,464.88
30.55,70.04,1010.51,49.37,429.56
31.09,74.22,1007.56,46.36,430.3
4.59,39.33,1010.85,71.78,494.9
34.97,73.56,1006.57,44.69,435.15
6.86,38.08,1019.62,77.37,486.92
13.79,40,1016.02,70.17,461.16
26.31,44.57,1007.51,52.6,452.73
26.45,69.13,1001.53,89.64,427.5
13.42,40.92,1022.84,75.89,458.49
25.13,59.44,1012.38,77.92,445.59
19.63,52.72,1025.09,51.16,459.12
5.95,37.8,1022.03,67.97,479.2
21.48,47.43,1006.88,63.54,449.2
29.12,73.06,1009.98,80.21,434.9
21.78,47.43,1007.88,66.68,446.79
12.93,43.13,1014.91,55.7,474.88
17.34,45.01,1013.22,77.71,459.01
26.25,52.09,1013.2,53.12,450.53
23.46,57.85,1012.7,65.54,444.66
26.52,77.17,1008.71,92.32,432.48
25.97,69.34,1009.43,88.11,435.02
25.59,73.5,1011.19,81.52,435.48
16.44,53.16,1014.82,75.29,458.49
31.88,70.36,1006.2,57.51,438.42
25.98,68.12,1011.36,66.86,439
11.32,36.18,1015.03,64.68,472.67
30.06,69.14,1007.5,72.48,436.89
18.31,42.23,1012.88,79.32,464.45
6.79,39.37,1019.79,72.39,487.3
28.53,76.86,999.08,75.77,431.64
21.53,52.84,1005.06,88.22,444.04
10.05,40.23,1019.71,90.41,475.48
14.99,41.35,1004.56,98.9,466.85
23.46,73.18,1012.07,88.14,438.62
12.86,40.6,1013.6,84.85,472.04
18.13,66.86,1012.9,78.84,454.85
15.79,58.86,1015.85,91.91,455.15
16.32,43.14,1014.72,70.43,465.38
25.96,60.95,1014.52,50.03,444.19
5.49,38.5,1012.18,79.33,490.84
10.8,39.28,1010.7,82.62,478.8
20.07,49.21,1012.34,56.8,454.25
16.74,39.16,1005.68,71.17,460.47
15,50.88,1014.04,100.12,459.37
20.62,43.43,1009.93,64.02,449.07
9.42,41.4,1029.99,88.41,477.01
16.12,45.87,1008.15,86.12,457.41
13.18,40.83,1007.67,95.44,472.36
18.77,50.66,1014.89,87.34,457.07
23.73,59.15,1014.08,62.65,444.07
12.43,43.22,1008.93,77.42,468.01
7.52,39.61,1018.61,78.96,481.54
8.74,36.3,1015.18,61.97,438.63
7.67,35.77,1017.55,60.97,480.06
32.17,73.21,1001.43,69.86,430.64
25.57,44.05,1005.79,65.14,443.84
11.45,40.8,1027.74,78.6,476.28
14.8,58.2,1018.29,85.11,455.14
16.06,47.45,1009.97,88.09,450.62
20.82,63.77,1014.28,86.37,448.9
23.48,70.79,1006.7,88.57,432.25
16.81,42.86,1013.83,77.11,464.36
28.94,71.64,1006.59,69.24,438.96
20.79,50.59,1017.75,73.35,456.01
19.45,41.1,1001.88,52.16,458.26
16.74,41.16,1006.87,74.24,463
27.52,66.48,1004.99,52.54,429.67
28.18,77.54,1011.99,74.72,430.55
20.01,52.9,1018.05,58.88,455.57
18.89,67.71,1003.92,86.12,443.54
27.37,71.06,1008.4,87.52,432.14
8.85,41.06,1020.99,86.05,486.4
31.55,69.75,1010.12,58.36,435.01
23.1,59.43,1007.36,85.96,440.64
21.7,70.32,1009.12,91.3,438.52
8.66,41.01,1022.51,98.55,472.16
27.91,63.76,1010.27,65.67,435.21
29.41,64.05,1009.82,67.4,444.82
10.61,41.58,1021.08,93.06,465.15
29.45,69.13,1009.3,52.97,432.04
13.9,40.2,1013.13,89.91,464.17
22.22,66.05,1016.15,80.58,442.95
23.74,49.21,1012.78,42.5,447.67
31.63,68.3,1014.8,42.02,426.86
24.41,58.59,1012.62,64.52,442.64
23.29,49.3,1003.88,74.12,442.11
20.28,57.25,1010.12,88.42,452.03
18.41,49.69,1006.66,80.55,454.97
23.46,47.01,1014.41,69.19,457.76
11.84,39.28,1016.97,90.52,477.51
19.86,41.67,1012.31,53.9,462.86
7.91,38.56,1016.48,68.94,485.95
9.59,38.56,1017.01,60.1,481.3
20.07,51.3,1011.9,94.62,450.46
27.54,75.6,1018.26,57.89,440.87
19.31,60.07,1014.86,69.37,453.47
11.35,40.73,1019.37,96.05,472.32
14.95,43.72,1010.28,93.62,459.31
25.77,63.31,1012.76,65.98,439.98
23.27,64.15,1020.98,71.18,452.26
17.66,62.1,1019.49,86.3,452.03
23.61,49.16,1002.39,65.63,443.5
9.51,43.79,1016.02,79.81,481.12
25.91,67.07,1005.66,60.12,441.74
20.77,43.77,1010.76,63.12,453.46
10.33,40.69,1014.25,84.46,480.18
22.12,69.71,1009.7,90.22,434.42
28.63,66.56,1005.88,64.73,427.35
19.79,51.19,1008.77,94.72,447.96
11.84,40.05,1014.54,86.78,473.82
28.4,75.23,1011.12,55.01,441.78
31.73,74.67,1016.38,44.51,425.34
24.91,52.3,1008.72,68.26,441.15
27.49,71.94,1006.62,73.35,435.29
17.57,46.21,1014.09,80.81,453.29
30.54,70.17,999.42,64.32,434.62
7.57,41.14,1028.23,87.97,477.8
16.37,53.16,1014.89,74.84,459.52
20.25,44.78,1007.93,40.16,462.44
8.28,40.77,1011.55,89.79,480.15
21.68,64.15,1021.09,70.88,454.32
18.61,44.06,1016.91,75.01,452.68
25.92,50.16,1003.95,71.3,440.98
25.35,74.33,1015.29,77.84,435.66
19.64,48.06,1014.81,74.96,455.27
12.67,42.86,1014.06,89.9,473.13
10.29,40,1021.46,90.6,479.58
28.9,68.84,1011.64,64.44,437.06
27.51,73.67,1005.71,76.75,431.97
23.94,63.21,1013.52,83.12,440.15
27.11,69.59,1008.56,79.2,437.2
9,39.18,1024.38,84.91,483.26
29.45,68.24,1007.45,32.81,432.53
27.28,72.58,1009.21,89.96,431.27
17.39,42.44,1013.72,73.79,461.55
13.18,40.03,1017.75,82.29,470.88
29.53,64.44,1013.22,59.75,440.1
24.65,52.36,1014.76,66.63,455.68
25.36,60.07,1015.06,66.11,439.73
23.88,54.2,1012.81,64.52,444.97
23.63,73.18,1012.29,88.81,437.7
8.75,40.22,1008.96,90.53,482.8
21.47,57.19,1006.45,75.8,448.31
23.47,65.61,1014.57,69.83,447.16
19.06,56.65,1020.82,82.14,455.7
26.36,73.68,1013.99,86.44,430.39
22.85,59.15,1014.74,63.92,448.61
6.25,39.64,1010.98,83.45,483.43
10.14,45.01,1018.12,94.32,473.56
23.89,70.04,1011.16,84.9,433.71
24.55,58.86,1015.22,60.53,445.8
25.56,74.67,1016.62,76.1,435.81
13.67,40.71,1016.19,66.15,467.62
21.65,56.89,1013.13,66.07,445.93
17.29,52.72,1024.71,62.32,467.23
22.75,59.39,1015.4,81.41,440.26
13.09,43.02,1013.17,46.73,470.14
19.8,57.25,1010.84,88.9,451.75
10.25,41.46,1020.65,87.07,481.94
8.01,40.62,1015.62,86.43,476.22
28.75,64.84,1009.61,58.24,441.3
29.55,67.69,1004.88,48.68,428.77
24.48,69.13,1002.88,69.43,432.71
28.43,68.08,1011.32,58.19,433.05
28.52,64.96,1005.9,70.79,431.36
16.7,46.18,1011.2,96.84,456.2
19.35,43.43,1009.4,66.11,454.02
34.3,74.67,1015.98,25.89,427.84
25.85,70.36,1005.59,78.23,433.06
15.41,42.44,1012.6,86.74,472.28
8.39,36.3,1015.39,62.23,479.57
31.11,74.16,1012.2,58.86,435.69
17.54,42.42,1008.97,67.67,471.28
14.79,47.83,1007.27,92.04,463.22
14.44,41.2,1015.96,81.97,469.85
8.43,40.69,1020.36,87.28,484.94
29.96,70.04,1010.15,54.47,427.1
24.82,66.48,1006.4,70.21,433.62
32.07,67.83,1007.91,41.61,429.31
25.16,77.3,1000.73,86.4,439.37
15.98,42.99,1008.24,83.78,467.42
18.92,44.06,1017.47,68.75,453.72
8.48,42.49,1010.77,88.68,483.5
14.69,35.71,1015.78,57.34,467.39
6.52,39.85,1012.55,86.36,483.01
15.66,41.35,1001.68,86.26,463.57
30.2,73.67,1006.31,62.14,428.72
31.16,69.88,1007.01,68.28,433.24
19.86,59.14,1016.12,69.32,449.82
16.31,68.28,1003.98,98.62,450.33
23.21,74.22,1009.68,88.46,440.46
13.82,40.2,1013.19,90.11,466.99
26.06,54.5,1015.52,67.12,451.67
12.23,41.58,1018.76,87.66,464.45
19.12,50.16,1011.52,99.71,451.49
18.23,62.26,1011.48,91.35,448.64
26.84,70.36,1007.41,71.47,442.17
28.84,60.23,1009.7,59,437.82
30.57,69.71,1008.94,59.99,439.38
24.76,63.07,1012.73,70.39,443.04
20.14,46.93,1014.66,64.22,453.99
16.69,40.56,1019.92,51.43,469.9
30.06,67.25,1017.63,53.59,435.02
33.11,77.54,1010.36,50.99,431.77
11.91,41.49,1019.69,96.39,470.07
22.69,48.14,1013.7,62.05,448.52
24.32,66.25,1009.09,91.89,444.93
17.88,46.97,1013.73,67.78,456.77
8.1,40.64,1020.66,89.04,478.27
10.34,41.74,1020.07,79.17,480.84
18.23,60.95,1016.74,78.85,455.53
11.65,41.54,1020.09,67.96,476.4
10.31,45.01,1018.42,93.67,473.74
11.31,39.61,1018.74,68.9,471.92
28.41,66.91,1008.22,57.93,440.52
10.94,39.69,1004.5,86.29,459.69
7.11,43.13,1018.96,87.82,486.11
20.67,57.5,1014.42,81.89,453.29
3.98,35.47,1017.22,86.53,489.64
11.48,36.18,1017.03,61.62,469.44
12.53,44.03,1007.21,84.2,470.04
13.45,41.16,1022.04,82.96,460.57
11.43,41.16,1022.81,92.04,466.86
23.77,59.21,1011.97,80.08,440.08
17.48,52.9,1020.03,76.47,458.34
17.78,52.08,1006.9,100.09,453.31
9.43,41.4,1028.81,85.83,475.8
16.37,39.99,1007.05,80.61,464.69
10.15,41.62,1015.86,97.4,463.89
18.36,56.65,1020.29,82,456.49
14.02,44.47,1028.02,68.97,465.93
25.09,71.58,1010.17,86.01,434.51
31.3,70.79,1004.3,54.37,428.75
26.37,54.5,1014.48,66.31,451.78
16.41,41.48,1016.28,45.19,451.93
27.88,62.66,1009.51,56.44,441.32
13.92,39.85,1012.64,68.03,473.47
8.07,41.01,1023.26,97.5,474.09
33.61,69.88,1007.4,42.51,435.99
21.11,58.12,1015.38,77.78,453.28
19.16,63.09,1017.71,91.15,449.51
12.41,41.16,1017.45,93.64,464.08
18.26,59.15,1012.38,85.74,452.03
29.09,67.07,1005.99,41.39,429.93
19.36,44.6,1016.25,45.65,464.56
9.25,41.26,1020.51,91.21,473.87
16.68,43.14,1018.39,76.48,459.83
24.23,49.3,1003.61,74.44,440.65
31.48,69.75,1008.9,45.66,438.19
16.66,41.16,1007.37,76.82,463.39
27.49,71.94,1008.25,68.29,428.27
30.11,70.8,1008.57,69.25,432.33
5.17,39.33,1009.68,94.19,485.46
8.35,40.77,1011.77,90.25,478.82
18.03,58.86,1015.99,89.03,450.33
6.06,43.65,1014.36,83.94,480.74
17.68,44.92,1024.55,69.7,458.12
22.47,47.45,1007.62,76.65,447.14
16.37,39.64,1009.19,76.92,463.91
20.95,44.89,1010.48,67.97,450.39
24.54,65.46,1014.27,40.77,446.26
29.86,70.8,1010.22,70.36,437.47
16.98,63.09,1020.44,95.18,450.55
28.78,60.07,1014.54,49.03,439.74
30.05,69.34,1008.26,61.5,436.82
22.59,70.32,1007.07,74.39,437.39
17.34,44.06,1015.84,74.88,458.5
30.67,72.86,1004.25,52.72,432.76
23.24,63.76,1010.1,79.16,441.35
7.53,41.16,1023.19,91.28,475.7
18.67,47.83,1005.12,82.97,454.47
23.16,57.69,1007.91,84.7,438.29
14.04,40.56,1018.4,65.79,472.98
10.6,40.22,1011.37,85.81,477.62
23.3,72.99,1008.54,92.11,437.62
14.8,44.21,1021.59,89.24,466.21
19.59,59.87,1018.28,84.83,449.74
18.7,66.51,1015.14,79.23,458.73
7.1,41.74,1022.25,91.07,484.12
15.61,38.52,1018.4,80.99,439.21
12.05,40.55,1016.63,100.14,472.19
17.4,63.09,1020.84,92.58,453
27.54,75.6,1018.26,57.89,440.87
24.19,47.45,1008.26,64.25,446.3
11.46,39.3,1019.53,76.86,475.51
19.18,50.12,1005.99,100.09,444.56
12.93,41.39,1018.5,80.28,472.57
17.83,44.92,1025.04,70.58,458.42
26.16,52.36,1013.62,58.52,453.08
22.39,59.04,1011.78,86.39,445.52
26.65,73.18,1012.27,83.12,437.7
22.1,65.06,1014.56,71.5,442.18
8.3,36.08,1020.63,80.42,481.6
11.03,42.32,1017.26,90.56,470.92
31,71.77,1006.29,48.56,431.07
8.61,43.8,1021.9,74.35,478.25
9.96,41.26,1022.9,83.83,475.21
30.16,73.17,1010.74,58.99,434.43
12.47,38.25,1012.74,82.89,469.56
16.02,44.9,1009.3,82.62,455.48
20.76,69.05,1001.89,77.86,442.82
20.08,62.52,1017.99,75.74,450.98
14.98,43.99,1022.66,83.34,462.32
31.35,71.32,1005.99,62.35,434.43
12.33,38.91,1017.24,79.84,472.49
24.91,69.89,1015.25,82.39,438.29
15.75,36.99,1007.67,93.8,464.38
21.5,61.5,1008.43,78.13,447.83
31.31,64.44,1014.24,51.08,438.14
9,41.54,1018.83,79.61,484.08
21.71,60.27,1015.74,89.76,441.19
26.47,47.43,1009.09,54.94,439.4
18.12,50.16,1009.82,100.09,453.29
11.42,41.38,1021.98,60.19,479.23
27.76,44.89,1009.4,50.15,442.83
31.19,68.3,1014.86,39.1,430.48
10.72,40.81,1016.51,80.26,474.64
33.37,71.37,1003.75,45.26,432.67
14.3,41.93,1020.6,65.38,471.32
5.65,40.72,1022.46,85.17,487.09
18.2,39.63,1005.35,79.05,468.49
20.66,51.19,1008.81,88.93,447.14
15.11,43.13,1014.99,46.91,466.74
15.78,48.6,1007.24,84.23,460.86
20.37,44.58,1016.77,66.22,463.2
22.43,63.94,1012.76,93.24,444.53
29.27,66.85,1011.11,63.25,440.98
20.86,57.32,1010.24,76.64,446.48
11.35,38.91,1017.93,83.45,474.22
20.2,50.9,1011.72,77.63,454.09
15.36,41.66,1012.41,62.32,466.7
29.17,73.17,1009.87,60.97,432.07
21.8,62.39,1007.84,89.04,452.15
25.34,64.27,1013.38,66.02,443.94
25.94,60.75,1007.22,64.76,439.46
26.12,63.31,1013.97,51.6,439.77
19.75,57.32,1010.76,79.29,443.63
19.97,59.14,1016.05,70.58,450.06
14.76,39.64,1010.37,81.99,465.82
31.24,68.3,1015.89,42.84,435.2
28.01,73.18,1012.25,75.02,431.02
20.73,41.1,1001.86,47.51,456.44
15.16,50.88,1013.88,100.11,460.03
12.58,43.67,1012.86,94.01,472.65
13.33,54.3,1016.77,80.32,468.1
34.66,74.33,1012,32.19,425.89
19.28,65.46,1013.77,64.24,448.91
16.96,46.36,1019.91,89.11,460.57
13.14,40.66,1016.47,94.76,466.95
10.02,39.82,1012.86,89.47,482.47
28.11,70.98,1007.76,85.6,431.83
5.12,40.78,1025.45,96.88,481.28
14.64,53.82,1016.33,60.59,463.18
19.61,45.01,1014.84,64.42,461.97
7.8,39.04,1018.46,66.5,482.31
20.55,68.63,1012.5,67.07,453.47
15.56,41.1,1004.65,84.58,467.32
12.87,45.51,1015.3,86.67,475.77
26.18,69.14,1006.54,85.95,436
24.48,69.45,1013.86,62.39,435.74
11.16,40.05,1014.95,88.38,479.11
22.03,64.69,1007.21,75.75,440.92
23.69,65.59,1010.85,88.92,439.66
19.08,41.1,1001.96,62.77,458.94
21.11,59.39,1013.87,85.29,446.02
27.76,65.59,1010.8,67.29,439.03
22.18,59.39,1014.82,85.31,440.94
27.24,68.08,1013.23,51.96,445.25
21.4,74.93,1014.58,80.85,434.09
29.1,76.2,1006.28,60.22,435.97
14.66,40.89,1009.72,91.56,465.73
26.54,71.14,1007.52,72.04,431.31
10.42,43.79,1016.22,90.75,474.79
25.93,69.34,1008.91,79.43,434.08
33.95,80.18,1010.3,56.69,432.22
31.5,70.32,1011.44,64.09,435.13
25.71,71.73,1009.72,75.29,434.16
29.98,47.93,1002.46,42.73,438.79
16.81,45.87,1008.7,98,455.96
29.18,68.24,1010.04,68.04,428.52
15.55,39.63,1004.98,89.82,466.83
19.15,57.76,1019.62,74.89,458.66
23.02,67.25,1017.17,72,443.44
12.42,43.8,1023.13,79.8,466.59
7.82,40.72,1022.17,88.13,481.52
15.77,58.16,1016.09,82.56,450.11
13.48,39.35,1014.56,81.25,470.66
28.18,49.3,1003.97,55.56,438.91
17.79,43.52,1020.65,68.29,458.57
9.86,37.83,1005.05,100.15,472.46
27.24,66.75,1017.78,69.6,433.65
21.81,65.46,1013.97,52.16,444.66
22.75,57.76,1017.83,66.54,452.33
23.03,68.08,1012.63,70.37,441.71
9.09,41.92,1029.36,91,478.98
13.03,42.86,1014.39,86.25,475.03
10.98,41.39,1017.54,85.31,476.31
17.14,58.16,1018.59,77.22,458.61
22.61,44.05,1005.69,76.74,443.45
7.04,41.74,1021.91,88.55,488.99
10.8,41.62,1012.84,93.84,462.84
5.06,40.64,1021.49,93.7,483.73
17.02,44.85,1014.38,62.66,459.98
16.36,43.99,1021.34,85.13,465.81
21.25,67.71,1006.9,55.76,444.98
26.94,65.61,1014.31,49.73,443.9
29.66,59.22,1013.25,61.2,441.58
10.48,41.93,1017.17,92.81,480.01
24.45,70.02,1010.75,71.37,445.8
27.41,69.98,1008.51,65.49,431.64
25.63,69.89,1015.17,77.42,434.47
15.02,41.48,1015.19,58.69,456.04
10.29,41.46,1020.84,89.03,480.32
21.2,59.39,1014.04,85.06,444.57
27.57,70.36,1007.18,71.1,441.86
29.87,73.91,1004.53,74.3,431.8
19.69,39.72,1001.49,60.34,456.55
6.85,37.49,1011.01,84.53,483.12
26.53,69.71,1009.88,76.26,446.17
3.69,38.44,1016.74,82.87,490.78
16.07,47.83,1006.99,86.49,458.18
7.53,43.65,1018.58,64.85,479.15
22.46,58.49,1011.5,70.54,448.46
29.77,69.98,1013.32,69.6,430.65
26.96,69.45,1013.89,51.47,436.69
14.14,39.82,1012.46,81.15,472.52
15.63,41.79,1006.7,78.28,455.24
23.85,72.43,1008.01,88.34,439.02
16.05,65.46,1013.92,87.99,456.94
25.11,58.79,1015.99,60.55,442.34
15.54,39.31,1009.69,71.19,461.06
20.3,59.8,1015.24,78.75,453.29
13.23,52.72,1026.4,75.78,465.26
13.1,40.55,1007.59,95.46,472.37
20.46,66.05,1014.93,78.51,454.06
23.51,63.78,1016.1,69.79,446.58
16.7,46.18,1012.6,96.15,455.93
24.41,56.9,1006.58,77.94,439.51
24.65,64.63,1020.52,53.45,446.04
27.44,52.3,1008.15,58.92,441.75
16.66,36.71,1013.68,70.66,466.07
23.93,64.45,1015.35,54.71,449.97
23.42,73.17,1012.07,88.39,438.22
22.59,60.32,1016.84,78.58,447.17
22.54,51.95,1007.29,79.28,447.29
22.45,59.87,1018.92,72.73,445.34
20.89,70.32,1011.22,89.68,442.5
15.77,41.79,1007.96,80.69,455.87
33.4,70.8,1009.17,57.01,432.46
10.27,41.44,1017.04,77.09,479.3
32.18,65.74,1010.89,46.52,435.58
20.17,56.03,1019.47,56.77,458.04
15.7,42.99,1007.51,76.05,464.59
21.98,58.79,1010.72,86.85,448.84
13.39,44.85,1017.24,80.44,469.18
18.15,41.23,993.82,61.21,456.32
7.79,41.01,1024,97.2,477
26.74,49.02,1008.18,67.59,438.06
25.2,57.5,1015.19,59.62,446.26
19.55,42.04,1009.99,67.87,466.4
20.89,67.71,1006.12,59.12,445.39
18.26,59.15,1012.04,86.01,451.09
23.43,54.42,1013.58,70.99,454.86
27.31,68.14,1005.73,50.74,437.83
20.61,62.91,1013.24,79.54,446.53
19.25,43.43,1012.01,73.26,451.08
7.2,40.02,1031.71,69.89,480.53
14.71,44,1024.98,85.08,462.87
28.88,66.56,1006.26,59.15,426.66
25.44,69.59,1008.22,80.73,433.97
29.22,73.18,1012.22,64.91,430.57
24.46,68.61,1011.02,76.66,440.58
13.92,43.5,1021.14,88.44,461.45
3.99,39.9,1009.74,96.81,490.91
28.37,71.64,1007.39,71.06,434.91
