498,-24,0,0.14,0.08,-0.8,-13,4
-134,-41,0.22,-0.16,0.57,-1.8,-13,21
-222,-40,0.42,-0.02,0.79,0.2,-6,2
-321,-2,0.46,0.07,0.82,-0.8,-11,-3
168,-34,-0.35,-0.02,0.35,0.5,-11,6
-20,6,-0.78,0.19,1.2,0.4,-14,-3
151,-55,-0.02,-0.1,0.3,-0.9,-7,12
358,-22,0.1,-0.01,0.41,0.5,-13,7
109,-24,0.15,0,0.68,0.3,-6,1
104,-21,0.28,-0.03,0.43,0.2,-12,5
353,-37,0.64,0.13,0.21,1.1,-14,-3
-324,1,-0.08,-0.11,0.78,2.9,-3,8
-58,-35,0.59,-0.01,0.55,-0.2,-12,7
-171,28,0.51,0.08,0.76,-0.7,-9,-5
140,-24,0.49,0.08,0.43,0.4,-6,-10
55,-6,-0.38,0.05,0.47,0.5,-11,1
-60,-34,-0.79,0.19,0.93,1.1,-17,-6
235,57,0.31,0.1,0.33,0.2,-6,-12
-377,-68,-0.11,0.04,0.87,-2.3,-18,14
-36,-10,0.38,0.08,0.65,-0.5,-6,-9
132,-7,0,-0.03,0.37,-1.6,-8,4
-3,-29,-0.19,0.01,0.51,1.8,-5,-1
-557,24,0.47,0.21,1.09,0,-6,-20
104,6,0.46,0.11,0.59,-1.2,-22,11
-159,-5,-0.22,-0.1,0.63,0,-15,19
-142,-14,0.18,0.07,0.64,0.6,-14,4
204,-61,-0.36,0.09,0.49,2.2,-4,-10
-159,-15,0.23,0.23,0.74,1.7,-6,-24
305,-2,0.46,0.03,0.38,-2.1,-9,4
118,-45,0.19,0.02,0.45,-1.8,-13,5
-274,-5,0.2,0.03,0.78,1.1,-6,-5
-132,5,-0.03,0.07,0.62,0.1,-9,-6
326,-4,0.21,-0.09,0.17,-2.7,-11,16
6,25,-0.12,0.07,0.53,0.5,-13,-2
150,12,0.28,0.1,0.4,0.3,-13,-5
-121,-12,0.38,0.12,0.62,0.3,-7,-12
9,11,-0.22,0.13,0.77,-1,-22,2
320,63,0.07,-0.02,0.21,0.9,-5,1
-474,-24,-0.2,-0.02,1.03,-0.3,-19,11
155,8,-0.71,-0.11,0.33,0.6,-15,18
-124,23,-0.09,0.17,0.67,-0.5,-10,-15
-213,-10,0.06,0.03,1.58,-0.3,-12,8
493,21,0.19,0.01,0.06,-0.3,-6,1
-36,-2,0.62,0.09,0.56,0.5,-12,3
33,-14,0.27,-0.03,0.87,-1.5,-7,4
-109,-37,-0.21,0.23,0.87,2.8,-15,-13
58,15,0.25,0.09,0.47,0.7,-7,-9
-250,-21,-0.11,0.17,0.87,1.2,-12,-13
-79,4,0.21,0.18,1.15,-0.7,-14,-9
-186,5,0.14,0.21,0.75,1.8,-14,-12
71,-33,-0.09,-0.21,0.33,-0.2,-6,23
-82,-16,0.07,0,0.56,-1,-7,2
32,-10,-0.14,0.15,0.64,1,-6,-15
-57,-22,0.18,0.19,0.7,-0.5,-14,-13
-1,-33,-0.21,-0.03,0.57,0.7,-11,8
161,-65,-0.41,0.11,0.39,0.7,-14,6
-73,-1,0.05,0.02,0.58,0.8,-7,-8
70,27,0.31,-0.08,0.62,-0.2,-8,9
120,-41,0.03,0.02,0.8,1.1,-14,6
-261,-69,0.02,-0.26,0.71,1.1,-10,11
75,-22,0.55,0.05,0.49,0.2,-11,0
166,17,0.12,0.34,0.97,-0.6,-21,-13
-245,67,-0.23,0.14,0.8,-1,-12,-10
117,-35,-0.07,-0.01,0.66,1.6,-5,4
259,-17,-0.02,0.2,0.45,-1.3,-20,4
-272,3,0,0.03,0.74,0.2,-6,-3
-250,-5,-0.03,0.08,1.12,0.1,-17,-4
-68,8,-0.06,0.1,1.15,0.5,-13,-2
328,-46,0.12,-0.09,0.22,-0.3,-14,16
162,-12,0.05,-0.04,0.34,-0.1,-13,11
-284,-53,-0.31,0.02,1.04,0.3,-11,4
-19,-2,0.46,0.03,1.15,-0.9,-7,0
88,-20,0.14,0.05,0.53,-1.1,-8,-3
405,-41,-0.38,-0.09,0.07,0.6,-7,19
-194,-26,0.09,-0.03,0.63,0.6,-8,5
-386,-32,-0.26,0.03,1.18,0.6,-11,-2
-181,10,0.09,0.03,0.76,-0.9,-11,-1
521,-16,-0.35,0.1,0.07,-0.5,-19,4
370,-30,-0.14,-0.15,0.1,-0.5,-13,23
-212,-31,-0.16,-0.14,0.65,-0.4,-6,11
296,-16,-0.32,0.12,0.29,0.7,-9,-19
155,-29,-0.14,-0.12,0.39,-0.6,-7,13
23,-9,0.12,-0.04,0.46,-2.7,-13,11
90,-17,0.25,0.06,0.43,-0.5,-7,-10
-344,5,-0.32,0.04,0.84,-0.4,-12,-1
-244,-17,0.16,0,0.72,1.5,-8,2
310,-18,0.16,0.24,0.27,-0.7,-11,-3
180,-44,0.29,0.04,0.36,0.3,-18,9
-136,13,0.35,0.18,0.94,0.2,-13,-8
-196,-27,0.15,0.02,0.7,0.7,-6,-1
323,-17,0.09,0.04,0.24,0.7,-6,-12
-278,-9,-0.22,0.17,0.85,0.7,-12,-14
164,-18,-0.47,0.19,0.54,1,-20,0
499,-8,0.03,0.07,0.04,-2.4,-8,6
402,-9,-0.11,-0.07,0.11,-0.5,-6,8
414,-87,0.12,0.01,0.13,-0.3,-15,5
110,-21,-0.34,-0.06,0.38,-1,-14,15
-91,-7,-0.02,0.08,0.61,0.1,-7,-8
54,-3,-0.67,0.14,1.02,0.1,-15,-1
602,-13,0.25,0.21,0.07,0.8,-18,-3
-134,-15,-0.25,0.23,1.06,0,-20,-3
-387,20,0.31,0.09,0.88,-0.7,-13,5
-94,-10,0.23,0.14,0.62,0.5,-17,-2
280,-22,0.27,0.04,0.28,-0.5,-11,2
292,18,0.17,-0.09,0.22,0.8,-5,10
-134,-16,0.44,0.07,0.66,0.3,-15,2
225,-50,-0.22,-0.14,0.25,0.2,-7,16
674,-27,0.21,-0.16,-0.2,-0.6,-8,19
-266,-55,-0.2,0.03,0.91,1.9,-11,2
218,-5,-0.07,0.03,0.33,0.5,-7,-2
-202,-43,0.11,0.08,0.7,1.9,-4,-8
-204,-19,-0.06,0.16,0.74,-1.1,-14,-9
-366,-40,0.31,-0.05,0.8,0.7,-12,13
-47,-25,-0.15,0.07,0.98,-1.6,-12,-1
427,-46,0.12,-0.13,0.18,-0.6,-15,21
42,-10,0.42,0.05,0.57,-1,-7,-5
188,-17,0.33,-0.11,0.3,0.5,-10,16
-5,17,0.15,-0.13,0.45,-1.7,-9,20
0,-18,0.11,0.05,0.51,1.1,-9,-3
100,-12,-0.29,0.02,0.43,0.7,-9,1
425,33,0.05,0.14,0.17,-0.4,-13,-7
-492,-21,-0.17,-0.13,0.92,-0.9,-7,10
365,19,0.09,0.28,0.25,-0.2,-10,-10
545,-6,0.35,0.22,0.14,1.2,-15,-15
-181,1,-0.53,0.09,0.73,-0.3,-6,-10
-216,-76,0.52,0.07,0.72,-0.1,-11,6
-503,20,-0.14,0.06,1.09,-0.1,-20,-2
-429,-30,-0.26,-0.05,0.86,-1.8,-12,6
-436,6,-0.36,-0.01,0.91,-0.7,-7,-2
307,-30,0.04,-0.13,0.19,0.6,-6,14
-52,-31,-0.17,0.18,0.64,0.6,-15,-12
161,15,-0.13,0.11,0.55,0.6,-9,-11
-670,22,0.07,-0.04,1.14,0.8,-5,-6
-80,-35,-0.44,-0.14,0.52,0.5,-13,20
462,-18,0.14,0.2,0.22,0.4,-21,0
-194,-19,-0.26,-0.08,0.67,0.6,-7,2
-410,-47,-0.28,0.11,0.92,1,-19,3
-221,-71,0.22,-0.11,1.18,-1.6,-13,8
-306,44,-0.47,0.08,0.84,0.4,-8,-7
-23,23,-0.14,0.04,0.55,1.6,-4,-5
-162,-26,0.21,0.28,1.35,-0.7,-20,-6
-135,13,0.11,0.08,0.64,-1.2,-8,-7
213,7,0.16,0.17,0.45,-1.6,-17,-6
310,2,-0.41,0.24,0.39,1.4,-17,-15
-3,-61,-0.31,0.05,0.59,-0.5,-16,-2
-95,5,0.1,0.13,0.66,1.6,-7,-13
232,-28,-0.2,0.07,0.31,-0.3,-15,3
617,-31,-0.04,0.06,-0.09,-0.6,-8,11
-365,-26,0.07,0.16,1.17,1.6,-10,-10
-81,33,0.15,0.14,0.61,0.4,-6,-15
21,1,0.28,0.05,0.5,-1,-12,2
237,-46,0.31,-0.32,0.17,0.6,-11,37
-195,-26,-0.13,0.27,1.49,-0.1,-20,-3
-20,-19,0.07,-0.03,0.49,-1.1,-8,5
-290,-4,0.27,0.23,0.87,1.5,-13,-18
234,-5,0.18,0.1,0.48,1.5,-6,-4
135,2,0.19,0.13,0.41,0,-7,-13
37,-11,-0.02,-0.06,0.43,-0.3,-7,8
194,36,0.39,0.23,0.57,-0.3,-19,-9
-82,-1,0.21,-0.02,0.56,-0.8,-7,3
-367,-32,0.34,0.09,1.07,0.3,-16,7
323,0,0.27,0.12,0.23,0.4,-6,-11
35,-28,-0.07,-0.07,0.43,-0.6,-7,5
216,-79,-0.69,0,0.29,-1.4,-14,9
48,-21,0.04,0.01,0.42,-1.6,-9,2
-639,6,0.23,-0.13,1.22,1.5,-10,-1
48,-11,0.34,0.06,0.48,0.7,-8,-5
80,2,0,0.11,0.64,0,-6,-11
433,-10,0.33,-0.08,0.05,-1.9,-12,21
-77,2,-0.1,0.11,0.61,-0.6,-13,-4
-238,-14,-0.05,0.19,0.77,1.2,-15,-7
83,-67,0.05,0.24,0.53,0.7,-9,-20
-105,32,0.26,0.27,0.84,-1.4,-14,-24
-269,52,0.31,0.04,0.76,0.5,-7,-3
59,27,0.15,0.08,0.48,-0.5,-6,-11
-299,-29,0.08,0.22,1.22,2.1,-18,-4
-142,-42,-0.11,0.04,1.01,-1.2,-17,9
-164,12,0,0.18,1.44,-1.1,-14,-7
-135,-37,-0.04,-0.03,0.63,-2.6,-19,19
32,-13,-0.13,0.13,1.1,-0.7,-13,-4
-109,-30,0.14,-0.13,0.69,0.4,-14,12
-94,-27,-0.01,-0.02,0.58,-1.2,-11,5
-153,-45,-0.44,0.02,0.96,0.9,-10,2
-27,-20,-0.09,-0.05,0.5,0.3,-13,11
321,-46,0.51,0.08,0.32,-0.5,-18,8
-188,-12,-0.48,0.04,0.68,1.9,-9,-3
185,-12,0.56,0.15,0.44,-1.1,-12,-5
33,-15,0.39,0.26,0.57,1.7,-16,-22
101,-21,-0.18,-0.05,0.75,0.1,-13,12
-339,4,0.19,0.18,0.88,0.6,-14,-11
-293,-40,0.45,0.12,1.55,-0.1,-19,10
-195,-12,0.07,0.07,0.71,-0.9,-21,9
281,-29,0.48,0.26,0.45,1.3,-17,-14
-398,9,-0.39,-0.08,0.88,0.6,-5,4
168,-36,0.2,0.08,0.37,0.4,-7,-8
25,-25,0.24,0.19,0.85,0.4,-11,-13
-63,-20,-0.09,0.21,1.03,-0.7,-15,-10
-325,-6,-0.24,-0.01,0.84,0.6,-6,1
649,-22,0.34,0.02,-0.11,-1.5,-8,5
-53,0,0.14,0.06,0.59,0.4,-7,-6
101,-57,0.38,-0.04,0.41,0.3,-11,8
-99,-50,0.49,0.08,0.64,0.3,-6,-9
-133,5,0.21,0.02,0.64,0.3,-6,-2
53,-19,-0.14,0.04,0.48,-0.6,-13,4
-151,17,0.15,0.03,0.76,-0.7,-8,-1
-399,-33,-0.75,-0.15,0.87,-2,-20,18
-35,-2,0.03,0.17,0.81,0.5,-13,-10
-220,-2,0.26,0.06,0.75,0.3,-6,-7
78,44,0.67,0.2,0.59,-0.3,-16,-13
-211,-40,0.34,0.08,0.72,0.9,-18,10
-94,-21,-0.07,0.03,0.91,-0.6,-10,4
-116,-55,-0.53,-0.1,0.55,0.6,-5,11
103,-7,0.07,-0.02,0.41,0.8,-6,3
183,8,-0.35,0.2,0.49,0.5,-18,-5
243,-45,0.07,0.02,0.3,-1,-8,-7
-321,-9,-0.03,-0.01,0.78,0.1,-6,6
92,-28,-0.21,0.05,0.86,-0.3,-19,17
-60,2,0.29,0.15,0.66,0.5,-12,-10
267,0,0.63,0.19,0.34,0.4,-16,-7
62,-5,0.2,-0.05,0.46,0.9,-6,6
-8,-22,0.26,0.08,0.62,1.3,-18,4
8,-15,-0.27,0.09,0.52,-0.5,-13,-4
-672,-30,0.02,-0.12,1.09,0.1,-12,13
319,-14,0.27,0.03,0.3,0.9,-5,7
380,-34,-0.38,0.15,0.41,-0.2,-12,-3
534,-67,0.16,0.22,0.12,-0.7,-12,-1
-223,-19,0.13,0.24,0.94,0.9,-18,-9
-60,1,-0.08,0.13,0.66,0.1,-14,-6
-308,-12,0.46,0.17,0.93,0.7,-9,-15
-148,-34,0.34,-0.06,0.62,2.4,-8,11
-180,-15,0.29,0.1,0.66,0.7,-8,-9
-583,-51,0.59,-0.04,1.05,0.1,-6,-16
-52,39,0.27,0.05,0.57,1.4,-5,-6
-391,-45,-0.04,0.05,0.9,0,-12,-8
-28,-30,-0.39,-0.03,0.62,0.8,-5,3
-181,-24,-0.32,-0.01,0.82,-0.4,-7,-7
833,-26,0.42,0.18,-0.2,1.8,-6,-14
-319,3,-0.03,0.06,0.8,-0.6,-15,10
-26,7,0.03,0.02,0.6,0.6,-10,8
-423,24,0.09,0.16,0.96,0.5,-15,-10
-29,-37,0.1,-0.02,0.59,-0.6,-12,7
-54,1,0.1,-0.02,0.56,0.5,-10,5
225,51,0.39,0.29,0.55,0.3,-6,-15
18,-28,0.1,-0.05,0.6,-0.9,-9,7
-97,-58,0.43,0.06,0.61,-0.8,-11,-2
-250,51,0.06,0.14,0.83,1.9,-6,-15
-283,-16,0.24,-0.14,0.9,0.5,-11,9
-257,-3,-0.09,0.16,1.36,-0.5,-13,-11
-294,-3,0.28,0.12,0.79,0.5,-17,1
-329,-12,0.51,0.08,0.81,1.2,-10,8
234,-23,0.05,0.09,0.51,2.3,-8,-8
-376,-3,-0.01,0.1,0.85,-0.2,-9,-6
-247,-33,-0.39,0.21,0.82,-0.3,-11,-8
0,0,-0.52,0.04,0.52,0.2,-8,-2
243,-29,0.16,-0.05,0.38,0.1,-9,8
-486,-30,-0.07,-0.02,0.93,-1,-12,11
-225,-40,-0.42,-0.12,0.69,-0.4,-8,12
-449,-58,-0.04,0.04,0.89,-0.4,-15,9
68,-10,-0.15,-0.05,0.41,-1,-8,8
-440,-29,0.24,0.17,1.09,2.7,-15,-7
103,-15,-0.25,-0.03,0.41,1.3,-5,3
246,14,0.15,0.13,0.42,0.4,-12,-6
-453,-45,-0.22,-0.04,0.89,0.6,-5,4
188,-8,-0.12,0.08,0.39,1.7,-10,-7
-22,-34,0.33,0.1,0.67,2.4,-11,-5
287,15,0.22,0.05,0.27,0.3,-11,-4
-313,-63,-0.24,-0.13,0.78,0.8,-19,24
-240,-33,-0.29,0.13,0.77,0.8,-14,-4
-145,-25,-0.71,-0.03,0.86,0.3,-14,3
-66,19,0.14,0.21,0.82,0.6,-8,-20
180,-37,0.4,0.11,0.48,1.2,-11,-4
704,-58,-0.19,-0.24,-0.23,1.2,-9,29
159,-22,-0.19,0.03,0.5,-0.3,-16,9
109,-6,-0.12,0.18,0.52,-0.5,-18,-5
-125,16,-0.34,0.03,0.92,2,-14,-5
117,-11,-0.22,0.01,0.41,0.6,-14,7
89,-14,0.55,0.05,0.44,-2,-18,10
234,3,-0.16,0.28,0.36,-0.5,-10,-21
-119,25,0.09,0.05,0.6,0.5,-7,-5
-62,22,-0.13,0.06,0.57,1,-5,-9
57,-12,0.12,0.01,0.44,-0.7,-9,3
80,25,-0.41,0.22,0.53,-0.3,-15,-14
132,-17,-0.14,0.11,0.39,0.5,-7,-10
49,9,0.12,-0.04,0.4,-0.6,-7,6
70,-47,-0.23,-0.03,0.43,-2.1,-13,11
208,-2,0.09,0.17,0.72,-1.6,-15,-6
-330,-19,0.19,0.11,0.86,0.4,-19,-4
218,-25,0.01,-0.04,0.44,1.5,-10,7
-108,-20,0.08,0.1,0.82,0.5,-16,2
-48,11,0.29,0.16,0.63,0.5,-9,-17
142,-20,0.09,-0.02,0.36,-0.8,-7,3
197,14,0.15,0.34,1,-0.9,-20,-10
191,-13,0.04,0.05,0.37,0.5,-12,2
-294,-5,-0.04,0.09,0.89,-0.2,-15,1
-545,-16,-0.09,-0.06,1.42,2.4,-13,10
269,-6,0.05,0.06,0.27,0.2,-13,1
410,35,0.31,0.12,0.19,2,-14,-5
-4,-64,-0.12,0.1,0.63,-0.4,-18,3
152,-36,0.57,0.07,0.41,-0.3,-11,-8
-148,-46,0.47,0.05,0.67,0,-11,3
-125,-7,0.02,0.12,0.65,0.4,-15,-4
120,8,-0.3,0.13,0.57,0.9,-12,-8
-78,-6,-0.4,0.21,0.65,0.8,-18,-9
-245,-21,-0.04,0.08,0.91,-0.5,-13,-1
-235,12,-0.66,-0.07,1,-0.3,-7,-16
-191,32,0.19,0.06,0.7,-1.6,-12,0
120,-30,0.45,-0.03,0.37,0.4,-6,3
-143,-8,0.19,-0.02,0.66,1.1,-13,-4
19,16,0.11,0.02,0.5,-1.3,-8,1
-296,-37,0.19,0.12,0.83,-0.2,-12,-11
-107,-41,-0.22,-0.05,0.58,0.9,-5,1
-80,-23,-0.32,0.11,0.76,0.5,-14,-4
-299,49,0.11,0.28,0.89,0,-11,-24
-386,-71,0.02,0.05,0.91,0.3,-6,-6
-236,42,-0.17,0.02,0.72,-0.6,-12,3
355,15,0.21,0.07,0.2,1,-7,-6
343,-16,0,0.01,0.19,0,-6,1
-463,-51,0.35,0.04,1.37,1.3,-13,-1
7,-36,0.31,0.04,0.5,-0.2,-10,2
-200,-49,-0.25,-0.21,0.62,-0.5,-9,29
-155,-33,-0.32,-0.05,0.71,0.5,-7,6
-325,15,-0.18,-0.1,0.75,1.8,-4,10
168,16,-0.03,0.08,0.46,-0.9,-11,-5
-253,-47,-0.43,0.16,0.8,0.8,-15,-8
215,-18,-0.34,0.08,0.63,0.3,-14,1
-131,-24,-0.17,-0.05,0.85,-0.5,-13,3
-405,-7,-0.41,0.07,0.91,-0.4,-13,-2
289,-2,-0.24,0.07,0.27,-0.9,-8,-6
-340,-24,-0.57,0.05,0.83,1,-8,-4
34,-14,-0.59,0.18,1.11,-1.3,-13,-12
-153,-52,-0.3,0.19,0.96,-1.5,-20,0
205,6,-0.18,0.12,0.4,1.5,-8,-19
618,16,0.29,0.35,0.03,-0.8,-16,-17
442,-27,-0.27,0.46,0.38,1.1,-12,-34
125,-16,-0.32,0.11,0.71,1.8,-16,2
-254,-3,0.34,0.12,0.8,0.3,-6,-14
-124,-9,0.42,0.25,1.1,-0.9,-20,-2
84,-46,-0.34,-0.21,0.32,-0.6,-7,24
-25,25,-0.12,-0.19,0.42,-0.6,-7,20
-107,-22,-0.33,0.03,0.6,-0.4,-13,3
-126,-19,-0.08,0.04,0.81,-0.9,-15,6
112,1,0.22,0.08,0.4,1.1,-5,0
-287,17,0.44,-0.14,0.89,0.9,-5,-62
21,-15,0.02,0.16,0.8,0.7,-15,-5
216,9,0.43,0.12,0.35,1.3,-12,-7
-102,-34,-0.68,0.02,0.61,2.2,-11,6
-211,-8,0.26,0.07,1.32,-1.2,-12,-4
247,-8,0.19,0.01,0.28,0.6,-8,1
75,-16,0.43,0.26,0.54,1.6,-16,-25
-333,-42,0.19,0.21,1.08,0.7,-15,-2
-7,1,0.14,0.15,0.59,1.5,-6,-15
-67,-25,-0.29,-0.13,0.58,1,-9,2
-8,-18,0.24,-0.03,0.51,0.5,-9,5
-124,-47,-0.18,-0.07,0.63,0.6,-15,6
124,-52,-0.27,0.12,0.65,-2,-13,-6
-116,-9,0.62,0.13,0.82,-1.2,-14,-7
-291,-34,0.01,0.01,0.8,0.9,-10,1
-15,26,0.25,0.03,0.52,0.5,-13,4
67,2,-0.12,0,0.48,-2.2,-8,3
378,27,-0.24,0.06,0.24,-0.5,-8,-4
-44,11,0.3,0.19,0.62,1.6,-11,-16
171,-22,-0.17,-0.16,0.35,0.2,-13,22
-561,-35,-0.26,0.1,1.06,0.7,-15,3
77,-52,0.4,-0.18,0.35,1.9,-4,27
515,12,0.24,0.12,0.1,-0.3,-12,-8
-42,-30,0.21,-0.04,0.51,-0.1,-6,7
-117,-20,-0.23,0.06,1.21,-0.4,-15,6
227,-18,-0.16,0.03,0.39,2.7,-16,10
-683,-45,-0.17,0.07,1.62,-0.6,-12,1
-162,16,-0.21,0.1,0.98,-0.1,-18,5
-311,-14,-0.33,0.15,0.84,0.6,-17,1
-298,-31,-0.09,-0.06,0.94,1.1,-13,8
-562,-30,0.28,-0.05,1.46,-0.2,-12,-12
-52,-21,-0.05,0.24,0.92,0.6,-18,-11
-182,11,-0.01,0.03,0.68,1.5,-9,-2
82,-18,0.01,0.04,0.6,-1.1,-17,9
0,-3,-0.11,0.13,0.88,-0.6,-9,-9
-249,-10,0.26,-0.07,0.7,-1.7,-9,7
139,9,0.22,0.03,0.4,0.2,-6,-4
86,-13,-0.51,0.04,0.72,-0.2,-12,2
3,32,-0.21,0.31,0.64,-0.5,-6,-32
-40,-7,-0.18,0.19,0.6,0.6,-8,-17
-88,1,0.32,0.04,1,1.3,-8,-1
-8,-44,0.54,0.29,0.88,1.2,-17,-12
-93,-35,-0.24,-0.08,1.4,-0.6,-6,7
-62,-38,0.24,0.06,0.66,-0.7,-8,-5
243,-37,0.19,0.05,0.3,0.7,-8,-6
-80,-4,-0.13,0.17,0.94,0,-19,4
-65,-11,0.56,0.17,0.6,0.2,-10,-3
-101,-14,0.3,-0.11,0.79,0.6,-8,-1
-136,-55,0.03,0.21,0.94,-1.7,-21,1
321,-23,0.02,0.09,0.25,1.5,-9,1
252,-3,0.12,0.27,0.41,1,-11,-30
-214,-1,0.33,-0.04,0.73,-0.8,-12,-8
-140,-2,-0.11,0.27,1.25,-2.6,-17,-7
-46,-16,0.1,0.08,0.58,0.6,-8,-10
201,29,0.14,0.04,0.34,-1.2,-17,10
248,-25,0.61,0.09,0.28,0.1,-13,5
521,-40,-0.15,-0.09,-0.02,-1.1,-13,16
168,-9,0.41,0.08,0.36,-1.1,-16,3
-114,-26,-0.1,0.03,0.74,1.7,-9,3
606,-29,-0.46,0.19,0.01,1,-15,-7
-456,-14,-0.3,-0.07,0.9,0.7,-14,15
159,11,0.19,-0.04,0.34,-0.5,-11,9
-131,-40,0.1,0.04,0.63,1.8,-7,-4
-20,15,0.06,0.08,0.56,-0.9,-7,-8
-233,-8,-0.45,-0.05,0.69,-0.5,-8,12
358,1,-0.14,0.17,0.26,-2.5,-17,-5
389,-18,-0.18,-0.08,0.11,0.5,-6,10
435,-2,-0.32,0.14,0.13,-0.7,-14,8
145,70,0.49,0.18,0.44,-0.4,-8,-18
184,-93,-0.36,-0.15,0.29,-0.5,-10,21
-23,-22,-0.19,0.16,0.58,1,-12,-12
-124,10,0.2,0.05,0.63,0.4,-6,-5
-315,-9,0.25,0.04,0.89,-1.2,-13,4
-113,-7,-0.18,0.16,0.87,-1.4,-18,-2
-268,16,-0.26,0,0.75,0.5,-6,1
-118,-18,-0.25,-0.13,0.72,-0.6,-9,17
-144,-22,-0.41,0,0.63,1.3,-5,-4
75,10,-0.39,0.08,0.48,-0.5,-14,1
324,28,0.46,0.21,0.29,1.7,-11,-16
-335,-27,0.11,0.18,0.87,-1.9,-10,-14
-15,-28,0.1,0.13,0.6,-0.2,-14,-5
207,58,0.12,-0.05,0.3,-1.4,-7,6
-11,-14,-0.1,0.04,0.67,0.6,-5,-7
-707,25,0.02,0.09,1.4,1.6,-4,-2
-108,-29,-0.39,-0.1,0.59,1.5,-14,11
100,-81,-0.24,0.03,0.76,-0.7,-7,0
310,-20,-0.4,0.02,0.64,-0.4,-16,10
-41,9,0.49,0.13,0.61,-0.8,-15,-9
-308,-59,0.21,-0.16,0.78,0.4,-12,9
17,-62,0.16,0.06,1.52,-0.9,-14,4
-34,-2,-0.05,0.19,0.62,0.3,-13,-15
331,-40,0.33,0.11,0.24,0.9,-7,0
-111,-25,0.33,0.07,0.68,-1.8,-13,0
333,-33,0.09,-0.16,0.12,0.5,-5,18
-81,-29,-0.25,-0.06,0.56,-0.4,-6,8
245,21,-0.11,0.19,0.56,0.8,-15,-10
145,17,0.17,0.07,0.47,0.6,-5,-8
-148,41,0.17,0.13,0.67,0.3,-6,-14
128,-14,-0.07,-0.11,0.5,-1.2,-10,15
-202,-12,-0.04,0.26,1.35,0.1,-19,-6
-5,-39,0.1,0.07,0.92,-0.2,-16,6
-224,-15,-0.07,0.03,0.74,1.2,-11,2
-25,-88,-0.17,0.08,0.63,2.5,-10,-5
-75,-29,0.34,0.06,0.59,1.3,-6,-6
-363,60,0.36,0.25,0.93,0.2,-11,-22
-278,-39,-0.44,-0.07,0.74,0.5,-11,7
138,-14,0.01,-0.08,0.35,-1.2,-10,13
81,-32,-0.32,0.26,0.59,-1,-12,-8
-601,28,-0.18,0.05,1.04,1.6,-4,-6
257,7,0.32,0.01,0.48,1.3,-6,-7
22,0,0.26,0.09,0.53,-1.8,-10,-3
-169,5,-0.22,0.09,0.71,1,-8,-12
