0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
556.5825,173.697,17.9488,533.4817,419.4616,532.4372,0.0,230.3284,324.9393,537.8181,244.9227,0.0,22.9732,549.731,549.6276,20.7369,543.7804,138.8126,550.7182,468.0039,406.1217,5.5626,5.4106,3.8381,560.6051,169.5039,270.3383,492.652,368.0194,91.2836,285.8635,280.3391,93802.0906,94007.1257,83150.6676,97911.9647,93367.2474,107699.8926,97451.2259,100909.2607,89273.4769,100823.2765,92173.9347,88469.1567,86533.3445,101928.5852,98861.9499,89874.2028,1516237.4030000002
107.5764,492.7602,566.0,486.6864,434.1188,296.7645,0.0,481.0886,373.6127,310.3271,247.3908,375.2272,93.3466,203.6333,76.1223,566.0,503.0298,288.3,399.1325,351.4521,566.0,310.3174,505.3628,81.9463,498.4969,212.8654,258.0335,566.0,199.8001,87.822,38.8403,316.5424,85528.3771,96560.2135,92129.2904,81082.509,90054.9663,81057.7896,83420.4789,106836.097,91716.9535,96039.4228,82094.2761,82922.2401,88604.0265,101512.8071,100247.4899,100672.9049,1460479.843
184.5477,49.0248,0.0,386.8017,488.1986,7.4569,566.0,45.5609,566.0,0.0,425.4078,566.0,0.0,299.8979,300.4341,278.2987,15.7175,441.4499,381.5399,566.0,271.48900000000003,226.747,539.482,0.0,42.3121,521.1528,45.2825,377.6175,71.7154,213.2379,97.2973,478.26300000000003,98949.7463,84298.9908,90168.2741,88781.9875,98931.9525,92034.0055,97386.3207,97024.5055,106360.1009,85805.3823,100685.9741,96997.6261,88687.1059,91670.22,93531.8552,90610.8212,1501924.869
551.3092,17.0492,540.0209,547.6748,491.111,1.8858,566.0,139.1685,36.4759,272.7907,22.206999999999997,378.74800000000005,270.3362,118.3784,466.3838,83.051,539.8883,243.5519,38.5346,246.4779,191.9319,512.4987,460.2886,293.1444,437.0516,566.0,41.0782,28.1355,384.4828,150.879,115.2531,0.0,95253.864,86616.0807,106118.1233,95555.3334,94475.5501,86924.2118,98555.9898,88521.2767,87234.3854,89053.7132,89533.0822,101206.6527,90703.9029,89421.0136,99987.4393,99682.4408,1498843.06
264.47700000000003,111.9793,0.0,430.9424,476.6531,56.1108,519.2623,45.641999999999996,566.0,0.0,397.5658,552.3289,102.956,318.594,407.9436,211.7486,37.5395,489.6748,379.5968,566.0,221.0588,283.9466,500.6191,33.2175,42.9113,470.1208,61.8784,364.6268,130.0516,270.5415,179.1683,506.6906,99367.6387,81897.8041,90075.8062,90187.3004,97314.44099999999,88541.9465,97428.4677,97769.3054,106764.163,82281.9402,100431.2027,96732.4885,88523.7461,89597.8031,93742.0341,87137.0613,1487793.149
0.0,126.8414,122.7252,0.0,463.7575,2.8651,0.0,183.5524,317.4011,238.6518,541.034,339.3096,556.0106,0.0,566.0,566.0,106.146,566.0,445.8844,566.0,112.01700000000001,178.007,0.0,0.0,3.1876,293.0545,429.0341,559.6399,6.7511,272.5678,271.7144,566.0,94320.4771,89347.8947,90941.2438,86082.2412,100937.8253,89721.6197,95991.0519,97219.3682,101673.2542,93640.2945,97775.906,90565.7872,106419.5029,90188.0071,99701.8153,96665.6902,1521191.979
461.2584,98.9075,119.385,178.3379,10.3983,276.8274,385.1614,256.0003,559.1925,566.0,0.0,482.2707,214.953,497.3317,0.0,182.0778,287.1661,341.9388,168.8704,7.4052,165.6561,333.7767,0.0,280.26099999999997,494.31199999999995,178.0869,365.63599999999997,364.8455,175.9017,0.0,566.0,462.923,99566.436,83087.9342,89647.1577,98754.9963,87516.4058,82074.5807,100350.3773,86879.6912,94652.5223,101346.3161,80026.5012,94940.7122,96019.7848,106056.8036,89670.5887,84915.9127,1475506.721
536.4066,40.2063,540.033,553.0529,546.0079,27.0438,554.2832,160.0551,4.2118,240.0918,16.3958,441.7642,313.3426,101.4296,541.1612,110.5598,531.327,264.5361,26.6912,332.2256,202.7038,549.8963,466.4527,391.4021,464.4636,563.4772,35.8469,30.2681,473.1289,151.8524,142.4239,0.0,94457.5113,91919.8722,105778.2005,99277.9105,96764.3034,83034.4547,98703.4989,89511.1219,86266.0978,86956.8358,92428.2764,99261.995,88413.1994,91800.3318,101290.606,100683.2672,1506547.483
232.5157,566.0,68.9459,566.0,415.796,515.9797,86.7348,17.4038,518.655,384.4792,361.6677,8.4453,222.87400000000002,561.5417,0.0,282.9122,500.8733,181.3283,280.4431,112.2928,233.0106,375.5375,566.0,279.0198,148.7915,499.4198,0.0,152.0985,113.3348,460.2784,566.0,398.6471,84800.5802,95106.1052,86673.3302,106717.4798,92772.2078,98816.4954,86532.4042,83042.2966,86826.0188,87704.6015,105314.39,93281.3324,95439.8284,95431.3495,83489.3253,88902.0949,1470849.84
547.6168,37.0573,566.0,553.818,443.1977,17.4593,558.1481,152.5296,90.1313,238.8831,2.7060000000000004,396.2682,316.6345,106.7275,524.7366,63.8406,546.8085,257.0931,18.0151,303.939,295.3475,542.8243,436.0078,354.6207,419.81199999999995,566.0,80.3852,52.2526,446.9435,191.0111,100.2085,15.3695,95031.8374,88223.2735,106435.5547,100027.5894,94862.4547,86296.0906,96874.674,87127.903,83336.9944,88174.2352,94161.5593,96961.5322,87973.5711,92066.3596,101033.6785,100485.5777,1499072.886
143.9976,310.9663,322.4314,15.6765,235.7517,566.0,221.4247,0.0,424.8088,0.0,432.3903,378.6319,424.474,566.0,86.7151,0.0,0.0,236.1482,90.3766,282.9664,102.6139,529.0504,8.346,89.2056,566.0,514.9386,395.2654,7.0235,468.1893,0.0,19.168,182.5922,92200.0412,94403.1992,94001.4922,87098.5005,85632.4229,95736.1025,95429.7264,86061.2908,89469.3405,90078.2236,97192.10800000001,101872.2909,91930.5405,106339.4732,84477.5547,87264.0309,1479186.3380000002
192.4844,156.1546,216.9907,320.6178,143.4252,566.0,267.0939,34.8303,489.8893,566.0,385.8512,397.8769,415.3819,561.4802,128.1618,461.7049,0.0,566.0,246.9626,91.6082,336.45599999999996,212.7759,130.6858,465.7613,566.0,0.0,411.8727,566.0,209.9864,129.2047,287.7301,491.88199999999995,100910.8362,84649.8666,91812.0223,96834.2479,84927.8415,98713.6027,84888.8431,88494.2604,92525.3507,106199.6943,94754.7088,83372.0651,89258.9314,103991.2727,87346.8582,96156.9712,1484837.3730000001
268.2422,40.0233,521.0939,412.8238,0.0,419.092,1.2162,289.0119,10.1116,566.0,566.0,0.0,566.0,200.0841,279.1762,258.277,351.8964,7.9392,177.4251,566.0,117.8337,291.9832,228.7106,163.8399,566.0,61.9707,0.0,430.7619,461.3974,554.6806,0.0,445.8626,90312.0515,98190.5278,100940.3448,92711.1114,92699.2791,97781.5502,89096.2119,94531.2538,86290.7001,100841.7643,107594.09300000001,87194.8317,97436.6475,88966.9469,100645.1958,91802.7863,1517035.2959999999
0.0,329.9533,455.1377,336.8027,277.1287,0.0,63.7594,547.4534,77.9199,0.0,518.4862,524.0963,134.4837,548.909,67.9979,563.5535,148.0936,189.8264,543.5903,291.1439,566.0,550.6787,227.85299999999998,313.4679,500.5889,59.228,14.157,456.2651,226.6614,108.6778,107.4269,566.0,85330.6707,98885.5645,89433.8055,91889.1349,87235.3551,82870.9638,80541.8358,101094.1392,88769.2284,98058.4345,107635.1879,97332.569,85593.7825,102106.6863,96299.1388,94924.8866,1488001.384
560.7676,556.9599,279.6963,14.618,389.6869,0.0,500.0505,374.8931,228.4922,554.2992,188.06,550.9504,20.3512,0.5770000000000001,555.5395,1.6459,174.5355,566.0,3.6425,437.8302,412.6331,560.0731,303.1494,566.0,260.1372,405.1716,566.0,75.9564,258.6977,107.7884,0.0,0.0,100078.8525,96928.4585,100433.8898,89271.5751,91285.5797,86969.5766,100615.6808,90839.3217,92620.9632,97367.9329,87495.6161,102584.82699999999,90118.2319,94670.0646,107070.8576,99295.9916,1527647.42
96.8091,517.4169,81.3174,58.9045,318.3615,0.0,559.4509,503.223,394.6007,0.0,566.0,153.0449,532.7608,244.8913,461.5484,332.8882,445.5632,251.5263,0.0,131.7293,566.0,566.0,0.0,405.4701,108.9472,405.4254,558.8144,31.2775,172.4353,300.0297,566.0,0.0,89783.7761,96145.6438,93548.6788,91438.5908,87264.7536,89470.1275,106409.0144,97936.0575,96058.7718,87168.5393,97446.7413,91354.1218,100422.5542,90515.2007,90453.2829,104175.0678,1509590.9219999998
309.4017,94.9482,458.35900000000004,0.0,566.0,0.0,111.8902,0.0,106.2649,203.6856,177.6831,335.2987,555.5621,0.0,321.1492,275.9266,482.6074,292.925,60.3165,566.0,33.1447,376.4631,566.0,240.3101,458.9843,372.6391,0.0,0.0,404.403,76.4365,107.51899999999999,372.7077,89385.9887,92864.6729,96331.1119,85166.9237,106847.8502,84506.3631,88871.2956,91448.1275,83641.93,84920.4892,96120.3059,100413.2394,100850.1753,94224.6283,92485.3247,94995.5394,1483073.966
495.7631,55.8164,162.1515,44.0776,532.6011,35.3465,0.0,172.3843,531.3747,524.9622,189.1785,320.7939,566.0,423.7858,80.0609,426.0153,531.7801,442.19199999999995,74.0202,143.8727,0.0,333.5769,28.7956,528.8164,428.3741,139.7668,134.1894,416.1643,281.1316,6.9902,566.0,566.0,96439.1916,87069.9326,96762.5076,86571.2774,106341.653,91315.6679,95872.7423,85562.1796,98391.3953,101459.2022,90987.5169,91877.8415,100138.4308,99886.6744,82373.3018,85310.5432,1496360.0580000002
565.6854,529.1136,565.6854,277.2219,172.4989,197.9726,268.9376,430.2674,421.6919,334.0319,565.6854,430.1611,177.0339,62.3313,302.6881,209.9487,241.9064,372.0845,565.6854,275.3155,371.1157,155.7936,0.0,381.3292,453.9678,221.4275,53.4202,565.6854,463.3587,424.7345,565.6854,335.4882,103146.475,98648.8754,94006.9686,87996.3919,80287.9692,98095.2495,104285.19300000001,90252.4483,88674.98,97849.2134,106090.3231,86142.1386,81721.2837,79445.8447,79885.4368,86114.7675,1462643.5590000001
566.0,0.0,94.0933,178.5776,327.4313,0.0,70.0356,185.1291,566.0,342.8519,383.0387,323.3544,401.0704,403.1757,50.2465,236.6075,435.4633,444.4634,316.1702,0.0,102.7678,169.873,222.6661,566.0,566.0,36.9227,446.93199999999996,347.0032,339.4372,73.1031,508.6807,369.3371,99277.1533,84095.2863,85889.0325,99460.9508,89698.0239,93041.8005,93196.7799,87278.4199,94824.6098,100161.7952,87349.724,89879.0054,98939.3766,101441.7486,80845.9404,80819.4336,1466199.081
128.9674,276.9268,344.3829,233.7531,411.8331,117.243,448.9411,48.4205,361.1074,356.8408,566.0,0.0,480.3444,0.0,0.0,167.4021,426.3257,566.0,566.0,127.5491,405.8743,0.0,122.8459,462.0609,209.7767,269.1904,53.7392,235.9636,172.3225,485.6422,137.7426,327.3447,91456.6977,83535.3811,92846.3162,92466.489,95179.1653,102692.8853,98798.7771,84060.1675,91363.2599,91541.99900000001,106518.3437,87166.868,96842.4184,77520.1814,92716.7833,87310.4537,1472016.187
83.7023,556.9824,0.0,301.8045,306.5927,80.9101,365.7334,20.4666,0.0,371.8386,383.5888,566.0,30.1147,524.6571,416.9147,533.8343,448.6117,555.9625,0.0,7.2351,131.7708,544.3172,435.5683,224.68400000000003,294.512,274.96,566.0,476.625,62.4701,0.0,357.1378,104.3685,86889.5307,93525.0063,99143.6361,100435.8291,96510.035,86307.9311,90247.1678,91886.9327,88856.0819,99627.3557,87163.9417,97825.8909,90793.7343,106927.1896,95857.8451,102246.1516,1514244.26
40.4942,342.1749,425.7291,323.0104,214.9245,31.9321,158.89,470.2264,78.1982,0.0,556.7067,536.8822,43.9615,544.8821,210.8471,419.2178,133.2004,12.2884,387.6757,284.2782,566.0,564.0653,407.2395,293.4568,494.8547,33.0279,0.0,559.9648,289.5849,115.5475,67.8418,510.8933,90832.2519,101050.8906,95932.3968,92940.7449,86755.1046,84271.8634,87544.7568,99721.1797,85938.4721,97933.5021,106617.4366,95319.2742,91068.4607,102305.0595,95273.6819,92114.2243,1505619.3
44.4582,539.6175,526.4436,241.2458,501.6939,45.9642,0.0,367.3155,180.9405,70.2134,566.0,157.2937,317.3337,519.548,422.9038,78.921,462.3009,23.5206,225.1545,140.6979,93.8335,261.0091,52.3878,222.0049,0.0,524.1545,460.6306,521.7794,532.4582,566.0,334.2433,85.6878,87955.3559,106794.5857,100853.584,92026.1727,101611.6224,89294.3537,90647.14300000001,93573.3155,102636.0609,78430.1948,96823.3986,84352.9496,90275.0886,95746.8858,93881.1659,89478.1361,1494380.013
536.5546,11.1264,0.0,407.9769,346.1158,501.86300000000006,212.4607,163.0018,300.4618,519.2767,47.6473,117.6822,0.0736,566.0,501.8103,12.8185,566.0,62.4021,538.7928,487.0564,390.0373,61.8855,0.0,123.4472,566.0,148.5314,103.7211,507.1312,486.7194,112.0408,245.3488,348.2559,97110.4765,91995.3929,79257.3931,94069.3671,98557.317,103255.6448,101953.5026,92926.8563,88688.0514,89923.1469,84914.4964,85772.9174,85345.0718,101805.6236,98264.6608,91749.0229,1485588.9409999999
0.0,566.0,552.2897,206.7628,526.1965,3.2244,4.4496,423.4296,153.1084,26.4567,528.2988,110.6886,319.4697,512.1981,545.2019,22.0101,381.2104,39.4393,217.7685,69.4837,119.8038,298.7489,55.6735,202.0578,51.0068,553.8524,506.0833,478.7445,530.2875,566.0,359.4186,171.9985,89619.4321,106219.1374,99048.4037,95184.2137,103785.1617,91494.729,92984.1571,92866.4329,93440.5994,85218.2682,98387.2154,85241.8702,87668.5733,92946.22,97242.5057,89319.6278,1500666.5469999998
29.6256,411.5304,522.6812,297.0668,214.7564,16.7688,158.8391,561.1182,29.2505,29.6831,566.0,566.0,58.0847,547.2011,243.8709,416.8283,99.9567,12.3141,404.7605,218.4656,566.0,566.0,364.3217,296.7614,453.2559,12.154000000000002,3.2368,566.0,223.7681,167.0357,38.2067,559.5419,91790.1906,101849.9303,96605.1763,92863.7603,88752.6897,87180.647,90003.3595,99261.4516,89496.4666,98029.2858,106464.5126,97448.64199999999,90654.1891,101115.4118,97017.1059,90773.5658,1519306.385
8.1438,405.5747,555.9696,301.0789,217.7691,3.7498,146.9963,557.8259,29.0275,8.8344,563.1433,562.3048,11.8797,528.8274,230.9363,417.2765,85.382,25.0491,403.1174,239.8621,565.9996,559.5797,398.684,300.8124,495.48,11.0395,6.417000000000001,549.6822,242.9166,179.9188,11.915,551.011,91111.4832,101046.5105,97264.4892,92507.4159,87577.6069,85056.7236,91066.9872,99048.5093,88281.7228,98079.61300000001,106798.1653,97597.9125,91694.8395,101027.1564,99325.6726,90190.6698,1517675.4780000001
396.2037,465.8746,420.8955,565.6854,389.9734,210.155,137.3289,184.0933,315.6472,113.1371,554.3494,234.4805,175.4342,34.5013,358.19699999999995,278.3933,262.16700000000003,53.762,218.1267,112.6944,146.4881,0.0,0.0,565.6854,173.993,415.5651,3.8154,565.6854,205.3327,327.7568,509.1169,134.5157,83048.7977,95401.0244,90895.0291,100156.5524,93020.1244,98766.4349,92037.975,80563.3495,76858.0821,90281.3122,107213.84800000001,87008.4286,80229.9422,91395.9461,96482.8732,82249.8467,1445609.5659999999
76.0201,433.8495,264.997,395.2317,284.7599,36.6823,239.7259,566.0,15.6104,0.0,439.5639,368.4719,0.0,374.4533,216.804,518.368,464.4299,229.0218,444.0833,127.0538,566.0,566.0,490.129,287.236,477.3786,121.3913,4.7466,554.8228,236.3695,21.4457,59.986999999999995,473.8825,84350.1735,94978.7952,95194.7642,100384.5521,80820.0575,80101.0705,83801.0781,98980.3629,80481.0195,93649.431,106270.0853,90237.8674,92151.2423,96909.5157,94554.9865,98797.1888,1471662.1909999999
533.3672,566.0,319.3468,22.6437,400.0014,25.374000000000002,546.8174,342.5874,214.7402,515.2491,204.4747,551.4643,19.6718,18.8487,540.7162,19.6465,202.3721,558.6951,0.0,382.9022,432.9458,536.9163,274.8335,566.0,268.8662,449.0138,566.0,95.9895,245.5135,111.8576,0.0,16.4711,101869.7399,95263.1983,100798.3426,89472.4393,90676.9858,85039.99900000001,97384.5712,89206.6446,92713.1492,98964.638,84951.007,101623.9769,89830.2457,94177.8675,106997.3449,98566.286,1517536.436
197.8379,0.0,566.0,539.6203,566.0,458.9913,43.5379,566.0,0.0,0.0,376.8739,298.1232,566.0,0.0,0.0,63.4104,0.0,490.4974,566.0,347.1472,448.1092,21.021,214.1979,174.9007,0.0,114.5758,145.0678,566.0,0.0,416.9729,566.0,309.3027,100172.3871,89430.261,97646.427,99421.1522,96489.1368,99451.6122,90961.5784,100621.8407,97173.1403,93739.2306,96473.8908,90746.4747,106812.3665,91480.397,87882.7972,91383.4517,1529886.144
487.6109,241.2792,160.8572,0.0,540.4704,49.0202,41.7071,186.9732,452.6831,507.0336,203.6712,335.3973,468.2422,239.843,71.9347,344.9002,566.0,453.4749,0.0,158.9696,0.0,403.092,6.1876,557.6647,466.5501,137.0828,343.5591,391.0033,210.0293,147.4653,515.9814,566.0,94137.2498,85276.4479,102161.3849,93392.3453,106138.1472,85371.8038,96219.0191,82353.2769,98487.8414,102991.82199999999,92047.8949,96283.6333,98470.3898,93573.8416,79919.3781,85907.7364,1492732.2119999998
385.0082,360.3282,313.9521,288.5447,0.0,335.4396,189.9177,247.0315,0.0,115.0488,192.4731,553.3605,566.0,162.0139,277.137,473.9,546.2876,336.1757,153.3668,245.8742,289.3759,534.0880000000001,0.0,274.4015,216.5896,146.3683,505.1365,353.0195,566.0,58.1222,362.6654,209.2114,86742.8162,89630.2258,98586.6928,92374.7203,82446.3221,80630.7182,107425.976,78986.258,87310.549,93382.3006,83031.2841,98448.0025,95076.3805,98565.171,80227.0082,103790.3842,1456654.81
0.0,545.4134,509.8018,566.0,192.2053,509.6591,307.6051,7.8778,566.0,256.2264,0.0,566.0,351.7826,17.9856,190.9977,132.5635,408.6727,566.0,489.5604,101.0156,390.5506,336.9264,566.0,64.02199999999999,0.0,0.0,136.4395,193.8046,129.9655,0.0,566.0,253.1699,87751.5584,94857.6564,98950.1271,103030.5604,90533.662,97458.5205,88015.4782,90390.4592,106809.6797,101867.0141,89253.47300000001,99501.6902,92841.5088,98309.0798,84533.4899,90911.037,1515014.995
305.8315,560.7496,160.9308,506.5982,385.5099,531.3207,35.1073,28.7937,566.0,566.0,216.4743,12.9633,4.2026,517.6134,44.3054,6.5505,498.1731,154.1954,294.0826,61.4018,234.1885,385.1815,393.7451,222.5074,1.281,458.0068,6.3979,141.6112,30.8145,566.0,550.4482,470.67400000000004,87781.6901,99131.6033,89812.6993,100218.7456,97032.7652,99526.5705,87981.2768,87574.3267,106912.5314,95370.4497,100839.0483,95210.9998,96615.772,94764.5525,84674.7322,88595.8427,1512043.606
297.0866,465.3477,125.7332,566.0,556.5332,23.1246,255.2128,378.7922,398.3992,85.1336,555.5163,0.0,198.12599999999998,137.4563,19.4155,33.0481,272.8339,517.1571,124.2418,231.6762,308.2214,330.5616,74.1822,102.4655,499.3305,566.0,130.1453,82.3064,56.1826,253.1431,137.7692,235.1706,87983.6714,93544.8363,86091.3085,99826.5599,95906.5928,83252.6815,95185.3918,99915.5243,86087.8312,89836.1751,106036.3969,91153.7966,93746.2588,82403.1779,80526.8403,81292.1124,1452789.156
140.9937,119.0482,0.0,566.0,0.0,257.9906,553.9592,291.9309,0.0,566.0,566.0,566.0,566.0,124.339,318.1634,0.0,277.7035,566.0,470.7676,515.4446,318.4992,345.6932,415.3551,566.0,0.0,103.5271,566.0,301.7545,0.0,0.0,0.0,139.7942,92322.8778,83930.1168,86972.4644,97078.0604,86627.3919,90663.7026,98936.7158,88337.6986,94611.8668,102643.8127,91200.5767,100977.7763,106476.272,97915.5427,101077.6499,95688.9335,1515461.459
493.7867,566.0,132.7356,566.0,63.0427,566.0,447.9522,566.0,566.0,0.0,0.0,345.3567,566.0,515.4843,491.7994,256.1257,134.6319,392.3143,432.2532,327.7199,566.0,139.1209,566.0,566.0,242.0246,566.0,0.0,456.2698,0.0,297.7271,400.6479,566.0,96292.229,93705.0859,88419.39199999999,95441.3587,83603.7207,102613.9344,88066.0995,96352.2505,98730.4838,81171.6439,101398.4021,88599.7541,106271.162,87797.2478,85372.2244,87224.5232,1481059.5119999999
523.1622,377.6959,12.9918,91.1012,483.1574,546.9913,68.9097,175.7403,149.9731,272.4279,552.0291,44.6869,549.2772,389.1071,297.2668,49.1713,253.0287,0.0,520.8585,434.6555,458.4241,537.456,141.7634,64.7253,509.9887,388.6376,106.6203,18.2551,9.3217,177.9606,503.4096,281.3806,97899.4949,100587.3881,82388.6575,85905.0082,97923.6313,94806.5315,89829.0434,93885.3603,82359.2996,93440.5571,101647.4946,95690.9519,106379.0747,93680.0837,86791.5942,91020.5265,1494234.697
34.4644,34.0711,566.0,211.6217,2.2704,506.5774,144.6053,75.05,165.9951,364.522,566.0,346.5488,0.0,0.0,511.5383,413.2323,261.961,566.0,0.0,524.2673,174.8379,113.152,450.2909,299.6658,395.6298,247.8265,324.5464,0.0,110.6991,0.0,45.2317,566.0,85426.1857,88105.8034,107038.4156,88404.7984,91023.6731,98273.6893,87768.8573,86408.8775,91687.8307,96654.5805,99276.8253,98438.2,95076.9801,98825.729,96510.7473,95227.0495,1504148.243
566.0,504.9381,168.0261,356.7602,75.6117,505.5193,25.2018,356.0028,512.1069,443.0175,0.0,296.0086,383.1021,254.3875,566.0,492.4179,31.8527,365.0941,543.5551,0.0,437.3604,566.0,470.9167,566.0,150.0884,0.0,33.4513,361.5367,272.3872,441.3659,178.0,282.5845,104282.7405,94439.7521,84134.6752,96053.0732,87742.7889,96271.3859,79253.2896,88224.3642,91928.7719,101659.1127,96559.11300000001,88786.5847,88288.0544,91922.0021,96380.59599999999,97557.1812,1483483.486
563.7594,566.0,335.5485,36.7529,341.2895,91.9341,510.7635,504.57099999999997,151.3768,546.6192,341.9109,279.3806,0.0,107.9387,541.3956,177.6939,76.5299,503.0244,45.6338,555.899,542.7861,566.0,154.4976,559.347,183.1044,212.5064,454.4653,201.9009,171.6697,0.0,0.0,70.6896,101015.3994,98127.5041,96975.9629,82570.0826,88298.7105,84982.886,98138.311,89722.5979,86421.6144,95473.7213,93294.0346,87323.2055,87172.5604,97378.946,108000.6176,89089.3413,1483985.496
