-117.25,34.15,22,7935,1976,4523,1791,2.1465,88800
-121.21,37.81,18,2404,498,1531,506,2.995,124300
-122.12,37.99,33,1660,277,741,261,4.675,225400
-117.73,34.12,26,6459,894,2487,885,6.2089,261800
-120.44,37.31,21,6911,1341,3967,1297,3.0515,95200
-117.26,32.95,34,1651,273,650,271,5.6582,500001
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900
-117.17,34.28,13,4867,718,780,250,7.1997,253800
-121.31,37.94,41,375,108,323,98,1.9531,45000
-117.66,34.07,36,2072,408,964,395,2.8702,137000
-118.4,33.99,36,1280,240,704,217,5.9632,328100
-117.14,32.79,31,984,161,422,158,5.282,183000
-118.42,34.06,40,2933,565,1077,536,6.1527,500001
-117.59,33.66,3,1206,256,563,287,5.1589,167800
-118.11,34.12,52,2954,371,1152,347,11.5609,500001
-122.85,38.37,16,1762,293,810,297,4.4437,305000
-121.42,38.5,24,7740,1539,4333,1397,3.025,87900
-118.04,33.99,36,3531,754,1613,697,3.2359,198600
-121.99,37.82,22,1248,271,579,269,3.375,200000
-118.38,33.85,28,4430,928,2131,885,4.9384,378100
-116.93,33.74,15,3757,666,1693,654,3.6806,112800
-121.93,37.93,16,2169,262,877,245,6.6049,312600
-121.46,38.57,52,893,159,367,160,3.2386,213200
-118.19,33.94,45,1403,315,1111,311,3.3846,168100
-122.41,37.75,52,2515,576,1209,540,3.5912,284900
-122.51,37.76,40,2320,562,1499,521,3.2792,260800
-118.29,34.25,8,5568,1514,3565,1374,3.0795,161500
-122.08,37.88,24,2059,462,410,294,2.3971,99400
-118.03,33.94,34,1748,386,917,378,3.4792,169000
-122.25,37.83,35,1613,428,675,422,3.4722,243100
-120.86,37.76,32,964,198,623,201,3.0917,88900
-121.3,38.01,29,2289,449,1215,435,3.2788,100000
-121.74,38.55,34,2299,579,1300,536,1.6435,148500
-118.31,33.83,27,2880,802,2083,727,2.9619,223400
-118.31,33.73,33,2265,366,986,388,5.4533,409800
-122.23,37.46,33,2643,464,1015,427,4.2232,363700
-118.07,34.01,38,2245,444,1540,419,3.7986,171000
-121.82,39.73,33,2242,517,1160,449,1.7426,60300
-118.13,33.76,46,2834,673,1175,670,4.7875,363800
-122.22,38.09,47,2161,440,966,360,2.2734,88700
-121.81,37.97,8,1584,236,615,202,6.4753,166800
-117.13,32.75,20,2271,602,992,520,2.2599,157600
-118.5,34.24,34,2634,412,1114,423,5.9401,315300
-117.2,32.78,38,2662,498,1132,496,4.0057,241600
-121.96,38.54,6,1485,318,894,308,3.2222,139600
-118.05,34.05,36,1084,202,920,199,3.7279,162200
-117.06,33.14,27,3819,674,2447,717,3.8185,137200
-120.43,38.25,13,763,161,311,125,2.4583,112500
-121.94,38.27,35,10869,2226,9879,2152,2.5681,81300
-118.98,38.03,15,991,277,419,170,3.5469,82500
-118.3,34.19,52,1704,277,746,262,4.7986,326100
-118.32,33.91,35,881,159,605,170,3.6654,184500
-122.26,37.5,52,878,186,393,186,3.7045,360500
-122.44,37.77,52,5604,1268,2023,1196,4.4085,400000
-122.12,40.14,34,1950,407,1029,376,2.5197,82300
-118.9,34.3,13,5591,1013,3188,971,5.5925,208600
-117.72,34.1,32,3241,895,1592,810,2.4952,181800
-122.43,37.71,35,2878,564,1633,528,4.5,266900
-117.65,34.1,30,1461,341,1014,345,2.4667,106000
-118.31,33.99,45,1489,339,791,316,2.2339,104800
-118.25,33.96,42,1326,295,918,258,2.3864,98800
-121.85,36.6,41,3138,717,1890,642,2.4864,140400
-118.38,34.05,35,3517,879,1632,784,3.0956,500001
-117.88,33.9,15,1705,478,759,479,3.5333,114400
-122.27,37.54,15,2126,310,905,306,8.9083,500001
-119.18,34.21,46,2062,484,1522,469,3.087,213900
-117.8,34.02,23,3351,591,1535,522,5.0869,230600
-118.32,33.98,49,1412,333,901,328,1.7067,118600
-122.24,40.17,51,2378,584,1083,494,1.577,51900
-118.85,34.2,28,2040,297,848,280,6.7612,323700
-117.95,33.87,22,1432,335,746,296,2.0227,55000
-118.65,34.19,27,2772,511,1346,497,5.2016,243000
-117.67,34.06,26,1592,429,1182,365,2.4583,110400
-118.09,34.11,45,1883,275,764,289,6.5078,414800
-117.9,33.61,44,1469,312,507,266,3.4937,500001
-119.74,36.73,42,1236,272,946,261,2.0536,50000
-117.02,33.95,5,1822,367,798,313,2.8783,105200
-118.34,34.17,46,1718,344,756,343,3.2125,247000
-118.14,34.03,44,2003,390,1291,392,4.0625,201100
-120.11,36.96,17,3344,570,1624,536,3.8952,95300
-122.98,38.44,29,4450,939,1328,590,3.1,162100
-123.23,39.77,25,2075,435,991,377,1.2281,60300
-118.26,33.91,33,954,241,655,218,2.5882,92800
-118.47,34.05,22,5215,1193,2048,1121,4.7009,500001
-122.63,38.95,11,686,127,246,86,1.7083,77300
-117.3,34.18,28,2685,425,1304,420,4.3676,111100
-117.93,34.57,5,5613,1060,3569,999,3.1946,132700
-120.47,37.32,15,3952,984,2024,1026,2.558,121600
-118.2,33.93,41,857,201,934,227,2.6339,145700
-121.62,39.16,7,4480,776,2271,767,3.809,110700
-118.39,34.22,35,1790,334,1277,345,5.0818,186800
-117.97,34.09,31,2779,639,2259,670,3.4032,143400
-119.46,35.14,30,2943,697,1565,584,2.5313,45800
-118.29,34.03,29,3544,1384,3323,1213,1.0219,258300
-121.84,37.34,27,2512,526,3033,526,4.25,162900
-121.96,37.52,26,4211,741,2352,734,5.2396,223900
-122.26,37.77,52,1848,479,921,477,2.875,234000
-122.27,37.84,52,1503,298,690,275,2.6033,162900
-121.91,37.31,46,3052,587,1373,590,4.7287,340000
-122.89,38.38,16,2017,369,931,336,5.7664,267500
-117.05,32.81,17,1885,292,771,301,5.6402,228600
-117.24,33.19,19,1569,351,1035,352,2.9191,159400
-121.28,37.93,23,1491,346,1223,343,2.1591,67800
-122.47,37.75,46,3238,544,1293,470,6.1592,381700
-121.36,38.61,37,2191,394,951,362,3.8882,159500
-120.57,38.2,13,4110,847,1796,706,2.6417,122300
-118.07,34.58,34,3416,601,1929,567,4.0147,107400
-122.61,38.24,18,2933,481,1279,443,5.0849,188500
-117.05,32.72,35,3669,617,1694,585,3.9485,133900
-124.14,40.72,18,2581,499,1375,503,2.8446,100500
-118.48,34.23,35,1963,310,919,297,4.7583,258600
-121.27,38.13,52,1081,257,437,225,2.1979,114100
-118.03,33.79,26,5321,889,2932,896,5.8914,237600
-117.88,33.7,18,2135,373,1464,405,5.4836,225800
-118.6,37.39,19,2682,518,1134,399,3.2132,166000
-121.5,38.59,43,88,21,119,19,1.725,67500
-118.43,34.18,31,2417,510,1102,507,3.8906,282200
-118.08,34.16,42,3490,665,1713,620,4.5461,242400
-117.98,35.13,5,4849,920,2504,847,3.5391,81900
-117.69,34.05,10,1875,366,1055,363,4.3264,128900
-121.11,38.91,24,2558,423,1149,403,4.0679,190500
-122.82,38.53,27,1823,360,907,317,3.276,172900
-117.08,32.59,8,2888,662,2441,683,2.7048,153000
-122.28,37.86,49,2932,668,1361,608,1.9798,147400
-118.32,33.99,49,1407,269,889,283,1.9779,114200
-121.46,38.54,39,1453,324,843,281,1.7692,63900
-122.45,37.73,52,2510,438,1153,407,5.1238,335100
-117.96,34.02,33,349,124,460,83,2.375,133300
-117.99,33.83,35,1484,252,916,248,5.2657,191400
-118.1,33.96,38,1657,335,1195,309,4.1711,160100
-122.23,37.47,39,5264,1259,3057,1265,3.623,276600
-117.6,33.42,23,2482,461,1048,425,4.665,280600
-119.01,36.08,31,1620,366,1154,348,1.8857,55500
-115.64,32.75,19,377,69,198,55,1.625,112500
-117.08,32.93,5,14944,2490,6600,2407,6.0857,308300
-119.08,35.34,15,1474,235,768,238,4.1528,130100
-118.46,34.05,21,3639,1002,1489,983,4.6197,387500
-119.56,36.08,37,766,189,639,190,1.6607,42100
-117.99,34.05,35,1792,317,1441,306,3.7917,151100
-116.31,33.67,11,4686,851,2466,731,3.3333,91800
-117.92,33.79,26,2737,614,1877,606,2.8622,184300
-120.98,37.64,39,2617,659,2052,642,1.6952,65000
-116.38,34.2,14,4985,1238,2517,954,2.0674,65000
-118.41,34.02,16,5825,1866,3390,1752,3.0965,320000
-119.78,36.75,49,1175,307,982,278,1.2937,52000
-117.96,33.83,29,1194,176,474,170,6.1001,298900
-122.31,37.56,36,1727,340,952,337,4.7917,316000
-124.11,40.57,33,1348,234,573,236,2.4896,74100
-118.3,34.09,32,2202,674,2178,635,2.0307,226700
-118.35,34.18,46,1840,379,866,360,3.3056,230400
-118.23,34.15,26,1649,522,1332,483,3.1004,257100
-121.3,38.74,41,4374,1039,2387,959,2.3611,87900
-118.52,34.21,36,1328,287,823,273,4.5648,193700
-118.36,33.96,17,3431,934,2365,810,3.0393,129200
-117.23,34.49,9,4055,536,1458,478,5.4201,170600
-121,37.26,45,1750,371,847,354,1.7062,77400
-121.33,37.98,36,3113,576,1746,544,3.4625,84600
-117.97,33.84,18,1063,209,462,223,2.8348,219000
-117.83,33.82,23,1100,285,940,267,3.6953,150000
-122.74,38.44,17,2287,497,1240,493,3.5845,164300
-122.06,38.25,36,1818,323,953,298,3.3153,99000
-122.32,38.32,19,2922,417,1221,442,5.8002,238700
-118.33,33.86,38,914,176,519,174,6.0335,255400
-124.23,40.81,52,1112,209,544,172,3.3462,50800
-122.73,38.37,40,1389,309,841,288,3.1094,183300
-118.39,33.89,38,1851,332,750,314,7.3356,422700
-122.1,37.4,23,1755,508,1374,506,4.3077,293500
-118.36,33.96,26,3543,1055,2742,951,2.5504,151300
-118.73,34.29,11,5451,736,2526,752,7.355,343900
-118.43,34.02,38,2172,437,830,368,3.9091,500001
-122.57,37.99,45,2404,425,926,400,4.9674,320100
-122.62,37.85,30,833,164,358,143,6.8198,493800
-118.16,34.18,44,1870,389,1345,391,1.8932,136100
-117.1,32.57,14,5058,1299,3662,1193,2.3253,133700
-118.31,34.26,36,1882,453,1005,409,3.8,217100
-118.34,34.06,52,1311,310,707,290,3.4812,432800
-117.25,34.11,32,2910,641,2011,614,2.7473,70800
-117.13,32.72,32,2197,623,1784,599,1.901,120300
-117.68,33.49,17,2232,372,1072,385,4.245,214500
-121.88,36.98,21,4117,752,2001,763,4.8953,289500
-117.22,32.83,34,2936,597,1512,571,3.7841,176900
-122.14,37.42,46,206,44,134,51,4.15,265000
-118,33.94,37,903,158,444,158,3.75,174400
-117.93,33.86,35,1216,225,893,228,4.0288,184000
-121.23,39.27,11,1265,224,573,205,3.3603,162500
-120.35,36.16,18,1519,296,846,272,2.7792,85300
-122.53,37.91,37,2524,398,999,417,7.9892,500001
-117.25,33.3,14,2513,351,1151,357,6.3054,359000
-121.6,37.13,14,9483,1361,4108,1281,7.5,344500
-117.99,33.67,12,2228,479,1122,488,4.0385,350000
-118.16,34.09,33,1515,415,1345,346,2.375,175000
-118.19,33.8,41,2125,591,1604,555,2.9943,190600
-121.98,37.29,31,2750,664,1459,660,3.2287,264900
-117.84,34.04,4,9959,1544,4904,1429,6.9754,402500
-122.91,39.05,20,1128,229,621,210,3.2216,93500
-122.42,37.75,52,2164,533,1122,469,3.2632,306000
-118.66,34.43,9,2356,469,1556,386,3.775,155000
-121.94,36.99,11,4571,924,2004,847,4.2898,221700
-118.25,33.98,37,1045,361,1666,337,1.7929,97200
-117.37,34.59,39,8193,1747,6852,1597,2.3832,35000
-122.14,38.02,44,1625,432,825,385,2.0523,133900
-118.04,33.81,22,4057,624,2204,643,5.8527,241000
-121.2,37.8,37,311,61,171,54,4.0972,101800
-122.68,38.44,29,2796,588,1346,562,2.9107,169700
-122.5,37.92,30,2270,359,974,351,5.5926,300900
-118.54,34.22,34,2193,513,1299,497,3.6187,211600
-118.22,33.98,32,2643,737,2784,711,2.5352,184400
-117.14,32.71,52,800,313,1337,282,1.5594,87500
-119.88,36.83,2,4055,735,1730,654,4.2132,96500
-118.47,34.05,27,4401,1033,1725,962,4.175,500001
-118.21,34.12,52,1301,389,1189,361,2.5139,190000
-118.51,34.27,34,3787,771,1966,738,4.055,222500
-121.64,39.15,15,2659,396,1159,407,5.234,124900
-118.14,34.7,12,1984,614,1071,574,1.2532,102100
-118.29,34.17,17,3852,1066,2986,993,2.3482,255400
-118.32,33.93,37,2379,462,1327,445,4.25,172100
-118.26,33.94,44,1103,265,760,247,1.6887,99600
-116.99,32.72,15,825,130,334,131,4.0391,169500
-117.19,32.77,14,3575,992,1645,839,2.4397,140600
-122.37,40.58,25,2054,495,835,475,2.1538,76900
-122,38.38,16,2509,366,1043,339,6.0704,173400
-117.97,33.71,26,2553,405,1337,411,5.3737,252900
-118.01,33.83,23,1086,268,825,250,2.4609,219600
-117.92,33.79,35,1785,288,1033,297,4.5739,190500
-118.25,34.15,13,1107,479,616,443,0.8185,187500
-121.36,38.67,17,2770,684,1471,624,2.3683,82500
-121.81,37.37,26,2987,539,1931,518,5.1099,213100
-122.21,37.83,40,4991,674,1616,654,7.5544,411500
-115.48,32.68,15,3414,666,2097,622,2.3319,91200
-121.95,37.31,27,4140,969,2135,893,3.6292,264600
-117.93,33.83,32,1792,411,1131,381,2.4942,186300
-121.3,38.67,23,2145,340,1022,349,4.2037,125400
-122.3,38.29,20,1789,434,1113,398,2.4728,139700
-122.46,37.78,52,2632,542,1364,544,3.4605,441700
-117.89,33.85,18,2036,414,1292,380,3.875,273000
-122.21,37.84,44,3424,597,1358,597,6.0194,292300
-117.94,33.78,34,2627,468,1409,450,4.7731,199200
-122.02,37.97,36,2342,436,1191,416,4,171000
-122.49,37.67,35,5275,903,2892,842,4.6771,266400
-117.87,33.79,25,2546,545,1543,521,4.192,219900
-121.03,39.21,28,2843,535,1310,525,3.2337,123100
-122.64,41.95,18,1867,424,802,314,1.8242,53500
-118.45,34.27,35,1579,300,1012,265,5.1296,195900
-118.05,34.08,34,572,154,752,182,2.0433,138800
-122.07,37.36,28,4612,608,1686,567,10.0346,500001
-117.65,34.09,33,2446,396,1209,412,4.3958,145600
-118.03,34.07,37,1091,269,905,242,3.1042,152000
-122.34,37.98,33,2014,410,1354,427,3.9773,131300
-117.14,32.75,19,1358,613,766,630,1.0353,150000
-118.11,33.84,36,1756,297,798,287,5.5581,218300
-117.15,32.72,51,1321,550,781,499,1.3071,250000
-118.15,34.16,52,1925,597,2258,594,1.6921,162500
-117.11,32.78,16,2220,512,930,527,3.6528,133200
-122.04,36.98,33,797,125,385,133,6.7974,367600
-118,33.84,29,2641,637,2413,619,2.8169,165100
-122.4,37.68,41,2267,486,1045,459,4.1146,272200
-116.96,33.62,8,1003,167,388,140,4.2917,221900
-122.4,40.58,43,1455,300,747,279,2.7857,104200
-122.42,40.44,16,994,185,495,181,2.1875,76400
-117.38,34,45,2881,514,1470,515,3.3687,123800
-121.07,38.9,52,1280,281,523,266,1.7375,122200
-120.43,35.17,16,947,163,477,137,3.851,315000
-121.49,38.55,52,2515,460,836,442,3.3844,151100
-122.47,37.95,16,3769,839,1986,815,3.9712,187500
-117.01,32.75,26,4038,706,2065,687,3.9545,178100
-121.87,37.22,17,2825,365,1052,345,8.0595,485000
-118.5,33.97,52,709,329,388,313,2.2643,350000
-118.18,33.78,20,1852,556,1712,556,1.4565,152500
-117.71,34.06,27,2127,628,1970,534,1.4722,91300
-120.72,35.63,31,3476,644,1476,567,3.3472,195200
-119.03,35.34,36,3474,645,1679,616,2.7256,71900
-117.92,33.67,14,6224,1679,3148,1589,4.2071,430900
-122.23,37.88,41,880,129,322,126,8.3252,452600
-119.18,36.4,39,1730,310,899,309,2.6648,129200
-121.77,38.01,13,2983,534,1417,510,3.9861,168100
-124.1,40.5,30,1927,393,996,374,2.2357,72300
-118.43,33.83,19,6206,1611,2455,1472,5.145,420200
-118.41,34.29,32,1591,320,1818,306,4.2969,145800
-117.35,33.16,10,1684,515,902,449,3.7891,206300
-122.18,37.73,44,548,119,435,136,2.1111,79700
-122.1,37.64,28,1784,311,735,278,4.6635,206700
-122.21,37.8,48,1321,263,506,252,4.0977,229700
-121.45,39.26,15,2319,416,1047,385,3.125,115600
-118.6,34.21,21,9512,2560,7282,2387,2.8039,227500
-118.39,33.96,45,1436,374,662,292,3.625,329400
-116.66,33.09,24,1378,272,532,188,1.5909,221900
-118.14,33.84,36,3002,484,1322,471,4.933,228900
-117.14,32.75,29,1961,565,1002,569,2.2813,118100
-117.81,33.73,19,4022,975,2334,954,3.0305,140600
-122.05,37.34,31,1443,215,627,222,6.6087,416500
-117.32,33.25,7,8206,1523,4399,1423,3.6301,170900
-121.92,37.96,14,5332,884,2093,839,5.2798,237400
-117,32.76,31,1989,280,805,301,6.5645,189100
-119.01,35.38,52,114,26,158,26,1.075,67500
-118.01,34.14,20,3350,831,1816,744,2.8352,161700
-118.31,34.06,52,2124,756,1920,756,2.1435,328900
-117.02,32.71,30,3187,592,2082,631,3.5388,118500
-117.8,33.9,22,3760,482,1485,461,7.8537,354900
-122.68,38.43,18,2723,529,1150,520,3.5885,191900
-120.99,37.8,32,2564,513,1198,459,2.9083,113400
-122.71,38.46,23,3220,603,1299,591,3.9261,213300
-121.44,38.58,42,2334,435,892,446,3.0208,148800
-116.42,33.79,12,7095,1260,1179,570,4.9444,285000
-117.7,34.09,25,1719,331,1098,324,3.625,121800
-117.23,32.87,11,3123,740,1223,634,5.417,196800
-118.15,33.95,31,1053,230,686,211,4,263200
-117.91,33.83,37,1039,260,719,243,3.0288,161400
-121.25,38.69,24,1014,185,606,194,4.1607,112800
-117.19,33.14,12,3652,923,1677,728,2.3267,92000
-117.02,32.81,27,1950,317,950,320,4.0656,164000
-118.45,34.16,22,4982,1358,2237,1220,3.7105,272600
-118.61,35.47,13,2267,601,756,276,2.5474,78400
-121.14,38.92,16,2069,312,889,299,4.6771,212000
-118.29,33.94,47,1782,338,1003,329,2.5398,105700
-117.14,32.74,47,1494,327,689,304,3.125,172700
-121.42,37.71,7,8297,1433,4189,1271,4.3696,170700
-119.77,36.44,26,1727,289,802,259,3.2083,75000
-118.51,34.23,36,3324,448,1190,423,7.2772,477200
-122.5,37.51,11,749,137,355,124,8.2364,371800
-118.25,33.92,46,723,154,411,165,2.0893,96500
-118.06,33.78,22,4048,562,1637,541,7.3463,355600
-116.95,32.73,17,1635,272,960,279,5.2671,157100
-118.25,33.9,36,1135,231,614,227,2.5521,113100
-117.93,33.87,45,1006,230,1237,237,3.3472,168000
-118.17,34.18,38,1280,231,828,237,4.375,166700
-118.35,34.04,49,1104,266,668,297,3.0856,151600
-121.45,38.65,5,2680,502,1885,498,2.6369,110000
-119.12,36.19,21,2645,464,1245,407,2.9145,114200
-118.53,34.23,27,2131,543,1065,528,3.2404,230400
-118.18,33.88,44,1308,267,783,237,4.7361,167700
-121.74,36.92,29,1210,281,863,262,3.1062,156000
-122.25,37.87,52,1204,460,2016,477,0.949,350000
-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300
-121.01,37.72,23,1373,264,677,245,2.5486,161100
-118.25,33.93,42,763,191,754,174,2.0486,101800
-118.32,34.26,24,5106,1010,2310,957,4.4375,191500
-118.28,33.99,46,1211,321,1153,282,1.7849,99300
-121.45,38.62,37,1534,315,1147,322,2.5643,59800
-121.89,37.35,44,1668,380,1143,365,3.2083,181900
-118.34,34,49,2863,411,1108,406,5.8993,313300
-118.08,33.91,18,1573,396,1200,365,2.895,146900
-117.72,33.43,5,1889,359,616,246,3.8992,500001
-121.38,38.67,37,2176,460,1067,357,2.3958,78400
-115.53,32.99,25,2578,634,2082,565,1.7159,62200
-118.28,33.73,52,2085,588,1767,516,2.1935,243200
-122.49,37.7,36,1946,340,828,313,5.2811,287700
-118.15,33.96,33,1471,451,2272,482,2.5385,160900
-118.34,34.01,35,1359,359,655,341,2.5568,312500
-118.36,34.03,35,1819,499,1666,482,1.6452,125900
-117.92,33.65,25,1679,470,1314,473,4.1026,211500
-118.95,35.38,30,2594,478,1419,480,3.725,83100
-118.16,33.77,49,3382,787,1314,756,3.8125,382100
-121.04,39.22,14,1889,471,853,399,2.25,112500
-117.92,34.08,36,1285,228,679,231,3.8705,191900
-118.37,34.08,52,1234,223,543,213,6.0338,423700
-121.81,38,37,2724,579,1400,540,2.905,97300
-117.93,33.85,25,1026,288,1646,283,4.2019,163900
-122.64,38.23,52,1075,249,519,210,3.0769,230900
-117.94,33.8,23,2757,734,1811,707,2.8,214300
-122.18,37.75,46,941,218,621,195,1.325,87100
-117.79,33.77,23,3596,451,1292,458,8.5403,451300
-118.27,34.1,51,3149,519,1082,510,6.4459,421600
-123.1,39.15,32,1143,208,454,188,3.8333,116100
-120.94,37.66,17,1147,140,327,136,6.8654,290500
-122.31,37.54,49,1340,281,660,284,4.163,393800
-119.24,35.77,28,1737,521,1764,514,1.7813,67800
-122.39,37.72,45,2893,570,1923,535,3.6607,192300
-118.4,34.19,37,934,231,587,230,3.625,181300
-118.14,33.76,50,2960,761,1179,718,3.5214,398100
