0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.0,0.0,1060.0,113.0,53.0,0.2,0.2,180834.0,19367.0,3.19,3.59,3.59,0.0,3.59,1.0,1.0,17.37,41.92,1.0,224.0,1011219.0,96.0
35.0,51.0,4033.0,193.0,155.0,0.2,0.2,53695.0,33261.0,0.0,0.0,0.0,0.0,0.0,10.02,17.84,15.83,83.17,1.5,1038.0,1081435.0,89.0
7.0,1.0,1030.0,100.0,37.0,4.0,4.0,112364.0,17402.0,0.0,0.0,0.0,0.0,0.0,5.6,7.2,259.4,313.0,2.2,8514.0,1834352.0,85.0
46.0,57.0,2290.0,270.0,180.0,2.6,4.8,399432.0,25519.0,2.2,2.4,3.2,1.4,7.6,5.2,6.0,156.2,280.8,1.0,236.0,1100771.0,85.0
1.0,0.0,1132.0,32.0,30.0,0.2,0.2,5381.0,22916.0,1.4,1.4,1.4,0.0,0.0,0.6,0.8,16.6,18.8,3.2,172.0,1714160.0,96.0
13.0,4.0,2000.0,116.0,70.0,2.0,9.6,113026.0,51436.0,0.0,0.0,0.0,0.0,0.0,9.2,10.6,131.4,187.0,1.0,628.0,1040571.0,86.0
3.0,2.0,325.0,28.0,34.0,0.2,0.2,93859.0,27823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7728.0,1871744.0,96.0
4.0,1.0,5063.0,288.0,240.0,0.8,0.8,94981.0,52687.0,0.0,0.0,0.0,0.0,0.0,1.6,1.8,62.67,105.19,2.6,2849.0,1443738.0,87.0
5.0,5.0,2175.0,83.0,77.0,0.6,0.6,17319.0,29789.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,42.6,62.6,1.5,425.0,988923.0,94.0
4.0,3.0,2731.0,127.0,90.0,1.0,3.4,54912.0,81047.0,0.0,0.0,0.0,0.0,0.0,17.6,18.0,70.4,200.6,1.4,426.0,1023250.0,87.0
3.0,0.0,2229.0,213.0,112.0,1.6,3.0,577518.0,102843.0,2.4,9.0,26.2,58.0,2.0,3.0,3.4,149.0,185.4,4.8,244.0,1526406.0,88.0
14.0,1.0,7065.0,465.0,380.0,8.4,5.4,224372.0,83658.0,2.4,4.0,17.4,41.0,1.6,3.2,4.6,395.0,624.4,6.2,236.0,1512261.0,68.0
35.0,31.0,4232.0,320.0,187.0,1.8,2.4,176180.0,143770.0,0.0,0.0,0.0,0.0,0.2,4.8,8.6,111.2,295.6,5.6,1455.0,1314174.0,82.0
36.0,44.0,3028.0,350.0,336.0,2.4,7.2,239705.0,224320.0,0.4,0.4,0.4,0.0,0.4,12.4,19.8,122.8,233.6,3.8,498.0,1095611.0,82.0
78.0,94.0,3863.0,148.0,123.0,11.22,32.26,74522.0,27955.0,0.0,0.0,0.0,0.0,0.0,4.41,7.41,368.74,733.47,1.3,530.0,1095466.0,66.0
50.0,59.0,678.0,54.0,96.0,0.4,0.2,54423.0,111830.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,20.2,22.6,1.0,495.0,1065461.0,94.0
86.0,106.0,2765.0,294.0,132.0,2.2,3.2,813180.0,55605.0,0.0,0.0,0.0,0.0,0.2,36.0,38.2,184.2,329.8,1.8,822.0,1050037.0,84.0
25.0,34.0,159.0,16.0,16.0,0.2,0.2,948.0,2479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,2.0,9844.0,1869696.0,98.0
2.0,0.0,1177.0,136.0,61.0,0.2,0.2,124566.0,69960.0,0.0,0.0,0.0,0.0,0.0,2.81,3.61,16.03,41.68,1.0,711.0,1063202.0,96.0
4.0,3.0,2051.0,176.0,124.0,0.8,1.0,68340.0,50092.0,0.0,0.0,0.0,0.0,0.2,0.6,0.6,64.13,94.59,1.3,1205.0,1051819.0,91.0
21.0,4.0,6398.0,247.0,179.0,2.2,6.6,181309.0,55825.0,0.0,0.0,0.0,0.0,0.2,13.6,18.8,148.0,306.0,4.0,635.0,1529202.0,80.0
11.0,8.0,1884.0,147.0,94.0,0.4,0.4,118121.0,53108.0,0.0,0.0,0.0,0.0,0.0,13.03,17.43,30.86,92.18,1.3,1104.0,1089499.0,88.0
2.0,0.0,2494.0,198.0,148.0,0.2,0.2,41957.0,31916.0,1.6,1.8,1.8,0.0,0.2,4.19,7.19,24.55,59.68,3.0,247.0,1084270.0,93.0
20.0,29.0,2296.0,358.0,102.0,0.2,0.2,239803.0,234741.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,18.2,3.6,613.0,1742194.0,92.0
4.0,3.0,1900.0,172.0,82.0,0.4,0.4,357236.0,21458.0,2.2,4.4,9.6,13.6,13.6,4.8,4.8,37.0,83.0,1.6,177.0,1085061.0,91.0
0.0,0.0,241.0,25.0,38.0,0.2,0.2,15975.0,105114.0,11.6,22.8,19.6,10.8,0.0,3.0,5.0,15.4,21.4,2.0,155.0,1741774.0,92.0
1.0,0.0,4083.0,143.0,150.0,0.2,0.2,10507.0,4600.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,21.8,22.6,2.0,754.0,1448346.0,89.0
27.0,38.0,1292.0,67.0,46.0,0.2,0.2,2864.0,18973.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,15.63,31.86,1.2,1153.0,1748641.0,96.0
14.0,3.0,3542.0,360.0,259.0,3.4,1.2,458811.0,147720.0,10.8,19.0,22.2,16.4,1.4,11.0,11.4,173.8,342.0,2.0,225.0,1077714.0,81.0
4.0,0.0,2631.0,223.0,106.0,0.8,0.8,114906.0,25591.0,0.0,0.0,0.0,0.0,0.0,2.4,2.81,46.49,92.38,1.8,696.0,1109129.0,90.0
22.0,19.0,3515.0,293.0,190.0,2.99,2.99,208287.0,57369.0,0.0,0.0,0.0,0.0,0.0,2.79,4.19,176.05,435.93,3.2,523.0,1017028.0,79.0
5.0,0.0,1189.0,113.0,70.0,0.2,0.2,151043.0,66978.0,22.6,48.6,74.4,113.6,3.4,50.2,56.8,16.0,86.6,1.6,130.0,1108072.0,89.0
13.0,0.0,3985.0,402.0,232.0,1.6,4.0,471191.0,61253.0,3.0,15.0,36.0,96.6,3.2,8.4,24.6,139.4,301.0,9.4,206.0,1300291.0,77.0
13.0,7.0,3758.0,230.0,159.0,2.99,3.59,433969.0,76306.0,0.4,0.6,0.4,0.0,0.6,53.49,79.24,182.83,364.67,1.0,527.0,996667.0,76.0
0.0,0.0,374.0,73.0,45.0,0.2,0.2,176823.0,35778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.2,3.2,948.0,1716074.0,97.0
220.0,3.0,2368.0,183.0,66.0,2.79,4.59,478318.0,47522.0,0.0,0.0,0.0,0.0,0.0,115.57,115.57,122.36,202.59,3.8,1403.0,1539388.0,81.0
12.0,5.0,943.0,78.0,161.0,1.4,4.2,169313.0,185587.0,2.6,2.6,2.6,0.0,1.0,1.2,2.2,47.2,87.6,186.0,91.0,9.0,0.0
45.0,51.0,3855.0,184.0,200.0,1.8,1.8,226375.0,171511.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,101.4,141.4,4.8,1533.0,1640438.0,88.0
16.0,1.0,2820.0,392.0,351.0,7.2,2.0,181685.0,14476.0,1.0,1.0,1.0,0.0,0.0,0.8,0.8,350.0,509.2,2.8,283.0,1738422.0,76.0
4.0,0.0,1467.0,191.0,173.0,3.4,1.0,77585.0,14861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.6,238.6,3.2,633.0,1711213.0,89.0
12.0,8.0,4746.0,239.0,175.0,1.4,2.4,115480.0,41224.0,0.2,0.2,0.2,0.0,0.0,13.8,25.2,140.2,306.6,1.0,406.0,987694.0,80.0
21.0,13.0,5708.0,478.0,299.0,0.4,0.4,359552.0,60994.0,14.2,31.2,48.0,110.0,1.4,15.4,43.2,49.6,189.8,1.7,478.0,1001208.0,84.0
1.0,0.0,3159.0,461.0,232.0,1.8,1.4,318346.0,64616.0,5.59,20.76,56.89,165.27,0.4,35.13,56.69,78.24,167.86,2.2,145.0,1125303.0,80.0
3.0,1.0,1496.0,131.0,59.0,2.0,2.0,161751.0,78418.0,0.0,0.0,0.0,0.0,0.0,6.6,7.8,179.0,167.4,2.0,8279.0,1864566.0,87.0
23.0,14.0,4784.0,385.0,228.0,3.2,6.8,313076.0,216093.0,0.0,0.0,0.0,0.0,0.0,3.6,4.8,124.4,199.4,2.5,680.0,1017240.0,83.0
2.0,1.0,1393.0,135.0,111.0,0.4,0.4,12864.0,54844.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,31.2,86.2,1.0,699.0,1062579.0,95.0
7.0,4.0,916.0,112.0,133.0,3.0,4.6,104384.0,96116.0,0.0,0.0,0.0,0.0,0.0,4.2,8.0,203.4,270.2,1.6,2921.0,1737634.0,88.0
45.0,0.0,3575.0,217.0,131.0,11.6,35.0,197409.0,41178.0,6.0,20.4,41.2,70.6,0.0,15.4,28.2,378.4,740.2,2.2,135.0,1091397.0,63.0
28.0,22.0,2586.0,195.0,128.0,1.4,1.4,234850.0,107410.0,0.0,0.0,0.4,3.0,0.6,4.4,7.8,79.0,233.6,8.0,436.0,1317290.0,88.0
0.0,0.0,1028.0,34.0,38.0,0.2,0.2,7826.0,127556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,8249.0,1863248.0,96.0
0.0,0.0,1333.0,131.0,63.0,0.4,0.4,360558.0,21855.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,32.34,111.38,2.0,1862.0,1039313.0,91.0
1.0,0.0,614.0,127.0,91.0,0.2,0.2,34233.0,22157.0,2.8,4.2,8.6,11.8,0.2,4.8,8.4,18.0,21.2,2.4,857.0,1704754.0,93.0
1.0,0.0,5943.0,300.0,203.0,0.8,1.2,51713.0,38197.0,1.0,7.82,46.29,65.93,0.0,21.64,23.65,78.56,213.63,6.2,138.0,1024835.0,83.0
7.0,6.0,819.0,91.0,46.0,0.2,0.2,194325.0,24819.0,1.0,1.4,1.4,0.0,1.6,15.6,15.6,20.6,206.6,2.0,205.0,969859.0,94.0
0.0,0.0,1181.0,67.0,66.0,0.2,0.2,39602.0,77617.0,11.2,17.0,17.0,0.0,1.8,5.0,9.0,17.8,33.6,1.8,306.0,1118776.0,91.0
18.0,28.0,281.0,22.0,19.0,0.2,0.2,3344.0,13554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23,19.04,1.2,6363.0,1852585.0,98.0
0.0,0.0,539.0,43.0,26.0,0.2,0.2,50909.0,26377.0,0.0,0.0,0.0,0.0,0.0,6.2,12.4,15.4,17.0,2.2,543.0,1747245.0,89.0
7.0,1.0,3909.0,172.0,113.0,3.79,4.39,140762.0,30751.0,1.0,1.2,1.2,0.0,0.4,2.59,3.19,237.92,386.63,1.5,242.0,1014125.0,84.0
2.0,1.0,659.0,73.0,39.0,0.4,0.4,130243.0,30148.0,5.19,15.57,25.15,48.9,0.6,2.0,2.99,21.36,109.98,1.0,142.0,1022235.0,95.0
26.0,20.0,2253.0,148.0,68.0,1.4,1.4,286052.0,33031.0,0.0,0.0,0.0,0.0,0.0,9.4,11.0,73.6,279.2,3.6,7579.0,1379354.0,89.0
6.0,1.0,3196.0,299.0,300.0,3.2,1.0,258950.0,352656.0,0.0,0.0,0.0,0.0,0.0,12.6,20.8,159.4,261.0,2.6,399.0,1382054.0,82.0
0.0,0.0,210.0,30.0,25.0,0.2,0.2,3772.0,9781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.8,1187.0,1766979.0,93.0
0.0,0.0,216.0,21.0,13.0,0.4,0.4,86324.0,5874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07,45.29,1.2,8732.0,1871530.0,98.0
37.0,4.0,3499.0,388.0,117.0,4.19,5.99,288035.0,14367.0,0.0,0.0,0.0,0.0,0.0,19.76,34.93,289.62,526.95,4.2,766.0,1305325.0,80.0
0.0,0.0,189.0,15.0,12.0,0.2,0.2,33139.0,11228.0,0.0,0.0,0.0,0.0,0.2,0.8,1.4,15.77,22.75,1.0,591.0,1729309.0,98.0
5.0,3.0,3878.0,123.0,133.0,0.8,0.8,5190.0,19411.0,1.8,1.8,1.8,0.0,0.8,0.0,0.0,46.0,63.8,1.6,298.0,1748235.0,91.0
18.0,16.0,4364.0,331.0,233.0,0.4,2.0,149096.0,201763.0,0.0,0.0,0.0,0.0,0.0,7.2,13.0,37.4,56.6,3.4,3910.0,1340325.0,91.0
18.0,4.0,4427.0,185.0,146.0,1.6,2.6,131611.0,47320.0,0.0,0.0,0.0,0.0,0.4,15.2,54.6,172.6,299.8,1.3,717.0,987594.0,82.0
31.0,41.0,5305.0,225.0,177.0,0.2,0.2,58099.0,75714.0,0.8,2.6,20.0,34.8,0.4,10.8,39.0,21.2,97.8,2.0,371.0,1060971.0,86.0
10.0,6.0,2050.0,186.0,132.0,1.8,3.0,154733.0,82863.0,0.2,0.2,0.2,0.0,0.0,11.6,16.0,166.2,276.0,1.3,542.0,1128686.0,83.0
1.0,0.0,1089.0,103.0,100.0,0.2,0.2,8045.0,51111.0,0.0,0.0,0.0,0.0,0.0,3.21,3.61,19.44,33.07,2.2,413.0,1106748.0,94.0
12.0,12.0,4098.0,138.0,141.0,0.2,0.2,10405.0,26548.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,15.8,39.0,1.2,952.0,975870.0,90.0
10.0,3.0,6207.0,253.0,302.0,2.6,3.6,83282.0,499348.0,9.2,18.2,33.0,66.0,0.0,20.0,26.0,110.0,269.4,2.4,211.0,1012282.0,75.0
18.0,0.0,6879.0,827.0,618.0,9.42,2.61,273275.0,50969.0,0.6,1.0,0.8,0.0,0.2,0.0,0.0,453.51,692.99,1.3,326.0,1069265.0,68.0
4.0,1.0,3133.0,285.0,168.0,1.2,1.6,106492.0,21962.0,1.8,2.2,9.6,47.4,1.0,14.4,29.2,79.6,142.4,1.0,159.0,1101843.0,89.0
4.0,2.0,2757.0,162.0,108.0,1.2,5.99,253784.0,229457.0,0.0,0.0,0.0,0.0,0.0,2.2,2.4,152.89,120.96,4.2,1624.0,1613467.0,89.0
5.0,0.0,2235.0,241.0,104.0,1.6,0.6,55435.0,35095.0,1.8,1.8,15.2,34.4,0.2,4.0,5.6,79.6,134.6,2.6,133.0,1711675.0,91.0
4.0,2.0,2000.0,176.0,62.0,0.2,0.2,447596.0,188253.0,1.0,1.0,1.0,0.0,5.0,2.0,2.6,17.4,28.6,4.0,227.0,1323011.0,95.0
18.0,9.0,1401.0,91.0,81.0,2.0,2.0,210993.0,71322.0,8.0,32.2,64.0,107.0,1.6,13.4,13.4,112.6,228.4,196.0,87.0,12.0,0.0
29.0,42.0,3261.0,254.0,215.0,1.2,2.2,97834.0,409398.0,0.0,0.0,0.0,0.0,0.0,6.6,11.8,99.8,137.6,3.0,1203.0,1378464.0,86.0
25.0,14.0,4621.0,503.0,191.0,10.4,10.6,405253.0,204578.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,486.4,913.6,5.8,2976.0,1040554.0,66.0
0.0,0.0,132.0,6.0,9.0,0.2,0.2,416.0,4514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,7739.0,1880280.0,99.0
79.0,97.0,7659.0,1446.0,493.0,8.4,8.8,714441.0,66323.0,4.2,7.0,17.6,22.0,1.2,33.4,37.0,466.2,909.0,1.0,233.0,972608.0,64.0
1.0,0.0,1609.0,104.0,45.0,0.2,0.2,101426.0,89444.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,18.2,18.6,4.2,2020.0,1559666.0,97.0
2.0,0.0,3542.0,293.0,178.0,0.8,0.4,27494.0,42157.0,5.2,7.2,6.0,0.0,0.0,1.4,1.8,52.2,82.6,2.0,206.0,1137126.0,87.0
3.0,0.0,2432.0,181.0,97.0,1.8,2.0,356550.0,25434.0,2.79,22.16,67.47,198.8,2.2,5.59,8.98,137.92,278.04,5.0,153.0,1118042.0,86.0
0.0,0.0,854.0,51.0,44.0,0.2,0.2,2472.0,14021.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,15.6,18.4,1.0,1857.0,1074888.0,97.0
9.0,0.0,3524.0,392.0,321.0,7.2,3.0,314063.0,8169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.6,523.8,2.2,6596.0,1871922.0,80.0
4.0,1.0,2965.0,289.0,198.0,3.4,1.2,374749.0,14956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.4,240.2,2.8,582.0,1758584.0,80.0
22.0,7.0,5753.0,715.0,476.0,3.0,2.0,222677.0,201168.0,26.0,51.6,59.4,46.2,0.8,28.8,33.6,180.2,275.2,173.0,72.0,28.0,0.0
87.0,57.0,3900.0,216.0,143.0,12.38,33.93,220639.0,88324.0,8.58,25.95,46.31,76.85,0.4,23.75,42.51,468.06,843.11,2.0,165.0,1104481.0,56.0
25.0,9.0,4174.0,245.0,135.0,4.2,9.2,250833.0,42433.0,0.0,0.0,0.0,0.0,0.2,20.8,23.6,295.0,408.8,3.8,2630.0,1524755.0,75.0
34.0,45.0,2253.0,374.0,185.0,1.8,2.0,538610.0,219894.0,14.2,23.0,21.2,0.0,9.4,10.4,11.0,101.0,192.2,6.6,726.0,978285.0,85.0
2.0,0.0,2396.0,202.0,106.0,1.6,2.8,579404.0,22490.0,0.0,0.0,0.0,0.0,0.0,4.0,6.4,99.4,134.6,3.8,599.0,1096501.0,87.0
2.0,0.0,2253.0,353.0,176.0,0.8,1.2,387419.0,31544.0,6.0,41.2,115.4,210.8,0.4,32.0,47.6,48.6,204.6,1.5,172.0,1050558.0,85.0
9.0,2.0,3510.0,112.0,59.0,5.57,20.28,134275.0,33270.0,0.6,0.99,0.8,0.0,0.4,1.99,1.99,351.09,495.83,1.0,351.0,1029007.0,69.0
25.0,2.0,3521.0,416.0,351.0,9.98,5.99,343506.0,52407.0,3.39,4.39,15.37,16.17,0.8,1.4,1.6,452.1,732.14,1.5,279.0,1067428.0,72.0
11.0,11.0,6070.0,358.0,246.0,0.2,0.2,974434.0,50477.0,0.0,0.0,0.0,0.0,3.2,0.4,0.4,19.6,32.0,1.0,657.0,1010163.0,86.0
15.0,12.0,574.0,161.0,56.0,1.2,1.2,165041.0,135206.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,74.8,107.0,3.4,1896.0,1763454.0,95.0
14.0,4.0,3441.0,404.0,348.0,6.4,2.0,194491.0,41018.0,3.8,6.6,13.4,19.2,1.0,2.0,4.0,329.0,471.2,3.6,187.0,1710275.0,81.0
27.0,21.0,4340.0,154.0,109.0,1.8,2.4,189072.0,48502.0,0.0,0.0,0.0,0.0,0.0,14.63,31.06,157.72,372.55,2.0,743.0,1018156.0,79.0
70.0,75.0,1764.0,290.0,152.0,1.8,3.0,363507.0,53398.0,2.6,13.6,176.8,322.2,0.4,13.0,22.8,166.8,407.4,130.0,82.0,18.0,0.0
2.0,1.0,1563.0,58.0,37.0,0.6,0.6,27841.0,7395.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,45.69,44.69,1.4,8415.0,1868611.0,94.0
4.0,1.0,4379.0,331.0,147.0,0.4,0.2,917608.0,17468.0,0.0,0.0,0.0,0.0,0.4,7.0,7.2,24.0,75.6,4.2,1379.0,1468944.0,87.0
0.0,0.0,494.0,48.0,33.0,0.2,0.2,1668.0,8215.0,0.6,0.6,0.6,0.0,0.0,0.2,0.2,15.4,22.0,2.6,317.0,1715520.0,98.0
39.0,0.0,5830.0,921.0,784.0,3.6,1.8,417541.0,127394.0,3.4,23.4,82.2,150.0,0.8,32.0,44.2,159.8,421.2,3.2,147.0,1046022.0,69.0
6.0,5.0,2383.0,194.0,136.0,0.2,0.2,9974.0,33744.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,16.6,36.4,2.4,1195.0,971432.0,91.0
3.0,0.0,3583.0,222.0,115.0,0.8,2.99,207530.0,55930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72,64.87,3.2,1009.0,1629554.0,92.0
13.0,12.0,1974.0,374.0,179.0,0.2,0.2,527950.0,748715.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,21.4,32.2,3.6,615.0,1045459.0,91.0
4.0,1.0,7003.0,340.0,256.0,1.4,3.99,337791.0,188634.0,15.17,62.28,143.31,334.93,0.8,115.37,140.32,99.2,302.2,2.5,134.0,1008271.0,76.0
0.0,0.0,1743.0,122.0,71.0,0.4,0.4,89137.0,21834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,34.2,2.2,2483.0,1700363.0,93.0
7.0,0.0,2107.0,235.0,154.0,7.21,3.81,132739.0,29310.0,3.61,6.21,7.62,6.41,0.2,2.4,3.81,312.63,594.39,1.0,318.0,1022535.0,81.0
1.0,0.0,1552.0,104.0,135.0,0.2,0.2,9644.0,30750.0,0.4,0.4,0.4,0.0,0.2,4.6,5.4,14.4,31.0,1.0,190.0,1046680.0,96.0
2.0,1.0,2675.0,143.0,94.0,0.2,0.2,304215.0,19274.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,106.0,22.4,3.0,690.0,1757880.0,81.0
4.0,3.0,2774.0,65.0,68.0,0.6,2.0,22464.0,3437.0,0.0,0.0,0.0,0.0,0.2,1.6,1.8,47.6,70.0,2.4,632.0,1446296.0,94.0
3.0,0.0,3089.0,196.0,200.0,0.4,0.6,33992.0,134141.0,0.0,0.0,0.0,0.0,0.4,35.27,39.88,29.66,151.5,3.0,583.0,1063442.0,88.0
14.0,18.0,498.0,58.0,35.0,2.2,2.2,94619.0,27799.0,0.0,0.0,0.0,0.0,0.0,2.2,2.6,204.2,172.2,1.2,393.0,1813523.0,81.0
17.0,2.0,4486.0,522.0,421.0,6.37,3.98,271927.0,89228.0,0.8,0.8,0.8,0.0,0.4,8.17,8.76,301.79,510.96,1.0,346.0,1085103.0,75.0
1.0,0.0,3290.0,360.0,240.0,0.6,0.6,49705.0,52288.0,7.58,10.18,10.18,0.0,2.79,2.2,3.19,55.89,60.88,5.0,163.0,1098061.0,85.0
26.0,16.0,3638.0,534.0,238.0,1.6,3.6,1071680.0,590668.0,0.0,0.0,0.0,0.0,55.2,45.8,85.0,151.8,449.8,1805.0,71.0,29.0,0.0
5.0,0.0,1538.0,293.0,123.0,1.2,2.0,375998.0,36154.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,131.54,356.29,1.0,620.0,1029116.0,87.0
22.0,27.0,2694.0,286.0,94.0,2.2,2.4,151084.0,107315.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,90.8,156.8,3.0,920.0,1748875.0,89.0
2.0,2.0,1668.0,81.0,91.0,0.2,0.2,127124.0,109027.0,15.57,20.76,20.76,0.0,16.37,9.58,14.77,16.97,42.91,1.3,193.0,1128155.0,90.0
8.0,5.0,1361.0,117.0,81.0,0.4,1.8,32845.0,44283.0,4.59,7.19,6.79,3.59,1.6,0.2,1.6,33.53,108.98,1.5,183.0,967026.0,92.0
3.0,0.0,1455.0,139.0,86.0,0.6,0.6,36191.0,23316.0,0.0,0.0,0.0,0.0,0.0,4.2,6.8,44.4,54.0,650.0,94.0,6.0,0.0
7.0,0.0,3992.0,268.0,243.0,4.41,3.01,107318.0,188650.0,0.0,0.0,0.0,0.0,0.0,8.22,8.82,236.87,457.52,2.4,686.0,1017114.0,76.0
53.0,20.0,1639.0,224.0,225.0,4.19,7.19,1072755.0,459032.0,18.16,63.67,144.11,346.71,3.19,65.27,127.35,303.39,465.87,238.0,73.0,27.0,0.0
5.0,1.0,1938.0,395.0,191.0,3.2,2.8,1251157.0,110467.0,3.6,7.0,20.4,27.4,0.4,29.6,42.2,192.0,379.0,3.8,167.0,980648.0,82.0
10.0,7.0,2489.0,174.0,104.0,0.2,0.2,62847.0,19508.0,3.2,5.2,14.4,40.2,0.8,3.6,3.8,16.4,98.6,167.0,91.0,8.0,0.0
30.0,15.0,2926.0,269.0,233.0,5.0,4.6,198456.0,55428.0,0.0,0.0,0.0,0.0,0.2,23.4,24.0,243.0,444.0,3.8,7949.0,1366403.0,81.0
2.0,0.0,4283.0,379.0,392.0,0.4,0.4,202517.0,118178.0,0.0,0.0,0.0,0.0,0.2,9.2,14.4,28.8,89.2,3.2,1824.0,1708766.0,82.0
12.0,1.0,5169.0,561.0,498.0,8.4,6.4,308532.0,189057.0,0.0,0.0,0.0,0.0,4.0,2.2,2.8,405.4,644.4,2.0,643.0,1013078.0,72.0
0.0,0.0,755.0,106.0,74.0,0.2,0.2,74771.0,37926.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.37,19.56,1.2,2104.0,1764972.0,89.0
27.0,11.0,3540.0,490.0,233.0,6.21,10.02,256042.0,29123.0,0.6,0.6,0.6,0.0,3.21,22.04,48.7,377.15,737.07,1.0,564.0,1103211.0,66.0
162.0,176.0,7560.0,506.0,410.0,9.6,12.8,242465.0,86281.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,506.0,677.6,7.4,1351.0,1634653.0,55.0
46.0,61.0,2650.0,143.0,112.0,1.4,4.0,58112.0,39991.0,12.6,32.0,47.4,62.4,0.8,21.8,32.8,159.6,278.0,1.6,298.0,1053496.0,84.0
3.0,1.0,767.0,87.0,83.0,2.2,2.4,86290.0,18476.0,0.0,0.0,0.0,0.0,1.0,2.0,2.6,113.8,203.6,3.6,628.0,1713152.0,93.0
50.0,64.0,1493.0,162.0,83.0,0.6,1.0,106998.0,27928.0,0.0,0.0,0.0,0.0,0.0,9.58,11.38,79.64,154.49,1.3,473.0,1065485.0,89.0
48.0,59.0,1137.0,157.0,91.0,0.8,0.8,130417.0,123332.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,53.4,84.6,4.2,2524.0,1575485.0,93.0
