0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1.14,3.0,3840.0,1420.0,6720.0,11.4,11.4,549.0,288.0,563.0,1.24,0.998,6.65,1.02,0.0,0.183,0.97,0.991
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,851.0,288.0,698.0,2.97,0.998,15.7,1.04,45.7,0.904,0.9540000000000001,0.976
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,920.0,288.0,732.0,3.58,0.998,18.4,1.04,60.0,1.19,0.9740000000000001,0.99
1.14,3.0,6560.0,1380.0,6670.0,9.3,9.3,618.0,288.0,569.0,1.32,0.998,7.08,1.02,1.57,0.27399999999999997,0.988,0.9940000000000001
1.14,3.0,5640.0,1370.0,6640.0,8.47,8.47,616.0,288.0,570.0,1.29,0.998,7.02,1.02,11.0,0.26899999999999996,0.98,0.978
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,631.0,288.0,605.0,1.66,0.998,8.84,1.02,16.7,0.331,0.977,0.996
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,933.0,288.0,737.0,3.57,0.998,18.4,1.04,60.9,1.21,0.958,0.988
1.14,3.0,2840.0,1310.0,6650.0,5.47,5.47,566.0,288.0,563.0,1.19,0.998,6.48,1.02,33.1,0.217,0.956,0.976
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,837.0,288.0,695.0,2.96,0.998,15.5,1.04,44.6,0.883,0.958,0.987
1.14,3.0,3020.0,1350.0,6600.0,7.7,7.7,541.0,288.0,557.0,1.2,0.998,6.54,1.02,16.0,0.184,0.99,0.977
8.21,24.0,51000.0,3090.0,9330.0,438.0,438.0,926.0,288.0,737.0,3.56,0.998,18.1,1.04,60.1,1.19,0.9520000000000001,0.9990000000000001
4.16,12.0,14700.0,1550.0,7810.0,114.0,114.0,642.0,288.0,609.0,1.66,0.998,8.85,1.02,17.2,0.34,0.958,0.993
3.14,9.0,8380.0,1390.0,7130.0,60.4,60.4,578.0,288.0,580.0,1.39,0.998,7.41,1.02,12.0,0.237,0.968,0.9990000000000001
1.14,3.0,4890.0,1410.0,6720.0,11.1,11.1,577.0,288.0,567.0,1.27,0.998,6.82,1.02,0.0,0.218,0.972,0.993
2.09,6.0,6770.0,1360.0,6780.0,25.6,25.6,597.0,288.0,569.0,1.32,0.998,7.1,1.02,16.0,0.263,0.992,0.996
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,929.0,288.0,733.0,3.59,0.998,18.6,1.04,60.9,1.21,0.976,0.98
1.14,3.0,5020.0,1400.0,6680.0,10.7,10.7,576.0,288.0,565.0,1.28,0.998,6.85,1.02,0.019,0.21899999999999997,0.986,0.992
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1080.0,288.0,780.0,4.51,0.998,22.7,1.05,90.1,1.78,0.971,0.983
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,767.0,288.0,664.0,2.51,0.998,13.3,1.03,33.9,0.6709999999999999,0.988,0.987
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,690.0,288.0,631.0,2.09,0.998,11.1,1.03,24.3,0.48,0.9990000000000001,0.992
1.14,3.0,737.0,1360.0,6660.0,8.13,8.13,450.0,288.0,544.0,1.12,0.998,5.95,1.02,0.0,0.072,0.9840000000000001,0.995
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,785.0,288.0,673.0,2.5,0.998,13.2,1.03,34.8,0.6890000000000001,0.951,0.988
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,924.0,288.0,733.0,3.58,0.998,18.4,1.04,60.3,1.19,0.972,0.988
1.14,3.0,3270.0,1410.0,6680.0,10.9,10.9,520.0,288.0,555.0,1.22,0.998,6.5,1.02,0.0,0.154,0.993,0.996
2.09,6.0,6950.0,1380.0,6750.0,28.5,28.5,607.0,288.0,571.0,1.34,0.998,7.24,1.02,8.18,0.266,0.995,0.983
1.14,3.0,3240.0,1350.0,6600.0,7.78,7.78,548.0,288.0,558.0,1.21,0.998,6.59,1.02,15.9,0.192,0.99,0.976
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,651.0,288.0,611.0,1.66,0.998,8.94,1.02,17.7,0.35,0.956,0.983
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,826.0,288.0,688.0,2.98,0.998,15.7,1.04,44.2,0.875,0.9840000000000001,0.981
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,824.0,288.0,691.0,2.97,0.998,15.5,1.04,43.8,0.868,0.9690000000000001,0.992
2.09,6.0,6840.0,1360.0,6770.0,26.0,26.0,600.0,288.0,569.0,1.33,0.998,7.14,1.02,14.9,0.265,0.993,0.993
2.09,6.0,4640.0,1340.0,6760.0,22.3,22.3,543.0,288.0,559.0,1.26,0.998,6.72,1.02,22.4,0.20199999999999999,0.9990000000000001,0.997
1.14,3.0,5400.0,1320.0,6650.0,6.02,6.02,630.0,288.0,571.0,1.27,0.998,6.92,1.02,30.7,0.293,0.963,0.9790000000000001
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1060.0,288.0,772.0,4.54,0.998,22.8,1.05,88.0,1.74,0.992,0.987
2.09,6.0,5130.0,1390.0,6840.0,31.5,31.5,549.0,288.0,566.0,1.28,0.998,6.83,1.02,0.0,0.188,0.975,0.9990000000000001
2.09,6.0,4660.0,1340.0,6810.0,22.3,22.3,572.0,288.0,569.0,1.25,0.998,6.81,1.02,23.7,0.223,0.9590000000000001,0.982
3.14,9.0,8380.0,1390.0,7150.0,60.4,60.4,590.0,288.0,584.0,1.39,0.998,7.44,1.02,12.4,0.24600000000000002,0.953,0.993
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1060.0,288.0,774.0,4.54,0.998,22.8,1.05,88.6,1.75,0.9890000000000001,0.9840000000000001
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,840.0,288.0,696.0,2.96,0.998,15.6,1.04,44.9,0.888,0.958,0.9840000000000001
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,903.0,288.0,724.0,3.6,0.998,18.5,1.04,59.0,1.17,0.998,0.991
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,830.0,288.0,691.0,2.98,0.998,15.6,1.04,44.4,0.879,0.976,0.982
1.14,3.0,5480.0,1360.0,6630.0,8.28,8.28,608.0,288.0,567.0,1.28,0.998,6.97,1.02,12.3,0.262,0.985,0.981
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1070.0,288.0,774.0,4.54,0.998,22.9,1.05,88.8,1.76,0.9890000000000001,0.982
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,574.0,288.0,577.0,1.39,0.998,7.45,1.02,11.8,0.23399999999999999,0.988,0.9940000000000001
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,581.0,288.0,581.0,1.39,0.998,7.43,1.02,12.1,0.239,0.968,0.996
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,776.0,288.0,667.0,2.51,0.998,13.3,1.03,34.4,0.682,0.9840000000000001,0.981
4.16,12.0,14700.0,1550.0,7710.0,114.0,114.0,634.0,288.0,603.0,1.67,0.998,8.98,1.02,16.9,0.336,0.995,0.983
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,778.0,288.0,671.0,2.5,0.998,13.1,1.03,34.3,0.679,0.953,0.9940000000000001
6.18,18.0,29800.0,2310.0,8830.0,246.0,246.0,793.0,288.0,674.0,2.5,0.998,13.3,1.03,35.3,0.6990000000000001,0.9540000000000001,0.98
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,788.0,288.0,671.0,2.51,0.998,13.3,1.03,35.1,0.695,0.9670000000000001,0.978
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,635.0,288.0,604.0,1.66,0.998,8.96,1.02,17.0,0.336,0.99,0.9840000000000001
3.14,9.0,8380.0,1390.0,7040.0,60.3,60.3,590.0,288.0,580.0,1.39,0.998,7.58,1.02,12.5,0.247,0.9840000000000001,0.976
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,584.0,288.0,578.0,1.39,0.998,7.57,1.02,12.2,0.242,0.9940000000000001,0.978
9.3,27.0,72800.0,3560.0,9790.0,645.0,645.0,1090.0,288.0,785.0,4.48,0.998,22.4,1.05,90.3,1.79,0.955,0.993
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1060.0,288.0,773.0,4.53,0.998,22.7,1.05,88.1,1.74,0.99,0.988
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,630.0,288.0,603.0,1.66,0.998,8.91,1.02,16.7,0.331,0.99,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,811.0,288.0,685.0,2.98,0.998,15.5,1.04,43.1,0.8540000000000001,0.9890000000000001,0.992
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,700.0,288.0,633.0,2.09,0.998,11.2,1.03,24.9,0.493,0.998,0.981
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,819.0,288.0,689.0,2.97,0.998,15.5,1.04,43.5,0.862,0.975,0.993
9.3,27.0,72800.0,3560.0,9800.0,645.0,645.0,1100.0,288.0,786.0,4.47,0.998,22.2,1.05,90.2,1.79,0.95,0.998
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,772.0,288.0,667.0,2.51,0.998,13.2,1.03,34.1,0.675,0.973,0.99
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,621.0,288.0,601.0,1.66,0.998,8.84,1.02,16.3,0.32299999999999995,0.9940000000000001,0.998
2.09,6.0,6580.0,1390.0,6810.0,30.0,30.0,589.0,288.0,570.0,1.33,0.998,7.1,1.02,2.93,0.242,0.9840000000000001,0.995
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,939.0,288.0,737.0,3.58,0.998,18.6,1.04,61.5,1.22,0.961,0.98
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,0.998,22.4,1.05,87.8,1.74,0.98,0.998
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,582.0,288.0,579.0,1.39,0.998,7.48,1.02,12.1,0.24,0.977,0.99
2.09,6.0,5540.0,1350.0,6720.0,22.7,22.7,584.0,288.0,566.0,1.29,0.998,7.01,1.02,23.4,0.244,0.995,0.977
1.14,3.0,4550.0,1390.0,6650.0,9.72,9.72,579.0,288.0,565.0,1.26,0.998,6.85,1.02,4.22,0.21899999999999997,0.982,0.977
1.14,3.0,5130.0,1350.0,6620.0,7.78,7.78,595.0,288.0,564.0,1.27,0.998,6.88,1.02,16.0,0.252,0.991,0.985
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,930.0,288.0,733.0,3.59,0.998,18.6,1.04,61.0,1.21,0.977,0.9790000000000001
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,767.0,288.0,664.0,2.51,0.998,13.3,1.03,33.9,0.6709999999999999,0.993,0.985
2.09,6.0,4540.0,1390.0,6760.0,31.4,31.4,543.0,288.0,564.0,1.27,0.998,6.87,1.02,0.0,0.17600000000000002,0.9890000000000001,0.977
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,572.0,288.0,576.0,1.39,0.998,7.43,1.02,11.7,0.23199999999999998,0.987,0.997
2.09,6.0,2860.0,1370.0,6790.0,26.7,26.7,503.0,288.0,559.0,1.2,0.998,6.48,1.02,7.19,0.131,0.972,0.982
1.14,3.0,6480.0,1340.0,6640.0,7.13,7.13,619.0,288.0,566.0,1.3,0.998,7.0,1.02,19.8,0.29,0.996,1.0
1.14,3.0,3680.0,1390.0,6640.0,9.8,9.8,551.0,288.0,561.0,1.23,0.998,6.68,1.02,4.58,0.187,0.987,0.978
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,764.0,288.0,663.0,2.51,0.998,13.3,1.03,33.7,0.6679999999999999,0.992,0.988
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,822.0,288.0,685.0,3.0,0.998,15.8,1.04,44.2,0.8740000000000001,0.9990000000000001,0.975
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,583.0,288.0,579.0,1.39,0.998,7.51,1.02,12.2,0.24100000000000002,0.981,0.986
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,780.0,288.0,667.0,2.51,0.998,13.4,1.03,34.7,0.688,0.986,0.976
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,592.0,288.0,583.0,1.39,0.998,7.53,1.02,12.6,0.249,0.9670000000000001,0.982
2.09,6.0,6940.0,1370.0,6820.0,26.8,26.8,635.0,288.0,581.0,1.33,0.998,7.26,1.02,14.1,0.29,0.9520000000000001,0.976
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,813.0,288.0,685.0,2.98,0.998,15.5,1.04,43.2,0.856,0.988,0.991
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,774.0,288.0,666.0,2.51,0.998,13.3,1.03,34.3,0.679,0.9840000000000001,0.983
1.14,3.0,2420.0,1410.0,6730.0,11.2,11.2,520.0,288.0,561.0,1.19,0.998,6.41,1.02,0.0,0.142,0.9540000000000001,0.982
4.16,12.0,14700.0,1550.0,7790.0,114.0,114.0,639.0,288.0,608.0,1.66,0.998,8.88,1.02,17.1,0.33899999999999997,0.9670000000000001,0.991
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,586.0,288.0,580.0,1.39,0.998,7.54,1.02,12.3,0.244,0.981,0.982
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,776.0,288.0,670.0,2.5,0.998,13.1,1.03,34.3,0.6779999999999999,0.958,0.993
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,572.0,288.0,575.0,1.39,0.998,7.46,1.02,11.7,0.233,0.9940000000000001,0.993
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,770.0,288.0,664.0,2.52,0.998,13.3,1.03,34.1,0.6759999999999999,0.993,0.982
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,823.0,288.0,686.0,2.99,0.998,15.8,1.04,44.1,0.8740000000000001,0.995,0.977
3.14,9.0,8380.0,1390.0,7110.0,60.4,60.4,589.0,288.0,582.0,1.39,0.998,7.49,1.02,12.4,0.24600000000000002,0.966,0.987
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,822.0,288.0,688.0,2.98,0.998,15.6,1.04,43.9,0.8690000000000001,0.981,0.986
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1050.0,288.0,772.0,4.52,0.998,22.4,1.05,87.2,1.73,0.987,0.9990000000000001
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,754.0,288.0,662.0,2.51,0.998,13.1,1.03,33.1,0.655,0.99,0.998
1.14,3.0,1840.0,1380.0,6650.0,9.27,9.27,477.0,288.0,547.0,1.16,0.998,6.19,1.02,2.02,0.107,1.0,0.997
6.18,18.0,29800.0,2310.0,8840.0,246.0,246.0,768.0,288.0,669.0,2.5,0.998,13.0,1.03,33.7,0.6679999999999999,0.9590000000000001,1.0
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,709.0,288.0,640.0,2.08,0.998,11.0,1.03,25.1,0.498,0.9590000000000001,0.993
2.09,6.0,2870.0,1360.0,6860.0,26.0,26.0,499.0,288.0,559.0,1.2,0.998,6.39,1.02,9.22,0.131,0.96,0.998
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,783.0,288.0,671.0,2.51,0.998,13.3,1.03,34.8,0.688,0.966,0.983
3.14,9.0,8380.0,1390.0,7120.0,60.4,60.4,604.0,288.0,587.0,1.39,0.998,7.56,1.02,13.0,0.258,0.95,0.977
1.14,3.0,5740.0,1370.0,6640.0,8.51,8.51,621.0,288.0,571.0,1.29,0.998,7.04,1.02,10.9,0.273,0.978,0.977
4.16,12.0,14700.0,1550.0,7810.0,114.0,114.0,640.0,288.0,609.0,1.66,0.998,8.84,1.02,17.1,0.33799999999999997,0.9590000000000001,0.995
2.09,6.0,6950.0,1370.0,6800.0,27.5,27.5,600.0,288.0,570.0,1.33,0.998,7.14,1.02,10.9,0.263,0.987,0.997
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1090.0,288.0,782.0,4.49,0.998,22.4,1.05,89.8,1.78,0.961,0.993
5.14,15.0,21600.0,1920.0,8500.0,175.0,175.0,714.0,288.0,641.0,2.08,0.998,11.1,1.03,25.5,0.504,0.96,0.987
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,595.0,288.0,583.0,1.39,0.998,7.58,1.02,12.7,0.251,0.972,0.976
7.15,21.0,39000.0,2680.0,9140.0,332.0,332.0,826.0,288.0,693.0,2.96,0.998,15.3,1.04,43.8,0.867,0.9590000000000001,0.997
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,910.0,288.0,726.0,3.6,0.998,18.5,1.04,59.5,1.18,0.995,0.987
3.14,9.0,8380.0,1390.0,7110.0,60.4,60.4,581.0,288.0,580.0,1.39,0.998,7.45,1.02,12.1,0.24,0.97,0.9940000000000001
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,776.0,288.0,667.0,2.51,0.998,13.3,1.03,34.4,0.6809999999999999,0.9790000000000001,0.983
1.14,3.0,1750.0,1400.0,6700.0,10.3,10.3,486.0,288.0,553.0,1.16,0.998,6.21,1.02,0.0,0.11,0.973,0.99
1.14,3.0,3310.0,1360.0,6590.0,8.19,8.19,541.0,288.0,557.0,1.21,0.998,6.6,1.02,9.16,0.18100000000000002,0.9990000000000001,0.976
1.14,3.0,4640.0,1410.0,6740.0,11.4,11.4,581.0,288.0,570.0,1.26,0.998,6.81,1.02,0.0,0.217,0.958,0.987
2.09,6.0,5850.0,1390.0,6780.0,31.3,31.3,575.0,288.0,569.0,1.31,0.998,7.06,1.02,0.0,0.217,0.988,0.9840000000000001
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,777.0,4.53,0.998,22.9,1.05,89.5,1.77,0.982,0.98
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,935.0,288.0,735.0,3.58,0.998,18.6,1.04,61.3,1.21,0.9670000000000001,0.98
2.09,6.0,3150.0,1350.0,6800.0,23.5,23.5,522.0,288.0,562.0,1.21,0.998,6.53,1.02,17.7,0.161,0.965,0.983
4.16,12.0,14700.0,1550.0,7750.0,114.0,114.0,633.0,288.0,604.0,1.66,0.998,8.89,1.02,16.8,0.33299999999999996,0.982,0.991
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,928.0,288.0,732.0,3.59,0.998,18.6,1.04,60.9,1.21,0.978,0.98
2.09,6.0,6400.0,1360.0,6820.0,24.4,24.4,621.0,288.0,578.0,1.31,0.998,7.13,1.02,20.5,0.278,0.953,0.98
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,699.0,288.0,636.0,2.08,0.998,11.0,1.03,24.6,0.48700000000000004,0.972,0.997
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,941.0,288.0,739.0,3.57,0.998,18.5,1.04,61.5,1.22,0.956,0.982
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,586.0,288.0,580.0,1.39,0.998,7.51,1.02,12.3,0.244,0.976,0.985
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,904.0,288.0,727.0,3.58,0.998,18.3,1.04,58.8,1.16,0.9840000000000001,0.9990000000000001
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,763.0,288.0,665.0,2.5,0.998,13.1,1.03,33.5,0.664,0.975,0.997
3.14,9.0,8370.0,1390.0,7030.0,60.3,60.3,585.0,288.0,578.0,1.39,0.998,7.57,1.02,12.3,0.244,0.99,0.978
1.14,3.0,3230.0,1390.0,6630.0,9.54,9.54,531.0,288.0,556.0,1.21,0.998,6.56,1.02,5.08,0.168,0.996,0.983
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,918.0,288.0,728.0,3.6,0.998,18.6,1.04,60.2,1.19,0.99,0.982
1.14,3.0,3300.0,1310.0,6680.0,5.35,5.35,562.0,288.0,561.0,1.2,0.998,6.45,1.02,32.4,0.22,0.9620000000000001,0.995
9.3,27.0,72800.0,3560.0,9780.0,645.0,645.0,1090.0,288.0,784.0,4.49,0.998,22.5,1.05,90.3,1.79,0.9590000000000001,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,830.0,288.0,693.0,2.96,0.998,15.5,1.04,44.2,0.875,0.963,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,897.0,288.0,723.0,3.59,0.998,18.3,1.04,58.4,1.16,0.998,0.997
2.09,6.0,2920.0,1360.0,6770.0,24.3,24.3,515.0,288.0,560.0,1.2,0.998,6.52,1.02,15.1,0.149,0.971,0.977
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1090.0,288.0,782.0,4.5,0.998,22.6,1.05,90.1,1.78,0.966,0.986
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,823.0,288.0,691.0,2.97,0.998,15.4,1.04,43.7,0.866,0.9690000000000001,0.993
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,937.0,288.0,736.0,3.59,0.998,18.6,1.04,61.4,1.22,0.9670000000000001,0.9790000000000001
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,643.0,288.0,606.0,1.66,0.998,9.0,1.02,17.3,0.34299999999999997,0.983,0.9790000000000001
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,774.0,4.52,0.998,22.5,1.05,88.0,1.74,0.983,0.9940000000000001
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,589.0,288.0,582.0,1.39,0.998,7.51,1.02,12.4,0.24600000000000002,0.97,0.985
2.09,6.0,2830.0,1360.0,6800.0,25.7,25.7,504.0,288.0,559.0,1.2,0.998,6.46,1.02,10.3,0.135,0.9690000000000001,0.9840000000000001
1.14,3.0,4890.0,1340.0,6630.0,7.04,7.04,602.0,288.0,566.0,1.26,0.998,6.86,1.02,22.9,0.259,0.98,0.98
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,777.0,288.0,670.0,2.5,0.998,13.2,1.03,34.4,0.6809999999999999,0.966,0.988
3.14,9.0,8380.0,1390.0,7140.0,60.4,60.4,583.0,288.0,582.0,1.39,0.998,7.43,1.02,12.2,0.24100000000000002,0.963,0.996
2.09,6.0,3280.0,1350.0,6840.0,23.4,23.4,522.0,288.0,562.0,1.21,0.998,6.48,1.02,18.1,0.162,0.9570000000000001,0.9940000000000001
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,706.0,288.0,635.0,2.09,0.998,11.2,1.03,25.2,0.498,0.991,0.9790000000000001
3.14,9.0,8370.0,1390.0,7040.0,60.3,60.3,575.0,288.0,576.0,1.39,0.998,7.5,1.02,11.9,0.235,0.996,0.988
2.09,6.0,3140.0,1350.0,6850.0,23.8,23.8,514.0,288.0,561.0,1.21,0.998,6.44,1.02,16.9,0.153,0.9570000000000001,0.997
5.14,15.0,21600.0,1920.0,8520.0,175.0,175.0,708.0,288.0,641.0,2.07,0.998,10.9,1.03,25.0,0.496,0.95,0.9990000000000001
1.14,3.0,3820.0,1340.0,6620.0,6.83,6.83,563.0,288.0,559.0,1.22,0.998,6.62,1.02,22.7,0.218,0.99,0.986
4.16,12.0,14700.0,1550.0,7800.0,114.0,114.0,642.0,288.0,609.0,1.66,0.998,8.87,1.02,17.2,0.341,0.961,0.991
1.14,3.0,3930.0,1310.0,6670.0,5.45,5.45,573.0,288.0,561.0,1.22,0.998,6.55,1.02,31.8,0.235,0.97,0.998
8.21,24.0,51000.0,3090.0,9320.0,438.0,438.0,926.0,288.0,736.0,3.56,0.998,18.2,1.04,60.2,1.19,0.956,0.996
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,588.0,288.0,582.0,1.39,0.998,7.49,1.02,12.4,0.245,0.9670000000000001,0.987
