0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
6,91.49228333,49.65405294,68.15280851,33.12573813,1.551100361,1.735252605,188.3839,7.307488235,63.22419921,50.88925682,714.65,992.4764706,673.9107152,926.0417022,1.726337529,1.036303704,810.6,665.6117647000001,277.792397,345.85719689999996,169.16666669999998,110.76470590000001,150.608691,88.85471148,1.703589398,1.728015455,205,16.41176471,65.27739953,71.46330149,4750.238167,2822.521235,1137.912475,63.71284266,1.365330215,1.199657135,11848.571000000002,1580.419941,4222.065573,3984.356722,51.49166667,99.56588235,22.73488895,59.09230057,1.191550076,0.6821687559999999,138.63,75.05705882,57.0069,58.45906733,7.010333332999999,4.622235293999999,4.3392889210000005,1.269427727,1.576105122,1.3933884580000002,12.878,2.1942352940000003,3.986691262,5.108071762,116.50443,99.95524824,19.87424126,1.439838274,1.101062982,0.813255235,399.97342000000003,70.57416353,142.7266078,152.20286930000003,2.166666667,2.058823529,2.139826388,2.0482751919999997,1.778233306,1.4298951619999998,1,0.9411764709999999,0.372677996,0.235294118,97.0
3,92.18629333,81.63233887,71.70635617,57.10752154,0.865292857,0.591302123,148.88288,59.90445847,64.06625628,70.07516143,834.7,918.7873754000001,827.0482198,911.3993786,1.089170705,0.605781395,254.0,661.3122923999999,116.34107900000001,112.8781337,144.0,124.73421929999999,136.1358216,114.91045079999999,1.045685143,0.713375373,113,65.96345515,46.13747573,53.19302085,9190.0,6863.654484999999,6637.320252,4009.9536770000004,0.857793785,0.512857524,14690.0,5501.79402,5999.372189,6914.479002,117.96666670000002,145.0827243,92.2555562,109.7167601,0.906660149,0.283651917,169.0,133.4887043,69.00750362,79.54820412,16.94333333,13.15315615,9.344153551,4.774479722,0.708810319,0.31836323,34.27,11.916611300000001,14.25217254,16.12817529,152.4016667,20.40199336,16.71974191,1.3635951290000001,0.379974076,0.280517738,399.795,18.80066445,176.60713280000002,34.56515653,4.333333333,5.65448505,3.9148676410000003,5.626781723,1.012330839,0.61418766,4,3.980066445,1.699673171,0.5157533120000001,3.05
5,81.789084,52.41527133,45.92355123,30.40780944,1.211224659,1.367286115,154.11932,17.56268333,69.08985307,54.01887468,752.62,788.05,730.6002725,773.8121154,1.5789986059999999,1.404066005,518.7,228.4666667,189.6500187,153.7923031,151.4,127.7,134.9474623,116.945008,1.5054951890000001,1.476785042,161,38.5,67.39317473,54.47638632,6194.8,5607.433333,5178.634985000001,4592.761838,1.463390571,1.322081537,6648.0,2592.666667,3133.865179,3216.324172,80.02,81.71666667,66.69021054,65.91101969,1.4394520640000001,1.276854986,127.2,34.4,47.14901484,48.46082324,40.06,42.14333333,27.94421603,31.73900148,1.265462044,1.196225873,93.9,16.39,35.23927355,32.01521184,57.0,64.83333333,36.00884339,47.01505972,1.224264559,1.13401826,129.0,29.26666667,50.48167985,45.77996893,3.0,2.833333333,2.930156052,2.749459274,1.5867847080000002,1.47334784,2,0.8,0.632455532,0.6871842709999999,5.86
2,135.5885,115.17142179999999,123.1968113,104.940974,0.60320053,0.6908856109999999,113.257,7.74285034,56.6285,52.81978728,904.25,917.2836735,903.5271108,916.6517200999999,0.692347852,0.61303823,72.3,362.1721088,36.15,33.71862773,141.5,127.6190476,136.16166859999998,123.1262197,0.6556613179999999,0.688329495,77,12.5170068,38.5,35.91057172,13689.5,10491.29252,10426.7272,7893.994209,0.46529026799999995,0.621064006,17741.0,3934.829932,8870.5,8273.888998,174.5,182.4319728,173.10762549999998,181.2019406,0.685178602,0.580524076,44.0,84.91496599,22.0,20.5203267,15.7,11.98639456,11.84905059,8.925519272999999,0.459003296,0.616246989,20.6,4.639455782,10.3,9.607243862,75.26,48.31292517,8.831760866,3.18098825,0.023029979,0.04329588,149.48,47.60544218,74.74,69.71314624,6.0,6.0,6.0,6.0,0.693147181,0.6266641789999999,0,2.163265306,0.0,0.0,6.24
5,89.33718,52.84572077,70.56064655,35.43382474,1.444537168,1.421554566,124.90825,17.02388385,46.91766658,46.41235047,740.52,1000.890769,692.5413311000001,933.0745375,1.53695956,0.913736201,810.6,690.8507692000001,298.6430069,345.82029289999997,181.0,115.61538459999998,155.9381993,90.10784764,1.499861141,1.448198279,205,31.32307692,76.79322887,80.77560414,4716.6858,3019.1694620000003,1059.408482,67.15397204,1.323930243,0.93485904,8958.571,2066.922846,3015.110657,3685.941374,72.09,109.79692309999999,53.11608165,87.8928746,1.3574289290000001,0.798598665,127.05,75.29538462,50.111040700000004,48.57244777,7.9244,5.111846154,4.492557454,1.316424453,1.380830301,1.107463402,12.878,2.9035384619999998,4.455304865,5.55041484,89.605316,96.27585077,8.418911599,1.087283528,0.45781024200000003,0.20571758899999998,399.97342000000003,92.29338,155.3296092,166.5005179,2.6,2.1076923080000003,2.491461879,2.0817076869999998,1.56495725,1.301325543,2,0.9538461540000001,0.8,0.39703039700000003,47.0
4,76.4445625,51.40909474,59.35667247,35.06199877,1.199540745,1.291174106,121.3276,14.354571100000001,43.82335412,44.22908917,794.0,1002.188099,741.6293489,936.0958906999999,1.315004308,0.8937906520000001,810.6,656.6857805,311.7434923,342.538266,164.5,114.84698610000001,139.0005138,89.94551824,1.256700567,1.339447476,205,22.7202473,77.52580216,79.28893664,4235.85725,2966.145074,669.5565878,67.53331403,1.015407123,0.812781517,8958.571,2076.513349,3194.938946,3641.9913130000004,77.2375,109.0146832,53.52796465,86.33948088,1.105182174,0.765239298,127.05,74.03786708,54.83075523,49.50797885,8.1805,5.273622875,4.035568999,1.348096226,1.1120981970000001,1.042391817,12.878,2.918030912,4.948155288,5.651225879,108.75664499999999,96.84578556,7.55238461,1.115366847,0.336261916,0.20313724800000002,399.97342000000003,92.72144782,168.30104680000002,166.6960906,2.25,2.077279753,2.213363839,2.063660657,1.3689223609999999,1.204247001,1,0.840803709,0.433012702,0.267034815,93.0
2,128.807735,123.75886750000001,128.4113248,123.46541370000001,0.690071227,0.5935162820000001,20.19547,54.3061325,10.097735,8.744895031,624.65,666.425,619.0371717,662.119419,0.6841751290000001,0.504514251,167.1,395.875,83.55,72.35642249,170.0,157.5,168.15171719999998,156.1473631,0.6822947159999999,0.618719125,50,60.0,25.0,21.65063509,6728.0,7019.0,6702.78002,6999.808708,0.689401015,0.525519611,1164.0,3946.0,582.0,504.02678499999996,79.15,93.975,73.38664729,89.35584606,0.621241933,0.389575351,59.3,69.225,29.65,25.67765322,6.65,6.825,6.640783086,6.818026225,0.6917614990000001,0.540204142,0.7,3.675,0.35,0.303108891,40.0,53.5,29.51270913,44.46742079,0.443792295,0.229019809,54.0,47.0,27.0,23.3826859,3.5,3.75,3.464101615,3.722419436,0.682908105,0.500402424,1,2.25,0.5,0.433012702,6.5
3,159.08366669999998,132.9465,151.6244708,125.6825865,1.055440487,1.008348372,99.124,38.0676,44.78205185,45.36421341,770.6666667000001,725.42,767.0273202999999,723.2441409,1.093865791,0.93974585,183.3,324.07,75.27754572,58.01768351,185.0,188.1,184.9104997,188.06017759999997,1.09813178,0.887053599,13,96.3,5.715476066,3.8065732619999997,17583.33333,14619.0,16673.15193,13712.871680000002,1.051248635,1.0083808840000001,11170.0,4161.0,5167.219325,5315.472604,98.73333333,69.52,62.39103531,51.54762782,0.754206477,0.834418557,190.8,39.24,79.92702227,52.46836761,29.66666667,33.5,28.74851914,33.07034168,1.069466968,0.8114689,16.0,19.6,6.944222218999999,4.695742753,86.0,104.9,77.95395046,94.47286504,1.0011774279999999,0.637211251,91.0,76.3,38.63504454,42.23612198,6.333333333,6.3,6.316359597999999,6.283987135,1.0958871540000001,0.909925047,1,3.0,0.471404521,0.458257569,8.5
3,73.42426667,71.73778182,72.23227942,70.62551537,1.083007545,1.035075108,29.6228,20.35130909,12.71117166,12.24058462,700.7666667000001,776.7272727000001,660.0350894999999,745.6582331000001,1.044265942,0.9189955809999999,537.6,354.2181818,223.3167009,194.19528640000001,174.66666669999998,151.7272727,162.082415,142.2381267,1.025264534,1.094917852,162,9.909090909,67.44050876,58.47002481,4741.666667,5332.2727270000005,3873.7985659999995,4677.433465,0.934070974,0.85356646,6342.0,2584.727273,2589.688055,2257.1683829999997,87.36666667,104.3727273,54.69052861,62.81395178,0.70664904,0.510489903,179.3,83.06363636,78.2130566,84.79890749,7.13,7.870909091000001,5.464775437999999,6.446242964,0.863590877,0.801306497,11.61,4.62,4.895079162,4.628851133,45.84,39.50909091,13.35629931,7.613425411000001,0.7036411379999999,0.614887799,78.48,28.49090909,33.1730493,36.33518341,3.333333333,4.0,2.620741394,3.3666948289999996,0.897945725,0.7559829159999999,5,2.545454545,2.054804668,1.954016842,32.4
7,87.96575,49.12501731,68.92936867,33.8222131,1.740893385,1.784477251,191.2006,11.93853846,57.17653899,45.05500227,770.6142857000001,1013.3307689999999,739.3962771,952.8972645,1.90121662,1.08775365,764.1,684.3846154,243.0136294,331.4758661,161.8571429,109.57692309999999,147.98566519999997,87.97319883,1.879042331,1.723755213,171,27.76923077,53.61617179,70.22829425,5371.918429,2784.307923,1564.052168,61.39777736,1.6124155180000002,1.429160129,11338.571000000002,1377.692077,3982.3778399999997,3787.894568,48.85714286,98.99192308,18.48411679,56.47559532,1.3395367740000002,0.685075003,141.0,76.67307692,53.90435305,58.67173307,7.476,4.558384615,4.902520466,1.236451959,1.757999174,1.509890206,12.878,1.895846154,3.959793501,5.069569274,111.86093999999999,80.32200462,23.74106365,1.150810582,1.310386295,0.860713524,399.97342000000003,61.52414923,133.2907195,142.4899153,2.4285714290000002,2.115384615,2.339861626,2.08631948,1.9054200430000001,1.494853295,2,1.0,0.7284313590000001,0.423076923,63.5
3,87.46833333,79.5625,82.55575809,74.86978761,1.04127007,1.079755169,71.755,12.16,29.90528168,29.29592132,856.1666667000002,831.9,852.8587891000001,828.3857032000001,1.094784085,1.065792197,181.3,162.3,74.56962444,77.05248211,127.33333329999999,134.5,125.493812,132.5097648,1.084024539,0.969842285,53,52.25,21.85304454,22.6329406,6311.0,6701.75,6186.508901,6571.024466,1.0789704359999999,0.960307163,3055.0,2732.25,1248.208583,1275.372568,135.1333333,105.65,86.53086361,57.77771873,0.8392484159999999,0.918831664,179.3,40.525,83.41448049,88.46627889,12.23333333,12.625,10.92539041,11.58237162,1.0028994709999999,0.936492443,12.1,5.55,5.062498285,4.436425926,27.50666667,40.38,4.976422327,9.933326148999999,0.194158291,0.11406303599999999,78.48,39.37,36.42535869,38.62995211,5.0,4.5,4.762203156,4.242640687,1.054920168,1.098612289,3,0.0,1.4142135619999998,1.5,13.9
3,50.97088333,41.8899551,38.14958425,26.60121088,0.881920494,0.646167233,76.89515,30.53700204,31.40068285,36.66825734,784.5,895.2510204,758.2174246000001,863.1995094,1.063310787,0.690124726,470.3,615.9285714,213.51554199999998,229.44055840000001,148.33333330000002,124.30612240000002,133.0984253,106.151751,1.0061626670000001,0.816017195,145,71.10204082,60.49977043,69.56664814,4640.666667,3273.795918,4172.980686999999,3044.407278,1.001183624,0.9279382270000001,4930.0,1349.306122,2016.194656,1327.2763730000001,84.1,106.0816327,68.25677513,83.09128468,0.9070535470000001,0.456812909,124.3,89.28571429,52.36913849,59.75842071,45.63333333,67.16734694,29.05913419,43.45160377,0.69479683,0.299583823,93.6,61.30612245,42.14264138,45.58992185,83.66666667,92.93877551,60.70646398,63.48847337,0.875794471,0.415382363,123.0,79.02040816,50.743363,58.55937443,4.333333333,3.714285714,4.1601676460000006,3.658908316,1.057905425,0.82686119,3,2.12244898,1.247219129,0.670059394,12.4
4,42.6052375,39.98755833,28.69052189,27.47270914,1.06844846,1.084411818,78.09485,17.56268333,32.97527465,30.49061057,809.375,795.65,792.0733886,783.8073681,1.364243202,1.330070791,470.3,164.16666669999998,172.7864054,143.6019237,128.75,125.16666670000001,116.4874253,115.60331399999998,1.289928645,1.278236309,145,38.5,56.78192934,49.95470170000001,4525.0,4911.333333,3857.726083,4114.718642,1.225370989,1.086171402,6648.0,2592.666667,2674.319914,2920.825835,82.05,78.31666667,62.71394104,60.59687442,1.15537076,1.151581714,127.2,32.65,54.46340515,51.10503617,45.9,41.8,31.85283929,30.98716482,1.068191827,1.144132709,93.6,15.6,37.16032831,32.3089255,68.75,65.5,49.17513132,49.30578508,1.109606092,1.1327690990000001,123.0,27.5,49.98187171,45.03239575,3.0,2.833333333,2.91295063,2.749459274,1.357977855,1.354581075,2,0.5,0.7071067809999999,0.6871842709999999,11.0
7,107.2613643,66.187088,79.68245419,38.99619719,1.717598872,1.7076319519999998,188.3839,17.11861333,69.83363458,67.15670246,765.7571429,1024.089333,725.3414084,960.3640284,1.888632624,1.12347993,810.6,683.9093333,270.45558839999995,332.904946,168.4285714,114.28,152.6555436,90.14592708,1.871442799,1.7609507780000002,205,28.08,59.66299917,76.89795142,6268.204143,3581.8554670000003,1748.4803949999998,71.75866735,1.593974265,1.4526244069999998,13532.571000000002,1262.4112,4833.83846,4781.139471,47.86,95.9988,19.26951502,52.09431481,1.341654804,0.667827569,141.0,75.86,53.8514255,60.05497211,6.821714286000001,3.959066667,4.166173893,1.108477337,1.688377812,1.51948333,12.878,1.628266667,4.402669376,4.8316307730000005,98.47522571,66.81550933,15.82393959,0.8937535090000001,1.09558456,0.7397879009999999,399.97342000000003,53.31915733,138.8299577,136.422131,2.285714286,2.066666667,2.245648524,2.054799318,1.927392126,1.503977638,1,0.986666667,0.45175395100000004,0.249443826,84.0
4,120.3237125,122.7434213,117.0732295,120.5367142,1.3582157990000001,1.140714355,78.35315,50.98735375,29.09433186,24.73432761,677.025,724.91,671.6126335,718.9529801,1.3782085480000001,1.062050417,222.5,386.365,86.58268808,90.09761873,188.0,176.9,185.1078138,174.6297162,1.37111867,1.1412073679999999,81,79.2,32.51922508,29.30597209,8217.75,9990.65,7726.128614,9720.013061,1.3288287140000001,0.991047824,7551.0,5899.7,2741.08139,2194.413766,61.65,67.165,55.69085658,63.47495461,1.28427767,1.086299593,77.7,26.8225,28.72738241,24.34500513,13.75,14.8625,12.76124685,13.84513864,1.318292975,1.013086946,12.9,8.065,4.9398886630000005,4.811688243,42.5,56.05,33.1870258,47.5915261,1.176092222,0.856426885,56.0,35.075,26.5471279,23.64312797,3.5,3.75,3.464101615,3.722419436,1.376055285,1.0746303529999999,1,1.925,0.5,0.433012702,1.6
5,81.65238000000001,71.75816999999999,74.34050079,67.9099538,1.520020071,1.358171534,98.2287,26.05881,34.63778649,25.80942737,667.32,772.268,639.8984462000001,747.5523995,1.569055876,1.17439244,527.7,350.06800000000004,188.2136701,179.1915661,188.8,158.48,181.06530869999997,151.7666247,1.569593217,1.4458934159999999,139,49.04,52.62470903,49.15902359,6067.4,6056.84,4414.226715999999,5215.237575,1.3808128030000002,1.152952267,11514.0,2749.04,3919.220004,2485.963752,52.97,48.638999999999996,40.456056200000006,37.50763835,1.386369344,1.092265981,87.35,30.255,34.30317187,31.05535266,15.505999999999998,18.109,11.28619572,14.81802402,1.380649115,1.012085317,25.37,10.847000000000001,9.853615783,8.994498819,73.4,65.04,61.12377514,59.07833606,1.46985708,1.303858488,102.0,26.64,36.13087322,24.99916799,3.4,3.62,2.8252345,3.255222682,1.4520440730000002,1.127701024,5,1.9,1.854723699,1.440694277,36.5
3,121.09516670000001,150.6907,91.56521387,123.9158811,0.8992468770000001,0.631673564,166.9985,111.4333,69.49085708,64.89399757,731.4,786.08,716.9499297,773.9647804,1.0796654140000002,0.867323464,328.0,412.84,139.36013300000002,127.0338601,157.66666669999998,165.4,153.752667,162.660799,1.075158427,0.888998996,74,84.0,33.15954697,27.37590181,10156.33333,14673.8,6940.351579000001,10899.32998,0.7765550920000001,0.44294577700000004,19120.0,12404.0,8181.703178,8412.812714,131.13333329999998,161.4,112.89404590000001,143.8211762,0.971267003,0.676976437,155.3,113.78,63.46297258,61.56814111,25.23333333,23.14,17.67524602,18.57082847,0.814562648,0.84762343,44.7,10.9,18.62012054,14.64917745,77.33333333,74.8,48.93062513,56.78737555,0.7888821420000001,0.7907601470000001,139.0,40.4,56.92294987,44.20135745,4.666666667,5.2,4.57885697,5.101698003,1.078992208,0.830517825,2,2.8,0.942809042,0.979795897,0.748
6,61.67497887,72.38714265,47.54403825,56.78468911,1.57107068,1.282175777,122.90607,33.73381745,41.01887001,43.94255365,1024.216667,914.5801515,958.7377136,859.3835707999999,1.726877385,1.6418528430000001,1138.9,220.1829293,373.5645924,331.32903589999995,116.16666670000001,128.3464646,99.87891645,113.28148200000001,1.665198196,1.409697344,153,46.30202020000001,55.70881638,54.6873313,4481.6875,4971.782475,410.65637860000004,854.1581039999999,1.379601471,1.195784668,7872.571,1825.2164440000001,3241.352311,2920.768609,103.2833333,84.36176768,41.02453994,55.68814675,1.25323321,1.486065694,328.0,24.43863636,111.0108165,79.5619804,9.272,11.99365152,3.173599929,4.950981154,1.254230103,1.018539699,27.478,6.976565657,9.449334015,10.25741179,43.67571333,36.71409859,4.068735017,6.4957785999999995,1.186119443,1.113811323,119.97341999999999,18.31167778,44.46832929999999,32.72650502,2.666666667,3.1712121210000004,2.376176798,2.920946435,1.684372971,1.423634447,4,1.221212121,1.247219129,1.206664802,8.2
