0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
52,-10,0.06,-0.02,0.4,-9,5,-0.005,-0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-155,11,0.15,0.26,0.4,-16,-18,0.002,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.02
-169,-38,-0.28,-0.1,0.9,-5,8,-0.004,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
366,-6,-0.11,-0.02,-1.5,-9,5,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.019
-43,-37,0.3,0.1,0.9,-13,-4,-0.009,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.019
364,-19,0.01,-0.03,-1.4,-7,5,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-234,23,-0.27,0.28,0.5,-13,-27,-0.042,0.5,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.019
-478,-4,-0.28,0.05,0.3,-8,-5,-0.01,0.4,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.017
-72,13,0.39,0.16,-0.3,-15,-8,0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.021
-395,-41,-0.51,-0.03,-0.6,-7,10,0.0,-1.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-91,-9,-0.02,-0.09,-3.0,-10,14,0.026000000000000002,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.021
125,11,-0.1,0.03,0.4,-6,-5,0.001,0.6,-0.0003,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-141,-13,0.29,0.25,1.2,-18,-10,-0.003,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.025
-155,-19,-0.16,-0.1,1.6,-10,7,-0.037000000000000005,2.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.021
-356,-2,0.25,0.09,-1.3,-7,-8,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.027000000000000003
-218,1,-0.11,0.06,-0.7,-9,-12,0.004,0.9,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0001,0.0,-0.0006,0.03
356,-16,0.42,-0.07,0.7,-7,0,-0.012,1.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-68,-21,-0.21,0.01,-0.6,-7,1,0.007,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.015
295,-39,-0.14,-0.15,2.0,-13,23,-0.005,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.016
166,-24,0.06,0.0,1.4,-5,0,-0.019,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
11,-20,0.01,0.03,-2.6,-14,5,0.027000000000000003,-0.2,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
49,-19,0.2,0.12,-1.4,-8,-9,-0.002,-1.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.017
552,-11,0.51,0.28,-0.1,-11,-15,0.015,-3.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
27,-64,-0.69,-0.17,0.9,-11,23,-0.015,-0.2,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0.0,0.0001,0.0,-0.001,0.016
-57,-16,0.25,0.04,-0.3,-9,-2,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-157,-40,0.32,0.01,-0.5,-12,6,0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-242,-18,0.03,0.05,-1.4,-11,-1,0.004,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
249,-45,0.37,-0.07,-1.7,-13,13,0.024,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.02
-91,-23,-0.18,0.23,1.9,-14,-16,-0.046,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,0.02
-53,11,-0.24,0.17,-0.3,-13,-10,0.008,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
237,-42,-0.16,-0.12,0.4,-12,17,0.008,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
225,-12,-0.39,0.22,0.3,-18,-8,-0.007,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.023
97,2,-0.08,0.16,-0.7,-14,-4,0.006,-0.5,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.022000000000000002
-291,-6,0.2,0.27,-1.9,-13,-21,0.013999999999999999,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.021
-219,-37,0.07,-0.03,-1.1,-7,8,0.013999999999999999,-0.5,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,0.018000000000000002
-86,-51,0.12,0.11,1.9,-12,-4,-0.028999999999999998,-0.3,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,0.022000000000000002
-175,4,0.1,0.28,-0.7,-16,-17,-0.011000000000000001,-1.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.02
702,-33,0.38,0.28,-2.3,-8,-12,0.007,-4.7,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.023
402,7,0.12,0.14,1.2,-12,-9,-0.001,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.023
-47,27,0.1,0.03,-0.5,-6,-3,0.005,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.018000000000000002
-602,-44,-0.75,0.09,1.2,-12,-4,-0.034,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.019
-389,-22,0.27,-0.06,-0.4,-7,-8,0.006,1.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.019
476,-35,-0.13,0.05,0.6,-14,10,-0.028999999999999998,-2.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.019
-164,-9,0.27,0.2,0.5,-11,-19,-0.022000000000000002,0.7,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.021
-65,-24,0.2,-0.03,-0.2,-6,4,0.002,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,0.018000000000000002
347,-7,-0.13,-0.05,1.9,-9,6,-0.012,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
261,-35,0.09,-0.16,0.5,-6,18,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
528,-61,0.4,-0.16,-0.3,-15,27,0.021,-0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.016
-260,-18,0.14,0.02,0.6,-5,-2,-0.001,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.016
-202,18,-0.39,0.03,0.2,-6,-3,-0.007,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
416,18,0.14,0.11,-0.5,-10,-13,0.007,1.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.023
49,-33,0.41,-0.07,1.1,-9,7,-0.011000000000000001,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.039
86,11,-0.27,-0.03,-0.5,-7,1,0.01,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018000000000000002
141,4,-0.04,0.08,0.7,-11,-5,-0.013999999999999999,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.021
-238,16,-0.19,0.39,-2.1,-21,-21,0.043,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
40,-19,0.06,-0.08,-0.3,-11,11,0.017,-0.3,-0.001,-0.0009,-0.0009,-0.0008,-0.0002,0.0,-0.0002,0.0,-0.0008,0.044000000000000004
441,-4,0.07,0.03,-0.4,-15,8,0.008,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-221,0,0.37,0.2,1.7,-18,-5,-0.006,0.1,-0.0026,-0.0026,-0.0026,-0.0026,0.0,0.0,0.0,0.0,-0.0026,0.049
-16,-10,-0.05,0.04,-1.2,-7,1,0.007,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.027000000000000003
11,-43,0.49,0.08,0.7,-12,0,0.005,-0.4,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,0.024
-386,19,-0.17,0.06,0.0,-17,-5,-0.002,1.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.031
303,-80,0.6,-0.09,1.6,-6,7,-0.016,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
5,48,-0.16,0.18,-0.5,-13,-4,0.001,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.022000000000000002
517,20,0.04,0.13,0.5,-7,-14,-0.008,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.023
-249,11,-0.6,0.18,-1.0,-20,3,0.006,-0.4,-0.001,-0.0011,-0.0011,-0.0011,0.0002,0.0,0.0,0.0,-0.0011,0.019
-71,13,0.2,0.22,0.9,-11,-20,-0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-174,-13,-0.04,0.07,-1.2,-8,-4,0.004,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.043
425,-36,0.11,0.06,1.5,-17,8,-0.02,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.02
111,17,-0.44,0.1,-0.9,-13,-4,-0.006,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.02
-105,-3,-0.12,0.12,1.5,-9,-10,-0.045,-0.4,-0.0011,-0.0012,-0.0012,-0.0013,0.0001,0.0,0.0001,0.0,-0.0013,0.018000000000000002
-162,-23,-0.43,0.15,0.3,-18,0,-0.015,0.0,-0.0015,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.026000000000000002
81,-11,-0.15,0.03,-0.7,-10,0,0.003,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-275,-21,-0.43,0.07,-0.3,-12,-2,-0.012,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.018000000000000002
499,-21,0.22,-0.04,-0.3,-8,6,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-202,-38,0.07,0.03,1.1,-13,5,0.004,0.1,-0.001,-0.001,-0.001,-0.0008,-0.0002,0.0,-0.0002,0.0,-0.0008,0.022000000000000002
148,-52,-0.11,-0.16,-0.4,-12,26,0.018000000000000002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
420,-8,-0.12,0.04,-0.7,-11,8,0.008,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.021
-425,-32,0.22,0.05,-0.6,-20,8,0.024,1.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.043
106,-43,0.52,-0.19,0.6,-9,21,0.0,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.024
266,6,0.03,0.06,1.7,-17,9,0.001,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.035
87,-18,0.38,0.29,-1.1,-21,-2,0.023,-0.3,-0.0018,-0.0017,-0.0017,-0.0017,-0.0002,0.0,0.0,0.0,-0.0017,0.048
-257,-46,-0.21,0.23,-1.0,-20,-4,0.012,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.024
-244,-21,-0.17,-0.08,0.5,-7,14,-0.013000000000000001,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.013999999999999999
-479,-25,-0.36,0.12,0.8,-14,-14,-0.012,0.9,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.018000000000000002
-47,-23,-0.46,0.15,0.6,-19,5,-0.024,0.1,-0.0034,-0.0034,-0.0034,-0.0034,0.0,0.0,0.0,0.0,-0.0034,0.05
-43,2,0.43,0.02,-0.3,-14,8,0.006,-0.3,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.018000000000000002
171,1,0.25,-0.01,0.8,-8,4,0.001,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
103,-15,-0.21,-0.02,-0.7,-12,7,0.007,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
-146,-19,0.46,-0.1,1.0,-7,12,-0.006,-0.2,-0.0006,-0.0006,-0.0006,-0.0005,0.0,0.0,-0.0002,0.0,-0.0005,0.017
-155,30,0.16,0.06,0.5,-11,-9,-0.003,0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
-106,-45,0.33,0.25,1.6,-16,-13,-0.027000000000000003,0.2,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,0.03
-30,-18,-0.28,0.07,-0.7,-21,7,-0.003,2.1,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0.0,0.0,0.0,-0.0015,0.023
-357,1,0.12,0.13,-0.1,-10,-11,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
-317,5,-0.37,0.2,-0.5,-13,-15,-0.011000000000000001,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.019
-92,-40,0.55,0.0,-1.5,-11,9,0.022000000000000002,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018000000000000002
-62,3,0.15,0.14,1.5,-4,-18,-0.007,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
96,-36,0.11,-0.08,1.3,-7,9,-0.01,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.031
-96,-27,-0.5,0.28,-0.8,-18,-10,0.004,-1.0,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,0.028999999999999998
293,10,-0.14,0.12,-0.3,-6,-12,-0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
-9,-69,-0.39,0.2,0.3,-16,-11,0.008,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.026000000000000002
-102,-29,0.15,0.02,0.4,-6,-3,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.016
-137,16,-0.09,0.04,-0.8,-9,-2,0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
10,-8,-0.55,0.04,0.2,-11,1,-0.016,0.0,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,0.02
-162,-10,0.14,0.08,0.4,-7,-8,-0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
55,-71,-0.17,-0.05,-0.7,-14,13,0.001,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
-302,-31,-0.1,0.06,1.8,-6,-6,-0.016,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
-143,15,-0.32,0.06,0.3,-10,-1,-0.017,-1.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.019
-9,4,0.06,0.2,0.1,-7,-22,-0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-330,-22,-0.5,0.1,0.5,-16,-2,-0.005,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.019
85,-34,0.22,-0.16,-0.7,-7,19,0.009,0.1,-0.0003,-0.0003,-0.0003,-0.0002,-0.0002,0.0,-0.0001,0.0,-0.0002,0.016
-497,-30,0.49,0.04,0.3,-6,-4,-0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.024
223,-37,-0.47,0.07,1.2,-15,3,-0.012,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,0.021
-147,-14,0.21,0.05,1.9,-8,-11,-0.025,1.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.016
-19,-8,-0.31,0.03,-0.4,-10,1,0.0,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
-358,-32,-0.34,0.06,0.8,-15,2,-0.001,0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.02
-399,-2,0.13,0.08,1.6,-16,4,0.005,0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.028999999999999998
-358,-30,0.01,-0.03,0.7,-5,3,-0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
244,4,-0.28,0.08,0.4,-8,1,-0.007,-0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,0.02
497,8,0.4,0.05,-0.6,-15,6,0.017,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.023
8,-7,-0.03,0.1,-1.1,-8,-9,0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
254,0,-0.37,0.04,-1.3,-14,5,0.007,0.1,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,0.02
-194,26,-0.25,0.1,-0.8,-14,-3,-0.005,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.018000000000000002
-252,-3,0.11,0.18,-1.3,-11,-14,0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.023
144,38,0.26,-0.02,-1.3,-17,12,0.027000000000000003,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.025
-453,3,-0.14,-0.02,1.0,-5,2,-0.012,1.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-24,-16,-0.09,0.09,1.2,-12,-3,-0.005,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.028999999999999998
-95,-12,0.11,0.09,-0.8,-8,-10,0.007,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
737,-24,0.07,-0.02,1.5,-9,-4,-0.006,2.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.024
