0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1.04,62.6,58.0,6.49,6.44,4.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4507
0.3,62.2,60.0,4.24,4.28,2.65,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,421
0.31,61.9,56.0,4.34,4.38,2.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,542
0.71,61.9,55.0,5.74,5.77,3.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3189
1.6,63.2,55.0,7.46,7.41,4.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9946
0.28,58.9,58.0,4.27,4.32,2.53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,487
1.21,61.8,57.0,6.83,6.79,4.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8001
1.13,55.9,67.0,7.05,6.94,3.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4695
0.91,62.7,63.0,6.05,6.0,3.78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3776
1.2,63.8,60.0,6.6,6.65,4.23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7666
0.3,62.2,56.0,4.31,4.27,2.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,835
0.35,61.7,54.0,4.55,4.53,2.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1103
0.32,62.5,56.0,4.38,4.45,2.76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,758
0.59,62.2,57.0,5.34,5.37,3.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1630
1.29,61.6,57.0,7.0,7.06,4.33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5237
0.51,61.0,55.0,5.17,5.21,3.17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1591
0.37,62.0,57.0,4.6,4.63,2.86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,811
0.9,61.2,60.0,6.14,6.19,3.77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4381
1.45,61.1,58.0,7.31,7.23,4.44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11650
0.46,62.2,56.0,4.94,4.97,3.08,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1778
0.33,61.3,55.0,4.46,4.48,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1006
0.62,61.9,59.0,5.62,5.5,3.44,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3073
0.7,64.1,59.0,5.53,5.58,3.56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2390
0.5,59.3,59.0,5.19,5.24,3.09,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1410
0.73,62.5,59.0,5.75,5.68,3.57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2579
2.01,60.1,60.0,8.25,8.18,4.94,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17403
0.98,68.0,63.0,6.13,6.02,4.13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1749
1.01,62.4,59.0,6.32,6.37,3.96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7332
0.53,60.4,58.0,5.23,5.26,3.17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1857
2.02,59.7,56.0,8.18,8.13,4.87,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9728
0.57,63.1,54.0,5.28,5.3,3.34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1218
0.76,62.1,58.0,5.84,5.89,3.64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3415
1.2,63.1,59.0,6.75,6.65,4.23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5376
0.45,62.0,54.0,4.95,4.98,3.08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,852
0.54,62.3,55.0,5.2,5.24,3.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1754
0.76,60.1,57.0,5.95,5.99,3.59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2607
0.34,62.2,55.0,4.49,4.52,2.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,805
1.2,62.8,54.5,6.75,6.79,4.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6652
0.76,60.8,60.0,5.89,5.98,3.61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2831
0.54,61.2,57.0,5.21,5.25,3.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1723
0.3,62.5,55.0,4.3,4.34,2.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,665
0.37,61.7,56.0,4.61,4.63,2.85,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,811
1.24,61.2,55.0,6.94,6.98,4.26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15026
0.25,57.7,62.0,4.16,4.19,2.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,548
1.12,62.5,54.0,6.65,6.69,4.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8394
1.76,62.2,60.0,7.72,7.68,4.79,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13626
0.46,57.5,58.0,5.12,5.18,2.96,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1806
0.44,61.3,55.0,4.91,4.95,3.02,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1378
1.22,61.1,57.0,6.9,5.92,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5807
1.86,62.5,55.0,7.81,7.9,4.91,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10798
2.11,61.2,55.0,8.33,8.3,5.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14638
0.37,61.6,55.0,4.65,4.67,2.87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,747
0.31,62.6,56.0,4.37,4.32,2.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,802
0.31,61.5,59.0,4.34,4.38,2.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,462
1.27,61.8,56.0,6.96,6.93,4.29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6045
2.56,61.4,58.0,8.76,8.73,5.37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17186
0.53,61.6,57.1,5.15,5.21,3.19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1712
2.24,60.5,59.0,8.45,8.5,5.13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18299
0.74,61.5,55.1,5.82,5.85,3.59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3948
0.4,59.2,61.0,4.78,4.81,2.84,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,702
0.82,62.9,59.0,5.89,5.93,3.72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2643
1.2,61.2,59.0,6.78,6.84,4.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4712
0.55,61.6,57.0,5.25,5.3,3.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1673
0.38,60.2,58.0,4.66,4.71,2.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1000
0.31,60.5,60.0,4.36,4.34,2.63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,872
0.24,58.3,57.0,4.1,4.14,2.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,552
1.01,63.4,55.0,6.35,6.42,4.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4339
0.56,61.8,56.0,5.28,5.31,3.27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3270
0.7,59.7,59.0,5.82,5.78,3.46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2999
1.2,62.3,59.0,6.83,6.79,4.24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12787
1.53,58.5,60.0,7.62,7.56,4.44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14483
1.01,64.2,60.0,6.35,6.32,4.07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6176
0.56,61.2,57.0,5.29,5.33,3.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1388
0.3,60.2,57.0,4.37,4.3,2.61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,653
2.01,61.9,57.0,8.14,8.05,5.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17403
2.0,59.8,60.0,8.04,8.01,4.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14126
0.36,60.9,60.0,4.61,4.56,2.79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,810
0.42,61.8,59.0,4.81,4.83,2.98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1031
0.53,62.3,54.0,5.18,5.22,3.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1449
1.01,60.0,58.0,6.51,6.55,3.92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4719
0.24,62.5,55.0,3.98,4.02,2.49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,608
0.75,62.0,57.0,5.8,5.78,3.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2821
1.01,60.1,66.0,6.44,6.41,3.86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3597
0.3,61.6,56.0,4.31,4.36,2.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,473
1.19,62.6,58.0,6.7,6.75,4.21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4660
1.04,57.4,60.0,6.76,6.72,3.87,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3844
1.12,62.0,56.0,6.69,6.64,4.13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4829
0.9,62.0,63.0,6.06,6.13,3.78,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3990
0.32,61.2,58.0,4.39,4.37,2.68,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1080
0.71,62.3,54.0,5.69,5.73,3.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3212
0.7,61.7,57.0,5.65,5.69,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1979
0.52,63.9,59.0,5.08,5.1,3.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1664
0.54,61.9,55.0,5.24,5.2,3.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1847
1.01,61.5,57.0,6.45,6.46,3.97,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2844
0.4,60.8,62.0,4.72,4.76,2.88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,687
0.33,60.7,57.0,4.5,4.46,2.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,668
0.24,60.6,59.0,4.04,4.06,2.45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,608
1.2,60.2,60.0,6.94,6.81,4.14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4203
1.28,61.2,58.0,7.09,6.96,4.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6936
0.3,61.4,60.0,4.29,4.34,2.65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,605
1.03,63.7,60.0,6.35,6.28,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4001
0.3,60.4,59.0,4.33,4.35,2.62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,710
0.79,61.7,59.0,5.93,5.96,3.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2888
0.95,61.5,57.0,6.28,6.3,3.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5983
0.72,61.4,59.0,5.79,5.71,3.53,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2903
1.01,63.7,56.0,6.26,6.34,4.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4211
1.21,62.1,60.0,6.81,6.87,4.25,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6299
0.71,63.0,57.0,5.68,5.72,3.59,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3354
1.01,63.8,56.0,6.27,6.34,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6283
1.04,62.1,56.0,6.48,6.41,4.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4316
0.72,62.4,57.0,5.73,5.77,3.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2355
