0,1,2,3,4,5,6,7,8,9
16819.9,5225.79,0.31069,206.84400000000002,2327808.17,273.717,6043.33,244,20.5683,9.824
14653.8,3938.51,0.26877,151.703,2095020.408,211.817,4665.15,63,28.6545,3.0610000000000004
4001.51,1116.13,0.27892,34.3219,548031.4428,47.1045,1395.09,17,44.3155,1.508
4861.89,1268.07,0.26081,39.9726,675494.8593,56.9518,2709.16,52,42.7496,9.605
5963.25,1633.03,0.27384000000000003,62.8902,745854.4764,88.1384,3112.1,26,39.2032,2.367
7353.42,2762.39,0.37566,54.9725,1017014.9759999999,121.96600000000001,2736.67,59,39.7414,9.916
8218.76,2374.85,0.28895,60.5888,1161165.335,95.7878,3124.0,43,38.3738,14.790999999999999
17913.3,6844.96,0.38211,187.09400000000002,2486930.145,289.309,6867.06,212,27.0928,6.234
7211.66,2501.11,0.34681,66.7319,978675.7466,105.52,3126.19,58,38.4555,9.519
7711.08,2051.88,0.26609,72.0839,1072685.313,102.485,3587.91,85,36.975,16.127
7148.02,2047.84,0.28649,70.3444,972544.493,101.773,3281.59,71,37.5858,2.738
15968.2,5137.07,0.3217,188.738,2264944.409,232.791,4773.26,49,24.8795,5.821000000000001
10643.1,2310.92,0.21711999999999998,146.358,1496809.273,174.861,4529.71,51,30.4638,0.9890000000000001
11972.3,3391.23,0.28325,136.295,1654436.28,162.481,4488.96,99,31.1703,2.2359999999999998
4638.33,1280.67,0.2761,45.3874,660283.906,65.7433,2435.99,47,42.4604,7.428999999999999
7040.33,2288.56,0.32506,77.7892,965824.1575,99.647,3717.93,27,35.8573,1.656
9724.5,2247.63,0.23113000000000003,96.3011,1336105.567,125.633,4858.21,47,29.1772,13.444
15327.8,5491.81,0.35829,182.608,2181667.96,260.461,4653.83,47,28.2438,6.895
7048.19,1685.03,0.23906999999999998,59.8928,966893.9565,97.7875,3474.2,51,37.0587,11.909
7204.8,2220.91,0.30825,70.3977,978480.1485,101.98899999999999,3363.48,74,37.2362,3.67
12443.1,3519.03,0.2828,149.153,1668712.043,183.153,4660.63,58,30.1058,3.487
10102.0,3764.06,0.3726,100.868,1407738.955,131.32,3670.04,34,31.1318,13.718
8751.45,1871.29,0.21381999999999998,102.46700000000001,1226265.497,116.35600000000001,3853.14,52,34.695,2.7739999999999996
9036.08,3473.8,0.38443,86.956,1254059.78,124.95,4069.6,43,31.4639,8.566
5976.29,1351.2,0.22609,54.7015,783439.3365,77.9533,3129.74,28,38.8832,4.615
14696.3,6035.47,0.41067,199.315,1940654.31,270.692,5188.22,68,26.1821,7.053999999999999
7505.8,2758.2,0.36746999999999996,57.1673,1087004.765,105.875,3601.57,16,38.527,16.067999999999998
9913.13,2811.75,0.28363,72.9163,1436910.804,119.296,4334.27,32,35.5811,16.003
23196.3,7784.58,0.33559,253.071,3237066.439,345.67400000000004,5634.2,102,23.0812,3.372
6563.42,2244.05,0.3419,59.2136,915722.8953,94.8402,3761.99,68,37.2397,2.313
13288.8,3952.76,0.29745,168.53400000000002,1836224.858,217.645,4729.59,117,28.8209,4.7139999999999995
17482.4,4458.56,0.25503000000000003,100.664,2410918.775,294.687,4750.96,69,28.6154,18.0
6898.59,1740.99,0.25236,65.0289,967917.8389,87.9018,3627.31,23,37.6709,2.3209999999999997
8440.05,3518.5,0.41688000000000003,83.5264,1157840.72,148.898,3680.04,73,35.8957,17.296
10493.4,3738.47,0.35625999999999997,94.5801,1490280.25,130.863,4262.71,110,34.019,4.305
11688.8,3784.8,0.32379,91.7504,1646921.4780000001,156.815,5490.86,100,30.6137,12.960999999999999
13871.1,4292.7,0.30946999999999997,220.12099999999998,1914928.3280000002,250.442,5313.82,289,24.5347,1.949
3297.88,874.41,0.26514,24.6175,445013.8515,34.043,1336.21,2,45.9323,2.331
19493.3,5726.87,0.29378000000000004,246.18,2681209.213,313.579,5501.13,195,25.6145,4.726
16164.8,6338.28,0.3921,128.489,2202195.951,245.106,4235.14,72,30.464000000000002,11.88
12039.5,3029.18,0.2516,130.69799999999998,1640050.155,153.602,3966.77,228,32.4394,2.414
8308.57,2015.94,0.24263,100.42,1147923.517,121.897,3966.61,31,35.0289,3.142
14424.2,6832.01,0.47363999999999995,196.908,1974286.449,260.655,5524.68,220,25.9694,17.621
9525.58,3573.9,0.37518,69.8518,1334552.7240000002,142.759,4127.62,16,32.3259,16.1
10332.2,2773.16,0.26839,126.333,1441749.33,159.231,4694.31,68,29.6356,2.149
7906.3,2091.04,0.26447,93.3888,1114455.564,96.3075,4011.45,22,35.6729,2.176
8278.19,2226.42,0.26895,62.9503,1135480.813,106.56,3690.24,59,36.3556,10.724
11081.8,2906.93,0.26231,141.08100000000002,1553883.013,175.43900000000002,4201.38,64,32.7791,2.0709999999999997
6183.92,1501.23,0.24276,66.7455,864223.2689,76.7876,2810.45,82,39.5212,9.083
11389.3,2916.62,0.25608000000000003,147.8,1513050.4540000001,181.798,4428.48,52,29.7271,2.859
5475.99,2222.52,0.40586,54.8868,758425.0847,91.2384,2653.85,39,41.07,4.039
8983.73,2538.17,0.28252,85.1632,1230019.4479999999,120.196,3850.61,26,34.8366,1.926
7094.01,2241.96,0.31603000000000003,60.0428,992607.2684,110.406,3523.3,18,37.3957,17.515
8849.37,4047.59,0.45738,66.5651,1273488.367,131.862,3315.63,54,38.1665,13.434000000000001
14729.2,4081.89,0.27712,178.93099999999998,2076564.2030000002,237.446,4541.31,28,29.4913,2.9019999999999997
11564.4,3874.47,0.33503,128.74,1597669.926,153.394,4788.61,75,29.6564,6.345
11860.9,4966.71,0.41873999999999995,134.83700000000002,1588051.28,205.46200000000002,4704.48,163,29.8401,3.5010000000000003
5102.06,1392.81,0.27298,32.945,719124.9034,61.655,2398.7,46,43.0446,3.1719999999999997
4973.57,867.87,0.17449,41.0858,692077.0287,70.4445,2542.4,22,41.8613,9.619
11632.8,2969.08,0.25523,145.72799999999998,1636676.709,218.597,4214.75,102,27.7754,3.31
9209.07,2957.76,0.32116999999999996,85.9933,1226214.439,121.512,3806.18,27,34.6166,18.777
6873.24,1940.63,0.28234000000000004,68.2094,948331.5347,94.7766,2846.58,29,39.6532,13.61
12642.5,3984.54,0.31517,120.11200000000001,1711320.709,163.489,5613.89,69,26.3634,19.621
13875.8,3943.59,0.2842,148.628,1909910.083,203.575,4635.71,34,29.7603,2.8569999999999998
9029.98,2072.89,0.22955,115.944,1222762.23,132.202,3950.9,46,32.3546,2.259
8814.81,2026.77,0.22991999999999999,99.4382,1235709.385,125.751,3834.17,40,35.0054,3.0039999999999996
4458.01,760.28,0.17054,45.2729,604347.4122,64.6459,2557.66,12,43.1534,2.287
15436.7,3425.58,0.22191,198.217,2138726.601,250.472,5096.43,119,26.1415,2.49
8588.39,2559.75,0.29804,87.6024,1198468.715,116.727,3491.09,27,37.3801,12.725
19091.1,6392.06,0.33481,206.829,2615208.922,319.9,6082.93,246,20.1083,11.327
7293.7,1936.19,0.26546,58.513999999999996,1026570.593,89.7977,2977.66,42,39.1276,15.776
7891.13,1604.4,0.20331,91.3669,1073540.48,114.42200000000001,3828.01,23,34.2336,0.0
10739.0,2632.71,0.24515,130.855,1493910.989,168.605,4684.09,173,28.9161,0.636
8613.47,1572.78,0.18259,101.569,1217823.722,110.28200000000001,3820.24,51,35.1371,2.8289999999999997
7229.21,1454.45,0.20119,63.6683,1002726.832,75.7414,2936.52,32,39.6439,15.568
15091.1,5595.88,0.3708,124.23200000000001,2109217.367,204.325,5710.28,142,24.9973,17.058
8104.41,3013.09,0.37178,85.1592,1119681.164,112.962,3751.87,52,36.005,14.474
17576.4,6771.67,0.38527,200.673,2508583.153,286.296,5420.58,129,23.7005,5.6370000000000005
8531.38,3266.96,0.38293,86.6505,1209592.273,124.265,3493.38,31,36.2847,4.218
6438.24,2110.48,0.3278,51.7805,895919.0663,96.7273,3591.11,71,37.0709,1.328
9599.05,2863.44,0.2983,78.4185,1347798.351,120.09200000000001,4350.86,60,35.0571,6.397
17359.4,6045.92,0.34826999999999997,181.739,2415732.452,278.29900000000004,5925.93,195,27.241999999999997,2.505
6976.29,1888.25,0.27066,69.865,960253.3418,96.5846,2883.9,21,46.5464,8.341000000000001
10895.7,3102.87,0.28476999999999997,97.0134,1503103.5480000002,150.69899999999998,3923.13,19,35.5087,2.67
6471.95,1635.53,0.25271,73.4335,842008.3458,96.5431,3451.05,71,37.985,2.5069999999999997
5208.05,1622.33,0.3115,42.7098,721004.1846,89.4081,2865.1,32,42.1377,8.019
7864.63,2403.12,0.30556,73.2899,1065478.738,112.935,3436.9,73,35.7109,3.432
15660.8,5322.1,0.33983,189.685,2140068.431,266.376,4739.4,47,28.3544,2.142
9804.46,3378.87,0.34462,86.7779,1403867.9530000002,142.252,3485.3,10,36.0084,4.151
10612.6,2598.73,0.24486999999999998,124.87200000000001,1442910.4430000002,152.22799999999998,3643.52,26,34.8362,2.097
9882.32,3411.82,0.34524,106.916,1378884.6619999998,131.718,3700.45,10,34.9367,2.5989999999999998
6431.05,1924.17,0.29919,64.6697,849471.6725,90.241,3373.55,59,39.1137,5.178999999999999
10344.2,2216.06,0.21423000000000003,103.09,1471578.955,142.39700000000002,4290.42,47,33.5024,0.7559999999999999
10511.3,3447.65,0.32799,116.023,1528201.907,140.364,4302.44,78,32.2695,3.7119999999999997
8109.65,1467.01,0.18089,63.5611,1141048.5829999999,85.0171,2966.82,31,38.8824,12.894
6931.69,2266.56,0.32698,61.4929,983276.6717,95.6758,3312.69,43,38.7026,12.647
11103.8,2737.89,0.24656999999999998,133.901,1522668.229,153.753,4481.7,92,31.3868,1.933
4061.51,1235.76,0.30426,33.5213,553067.1729,49.5933,1422.9,17,44.2493,1.3330000000000002
4677.52,969.24,0.20720999999999998,46.0196,650563.1965,69.1124,2551.35,14,36.6365,10.745
13915.2,5020.21,0.36077,133.13299999999998,1900707.371,211.592,4735.22,198,28.9611,20.357
8099.68,1849.22,0.2283,72.6777,1156912.494,84.9825,2892.54,80,38.8744,14.142999999999999
3947.49,1252.28,0.31723,34.6255,535271.6689,51.5401,1382.54,30,44.4187,11.48
12189.2,3125.0,0.25637,130.09799999999998,1725083.8390000002,168.227,4554.07,47,29.2313,3.553
5742.96,1918.76,0.3341,68.4195,779397.8058,80.2025,3095.53,38,39.7197,3.904
5907.57,1669.27,0.28256,51.8629,824672.5752,77.8741,2733.45,29,40.5839,4.543
6384.48,2286.31,0.3581,69.8682,868021.6331,98.07,3225.56,60,38.6925,1.8219999999999998
6591.35,1847.48,0.28028000000000003,81.3651,883121.7129,107.711,2817.75,89,36.4582,14.3
16143.0,3966.41,0.2457,222.294,2277062.873,271.573,5630.44,105,21.5418,2.7239999999999998
13878.1,4110.57,0.29619,189.243,1925704.814,217.995,5534.85,137,22.9309,1.101
8379.24,3070.38,0.36641999999999997,68.1645,1153561.022,111.32,3395.22,51,38.8356,15.302999999999999
13212.8,3470.43,0.26265,163.06799999999998,1858703.918,208.87099999999998,5019.57,195,27.6381,2.0780000000000003
9477.18,3402.21,0.35898,77.7603,1289622.554,128.903,4365.78,27,34.5703,12.783
5194.34,994.32,0.19142,48.9593,741346.6662,67.4161,2919.89,55,40.0471,1.7930000000000001
8862.0,2244.9,0.25331,89.948,1255215.807,140.628,4009.54,46,34.7114,4.737
9693.87,4506.17,0.46484,108.265,1403489.6,176.829,4170.78,94,32.6929,15.537
8628.26,3477.01,0.40297,69.8961,1204115.81,125.211,3699.88,61,36.9163,16.27
11817.3,3130.53,0.26491,161.398,1659704.585,223.372,4216.18,71,31.2455,1.486
4978.66,1099.73,0.22088000000000002,46.9481,634098.2029,62.4923,2085.2,27,43.2718,5.66
7455.54,2463.76,0.33046,75.3721,1026863.319,100.719,3753.35,40,36.1751,1.9969999999999999
15967.4,5170.57,0.32382,236.81400000000002,2188638.597,270.07599999999996,5483.49,131,23.3642,1.8719999999999999
10907.2,3301.83,0.30272,105.637,1498581.311,152.26,4472.49,14,32.4767,4.279
9893.93,3703.03,0.37427,104.016,1362234.7519999999,163.549,4492.64,65,32.335,18.545
6282.34,1876.68,0.29872,63.2836,885299.7113,80.5564,3519.52,77,40.0512,9.943999999999999
9082.54,1831.96,0.2017,98.81299999999999,1266490.174,130.001,3639.73,20,34.0878,1.541
9890.51,3803.45,0.38455,118.86200000000001,1361582.89,183.81599999999997,3792.53,30,32.8718,3.484
11854.5,4896.99,0.41308999999999996,100.064,1635541.4780000001,196.368,4152.88,31,32.7587,18.347
10732.0,4004.35,0.37312,99.4453,1477021.0590000001,168.128,3890.04,90,32.0929,18.489
4628.01,1020.9,0.22059,44.9497,653029.0629,61.0526,2600.42,18,42.356,3.531
9048.3,2930.86,0.32391,82.2093,1225210.642,151.555,3604.81,39,33.6818,16.590999999999998
9154.57,3067.41,0.33505999999999997,87.8637,1219010.876,138.91,3681.35,50,35.8351,1.337
7550.55,1935.53,0.25634,83.1325,1058434.01,123.905,3096.74,5,37.6889,0.6509999999999999
13626.9,3534.4,0.25936,134.808,1920090.63,165.668,4767.51,37,29.2859,2.95
8662.5,2087.64,0.24099,112.4,1193263.415,126.275,4214.87,55,34.1555,1.675
14780.4,3143.36,0.21266999999999997,191.80200000000002,2074233.506,243.97799999999998,4968.95,120,25.9791,1.49
16652.1,5491.39,0.32977,190.731,2303891.305,273.319,5305.06,85,24.9359,7.11
5372.83,1590.87,0.29609,45.6219,772984.9952,66.8956,2465.03,24,40.2381,2.5989999999999998
5710.09,1487.41,0.26048000000000004,46.8072,740754.5888,72.2498,2265.7,30,43.5167,11.607000000000001
6777.37,1837.46,0.27111,42.0941,936444.4548,107.913,3013.6,82,39.3501,14.185
9489.24,4159.22,0.4383,89.4252,1321635.091,155.112,4065.43,17,36.0079,12.868
10405.8,4201.24,0.40374,140.52700000000002,1383151.719,206.187,3917.71,105,33.3042,19.045
15251.8,4423.0,0.28999,179.385,2127835.5209999997,220.38099999999997,5806.78,81,23.8654,5.856
23363.0,5994.67,0.25658000000000003,321.284,3206862.776,410.5,6236.46,134,19.7219,1.032
6790.4,2202.12,0.32429,60.6676,960796.2295,80.9509,2318.82,73,40.8372,3.4760000000000004
18327.0,6913.82,0.37724,190.76,2529972.875,295.545,6043.05,190,26.4597,20.406
6297.19,1365.49,0.21684,57.8144,867543.0037,81.5184,2855.99,15,40.6792,2.21
17031.1,4956.75,0.29104,175.62900000000002,2332540.668,227.332,5990.43,74,27.7455,6.619
11833.9,3633.69,0.30705,105.125,1623917.697,167.87900000000002,4588.86,18,36.2511,4.082
11741.5,3488.18,0.29708,99.7986,1613521.0680000002,161.309,4349.06,24,34.7193,1.922
4126.11,1198.39,0.29044000000000003,33.2941,562200.4476,50.9517,1380.84,32,44.4941,11.487
4127.86,1206.08,0.29218,34.8092,564009.5753,50.9004,1392.96,32,44.4537,11.465
8793.81,1741.72,0.19805999999999999,80.1985,1260715.125,117.506,4072.41,86,34.8331,1.419
9065.75,2117.69,0.23359000000000002,86.5416,1276871.812,109.958,4734.46,27,32.8683,1.841
12404.6,4484.85,0.36154000000000003,119.361,1800071.739,176.74099999999999,4019.34,155,34.7289,17.045
8075.13,2778.51,0.34408,75.4694,1091762.99,112.152,3655.19,79,36.0429,3.8089999999999997
10788.4,4253.25,0.39424000000000003,93.2289,1493746.206,150.81799999999998,3929.65,59,31.3213,14.921
14482.6,5344.88,0.36905,133.59799999999998,2015696.112,233.74200000000002,5326.5,52,29.4282,3.1639999999999997
7920.04,2870.11,0.36238000000000004,72.3784,1117725.692,106.79,3601.4,39,36.8782,17.922
8291.51,2203.91,0.2658,75.3826,1202131.473,105.686,3123.84,20,38.010999999999996,1.85
8037.38,2193.5,0.27291,92.5127,1104520.308,128.366,4025.32,119,34.1511,3.859
5876.17,1910.75,0.32516,54.8898,812113.0277,79.4903,3122.03,10,39.7338,8.347999999999999
18134.2,5032.0,0.27748,201.702,2488080.054,283.536,6279.29,239,19.3733,8.056000000000001
8270.56,2518.66,0.30453,90.4056,1172031.772,107.275,4069.18,33,35.525,2.396
14370.8,4515.43,0.3142,188.24599999999998,2021394.846,243.653,4448.16,52,29.309,2.3930000000000002
13268.4,4402.5,0.3318,149.89700000000002,1866124.717,160.338,5202.88,33,26.2548,6.138
5990.44,2446.29,0.40836,41.8916,807313.8866,102.264,1948.31,7,41.8116,13.455
6545.21,2398.55,0.36645,61.2506,914438.6882,90.7578,3497.71,66,35.3287,3.4539999999999997
13845.5,5405.44,0.39041,147.15200000000002,1944839.331,209.94,5201.72,124,28.5763,20.066
6474.51,2251.08,0.34768000000000004,63.3417,895386.3654,87.5783,3196.31,33,38.9398,5.877000000000001
12959.3,5226.92,0.40333,63.4693,1665074.226,212.111,4746.5,77,33.0011,19.660999999999998
15243.8,4715.08,0.30931,215.423,2121358.725,255.84900000000002,5339.96,289,24.7438,1.797
10968.3,3217.61,0.29335,95.5212,1454682.01,140.15,4708.09,37,33.4755,16.812
9792.62,2954.65,0.30172,89.4049,1389650.945,130.703,4429.43,42,32.8201,1.575
8476.85,3020.54,0.35631999999999997,76.50399999999999,1152763.232,125.38,3460.52,13,37.3816,13.039000000000001
9879.53,2622.65,0.26546,92.9436,1394539.612,121.61399999999999,4143.31,112,33.7305,4.606
6073.81,2466.06,0.40601,37.8344,826767.1628,92.3268,1619.97,7,43.376999999999995,11.755999999999998
13026.9,3700.77,0.28408,151.343,1825798.1840000001,223.108,4288.69,79,30.6442,1.7369999999999999
18050.4,5595.17,0.30996999999999997,188.028,2527353.0409999997,225.262,5486.49,129,25.6374,19.111
10246.0,2762.85,0.26965,122.179,1425985.112,162.69899999999998,4645.21,75,29.9597,1.5630000000000002
6745.39,2247.19,0.33314,63.4436,908322.4758,97.7164,3117.27,20,40.2522,1.6569999999999998
14096.1,3643.94,0.2585,185.80200000000002,1927396.3159999999,216.24099999999999,4582.41,180,28.948,1.8880000000000001
6844.59,2295.75,0.33541,70.9603,943280.3846,90.2443,3715.35,36,36.4811,1.825
6071.85,2079.57,0.34249,46.8058,839569.2433,96.9818,2924.32,62,41.0677,13.574000000000002
10589.0,3232.61,0.30528,86.0674,1498293.481,126.024,5936.56,15,35.7249,2.725
8728.93,3205.76,0.36725,70.0594,1217792.206,131.109,4187.89,24,37.5168,14.289000000000001
23486.9,7173.66,0.30543000000000003,318.83,3255909.08,362.673,6338.98,95,17.5987,3.6239999999999997
16883.2,4425.71,0.26213000000000003,210.41099999999997,2419692.037,282.02099999999996,5241.37,265,24.6988,14.841
13179.4,2557.92,0.19408,159.14600000000002,1804430.013,191.688,4836.34,141,29.919,0.7020000000000001
17065.2,5960.5,0.34926999999999997,206.303,2320575.241,265.08099999999996,5501.52,140,25.1692,18.668
10584.0,3716.7,0.35115999999999997,102.915,1479554.22,161.754,4230.97,67,33.508,14.040999999999999
13071.2,3564.18,0.27266999999999997,154.879,1843283.5280000002,199.78599999999997,4818.96,68,28.4069,2.9539999999999997
10658.7,3952.05,0.37078,134.245,1500099.904,219.122,4181.96,126,33.2495,20.892
5662.92,1234.13,0.21793,50.5806,785552.187,67.1784,3279.27,59,40.2288,1.7719999999999998
7618.69,1767.41,0.23198000000000002,68.3685,1065416.834,83.6211,3661.34,84,36.2261,15.934000000000001
9315.29,2496.02,0.26794,120.912,1297828.49,139.221,4330.46,62,32.7575,4.689
8749.95,1957.35,0.22369,102.554,1217103.939,139.656,3548.05,16,34.3428,1.839
14923.6,5771.15,0.38671,185.53900000000002,2028019.759,250.58,5857.48,136,27.1764,14.530999999999999
13327.3,4067.34,0.30518,166.679,1858201.5780000002,243.924,4384.13,83,29.6565,1.482
17015.6,4716.22,0.27716999999999997,231.15900000000002,2364833.95,274.019,5656.32,193,22.4157,2.145
9689.37,2486.17,0.25658000000000003,98.4846,1369557.767,139.18200000000002,3562.2,128,35.0516,7.56
7121.59,2038.54,0.28624,75.8224,970321.6964,115.524,3090.07,80,39.0529,1.271
4366.05,1389.91,0.31834,35.9277,606302.7413,53.4468,1389.38,17,44.37,1.515
7836.5,3237.91,0.41318,67.4758,1073626.341,119.59,3646.1,69,34.7746,20.403
8780.9,2262.99,0.25771,88.8546,1249190.051,109.294,4687.7,41,33.2454,2.296
7110.31,2302.11,0.32377,62.9525,952650.4903,100.14299999999999,3175.11,43,40.0872,2.349
8724.47,2868.41,0.32877,66.0198,1250030.721,112.366,3054.11,52,38.9784,17.56
6828.55,1907.46,0.27933,59.8139,948528.5462,83.447,3163.19,23,38.6262,4.752
14685.1,3992.68,0.27188,179.87900000000002,2065334.733,242.82299999999998,4520.51,18,29.5084,2.904
7822.68,2470.48,0.3158,75.6986,1074390.357,108.19200000000001,3729.3,83,34.9006,12.798
9739.45,3582.45,0.36782,65.4703,1300172.945,147.16899999999998,3755.54,60,36.4319,11.492
9805.88,3265.99,0.33305999999999997,85.9545,1368917.833,130.64600000000002,3937.82,13,35.9221,14.244000000000002
7342.65,1634.33,0.22258000000000003,62.9719,980616.9203,78.6606,3490.77,25,36.9759,12.467
7600.68,2034.62,0.26768000000000003,85.8949,1059997.857,92.6849,3625.92,30,35.3396,12.501
8453.38,2569.86,0.304,94.7333,1193743.363,119.34100000000001,3585.47,90,36.7961,2.426
11699.5,3022.16,0.25831,149.341,1586375.9540000001,184.65900000000002,4465.32,29,32.2332,2.485
13209.7,3282.74,0.2485,184.00599999999997,1807352.267,209.676,4508.84,174,27.4767,1.8
8668.95,2103.92,0.24269000000000002,83.1674,1221931.763,104.43299999999999,3830.02,75,34.3278,4.355
5864.87,1908.92,0.32548,52.211000000000006,836416.25,76.4018,3110.37,58,39.2513,1.6030000000000002
7771.13,3039.23,0.39109,81.0574,1053098.361,123.495,3728.65,50,35.4856,11.574000000000002
14599.1,3378.1,0.23139,176.331,2073755.27,219.722,4820.65,83,27.6684,4.562
22577.4,6510.28,0.28835,300.423,3135829.715,366.89099999999996,6091.31,95,17.3904,3.195
6603.56,1844.58,0.27933,66.1115,924273.2305,88.8816,2954.19,97,38.7235,2.863
9230.66,2308.94,0.25013,131.828,1224777.356,143.972,3777.96,96,33.8388,3.0439999999999996
9373.89,2722.0,0.29038,112.785,1289423.102,148.35399999999998,4133.8,137,32.8881,2.487
8931.2,3329.93,0.37284,88.8185,1233791.19,126.34299999999999,3656.63,116,35.3821,4.678
7760.7,1459.9,0.18811,74.2696,1087125.8590000002,103.387,3725.69,11,34.0182,1.8130000000000002
15779.8,4132.93,0.26191,220.50799999999998,2160761.735,286.473,5242.88,234,25.8639,4.229
7930.86,1784.17,0.22496,81.3404,1127222.685,95.7508,3857.79,39,35.4709,2.266
16345.7,3424.13,0.20948000000000003,175.44799999999998,2287735.4680000003,208.26,4130.81,155,31.8041,1.7269999999999999
8068.6,1741.72,0.21586,68.0291,1143628.403,99.2933,3903.73,15,35.2468,5.832000000000001
9356.55,2109.27,0.22543000000000002,98.8417,1285910.11,118.915,4272.02,24,34.1294,15.991
9221.62,2372.24,0.25724,96.9344,1309713.174,146.159,3549.36,13,34.6605,0.894
11369.0,4021.7,0.35374,122.78399999999999,1589722.3290000001,185.293,4221.63,37,30.4712,2.23
9656.9,1939.34,0.20082,82.4012,1387608.8090000001,104.55,3752.99,14,34.8994,5.162000000000001
9341.94,3942.8,0.42205,80.991,1301391.4740000002,145.366,3788.87,118,34.4568,2.94
4738.39,1556.1,0.3284,47.6437,661715.8954,78.8528,2195.32,65,42.2017,11.66
7694.62,2005.16,0.26059,76.2429,1082335.054,94.5901,3973.88,45,35.9059,1.514
18401.4,4977.81,0.27051,225.554,2535829.185,270.222,5638.94,197,22.4471,2.408
3936.34,946.62,0.24048000000000003,37.0357,536813.5122,52.0058,1299.63,11,44.8724,6.7379999999999995
14767.7,4268.0,0.289,176.33,2044319.4319999998,257.828,5163.05,95,26.0371,6.186
17372.0,6539.75,0.37645,189.692,2391275.742,279.44599999999997,5722.65,221,25.0984,6.212999999999999
7217.77,2050.74,0.28412,66.3111,993776.9078,94.7664,2767.68,99,39.4969,15.517000000000001
18334.1,5598.92,0.30538000000000004,198.771,2484064.393,270.293,7013.64,129,20.4689,19.61
8739.45,3498.58,0.40032,85.9664,1232903.335,146.011,3724.94,36,36.2211,16.604
7346.8,1932.08,0.26298,65.6686,1019650.0759999999,95.5952,2988.33,88,38.418,2.13
